"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1)","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Municipio","Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito).","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Siglas.","Votos obtenidos por la candidatura o el Senador."
07,1987,06,1,01,18,ALBUÑOL,01,0002,A,PED                                               ,0000000
07,1987,06,1,01,18,ALBUÑOL,01,0002,A,CSD                                               ,0000000
07,1987,06,1,01,18,ALBUÑOL,02,0001,B,LV                                                ,0000000
07,1987,06,1,01,18,ALBUÑOL,02,0001,B,PTE-UC                                            ,0000000
07,1987,06,1,01,18,ALBUÑOL,02,0001,B,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,AGRÓN,01,0001,A,PST                                               ,0000000
07,1987,06,1,01,18,AGRÓN,01,0001,A,UCE                                               ,0000000
07,1987,06,1,01,18,AGRÓN,01,0001,A,UV                                                ,0000000
07,1987,06,1,01,18,AGRÓN,01,0001,A,PH                                                ,0000000
07,1987,06,1,01,18,AGRÓN,01,0001,A,CV                                                ,0000000
07,1987,06,1,01,18,ALAMEDILLA,01,0001,A,CDS                                               ,0000111
07,1987,06,1,01,18,ALAMEDILLA,01,0001,A,IU                                                ,0000007
07,1987,06,1,01,18,ALAMEDILLA,01,0001,A,BNG                                               ,0000000
07,1987,06,1,01,18,ALBOLOTE,01,0001,A,AP                                                ,0000118
07,1987,06,1,01,18,ALBOLOTE,01,0001,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,ALBOLOTE,01,0002,A,IU                                                ,0000173
07,1987,06,1,01,18,ALBOLOTE,01,0002,A,PAR                                               ,0000000
07,1987,06,1,01,18,ALBOLOTE,01,0002,A,PORE                                              ,0000000
07,1987,06,1,01,18,ALBOLOTE,01,0003,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALBOLOTE,01,0004,A,FE-JONS                                           ,0000000
07,1987,06,1,01,18,ALBOLOTE,01,0004,A,PTE-UC                                            ,0000054
07,1987,06,1,01,18,ALBOLOTE,01,0004,A,FN                                                ,0000005
07,1987,06,1,01,18,ALBOLOTE,01,0005,A,LA                                                ,0000000
07,1987,06,1,01,18,ALBONDÓN,01,0001,A,CIU                                               ,0000000
07,1987,06,1,01,18,ALBONDÓN,01,0001,A,FE-JONS                                           ,0000002
07,1987,06,1,01,18,ALBONDÓN,01,0001,A,UV                                                ,0000000
07,1987,06,1,01,18,ALBONDÓN,01,0001,A,PA                                                ,0000002
07,1987,06,1,01,18,ALBONDÓN,01,0001,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,ALBONDÓN,01,0001,B,CIU                                               ,0000000
07,1987,06,1,01,18,ALBONDÓN,01,0001,B,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ALBONDÓN,01,0001,B,PCV                                               ,0000000
07,1987,06,1,01,18,ALBUÑÁN,01,0001,A,LA                                                ,0000000
07,1987,06,1,01,18,ALBUÑÁN,01,0001,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALBUÑOL,01,0001,A,UCE                                               ,0000002
07,1987,06,1,01,18,ALBUÑOL,01,0002,A,PA                                                ,0000006
07,1987,06,1,01,18,ALBUÑOL,01,0002,A,FN                                                ,0000000
07,1987,06,1,01,18,ALBUÑOL,02,0001,A,FN                                                ,0000000
07,1987,06,1,01,18,ALBUÑOL,02,0001,A,AS                                                ,0000008
07,1987,06,1,01,18,ALBUÑOL,02,0001,B,FE-JONS                                           ,0000000
07,1987,06,1,01,18,ALBUÑOL,02,0001,B,CV                                                ,0000000
07,1987,06,1,01,18,ALBUÑOL,02,0001,B,PORE                                              ,0000000
07,1987,06,1,01,18,ALBUÑUELAS,01,0001,A,LV                                                ,0000000
07,1987,06,1,01,18,ALBUÑUELAS,01,0001,B,AP                                                ,0000024
07,1987,06,1,01,18,ALBUÑOL,02,0001,B,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALBUÑOL,03,0001,A,FN                                                ,0000000
07,1987,06,1,01,18,ALBUÑOL,03,0001,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALBUÑUELAS,01,0001,A,AP                                                ,0000121
07,1987,06,1,01,18,ALBUÑUELAS,01,0001,A,IU                                                ,0000011
07,1987,06,1,01,18,ALBUÑUELAS,01,0001,A,HB                                                ,0000000
07,1987,06,1,01,18,ALBUÑUELAS,01,0001,A,PCV                                               ,0000000
07,1987,06,1,01,18,ALBUÑUELAS,01,0001,B,PST                                               ,0000002
07,1987,06,1,01,18,ALBUÑUELAS,01,0001,B,LA                                                ,0000000
07,1987,06,1,01,18,ALBUÑUELAS,01,0001,B,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ALDEIRE,01,0001,A,AIC                                               ,0000000
07,1987,06,1,01,18,ALDEIRE,01,0001,A,POSI                                              ,0000001
07,1987,06,1,01,18,ALFACAR,01,0001,A,PST                                               ,0000000
07,1987,06,1,01,18,ALFACAR,01,0002,A,HB                                                ,0000026
07,1987,06,1,01,18,ALGARINEJO,01,0001,A,LV                                                ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0001,A,AS                                                ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0002,A,HB                                                ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0002,A,UV                                                ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0003,A,PED                                               ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0003,A,CSD                                               ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0004,A,IU                                                ,0000018
07,1987,06,1,01,18,ALGARINEJO,01,0004,A,PST                                               ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0004,A,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0004,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0004,B,PA                                                ,0000003
07,1987,06,1,01,18,ALGARINEJO,01,0004,B,CIP                                               ,0000000
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0001,A,PAR                                               ,0000000
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0001,A,CV                                                ,0000000
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0001,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0001,A,PORE                                              ,0000001
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0004,A,PCV                                               ,0000000
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0005,A,PSOE                                              ,0000263
07,1987,06,1,01,18,ALHENDÍN,01,0001,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,ALHENDÍN,01,0002,A,PH                                                ,0000000
07,1987,06,1,01,18,ALHENDÍN,01,0002,A,PORE                                              ,0000000
07,1987,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,PDP                                               ,0000000
07,1987,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,CV                                                ,0000000
07,1987,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,BNG                                               ,0000000
07,1987,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,PORE                                              ,0000001
07,1987,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,AS                                                ,0000001
07,1987,06,1,01,18,ALMEGÍJAR,01,0001,A,AP                                                ,0000177
07,1987,06,1,01,18,ALMEGÍJAR,01,0001,A,CV                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0001,A,UCE                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0001,A,CV                                                ,0000002
07,1987,06,1,01,18,ALMUÑÉCAR,01,0002,A,PST                                               ,0000011
07,1987,06,1,01,18,ALMUÑÉCAR,01,0003,A,HB                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0003,A,PCV                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0004,A,CIU                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0004,A,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ALDEIRE,01,0001,A,CIU                                               ,0000000
07,1987,06,1,01,18,ALDEIRE,01,0001,A,FN                                                ,0000000
07,1987,06,1,01,18,ALDEIRE,01,0001,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALDEIRE,01,0001,A,AS                                                ,0000003
07,1987,06,1,01,18,ALFACAR,01,0002,A,PAR                                               ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0001,A,UV                                                ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0001,A,PED                                               ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0002,A,EU                                                ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0002,A,UCE                                               ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0002,A,PTE-UC                                            ,0000002
07,1987,06,1,01,18,ALGARINEJO,01,0003,A,EU                                                ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0004,B,HB                                                ,0000001
07,1987,06,1,01,18,ALGARINEJO,01,0004,B,BNG                                               ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0005,A,AIC                                               ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0005,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALGARINEJO,01,0005,A,CSD                                               ,0000002
07,1987,06,1,01,18,ALGARINEJO,01,0005,B,PSOE                                              ,0000146
07,1987,06,1,01,18,ALGARINEJO,01,0005,B,CDS                                               ,0000002
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0001,A,AIC                                               ,0000000
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0001,A,PST                                               ,0000001
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0002,A,PA                                                ,0000127
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0003,A,PDP                                               ,0000002
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0003,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0004,A,PORE                                              ,0000000
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0005,A,POSI                                              ,0000000
07,1987,06,1,01,18,ALHAMA DE GRANADA,01,0005,A,UV                                                ,0000000
07,1987,06,1,01,18,ALHENDÍN,01,0001,A,UCE                                               ,0000000
07,1987,06,1,01,18,ALHENDÍN,01,0001,A,CV                                                ,0000000
07,1987,06,1,01,18,ALHENDÍN,01,0001,A,BNG                                               ,0000001
07,1987,06,1,01,18,ALHENDÍN,01,0002,A,UV                                                ,0000000
07,1987,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,HB                                                ,0000000
07,1987,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,CIU                                               ,0000000
07,1987,06,1,01,18,ALMEGÍJAR,01,0001,A,EU                                                ,0000000
07,1987,06,1,01,18,ALMEGÍJAR,01,0001,A,FN                                                ,0000000
07,1987,06,1,01,18,ALMEGÍJAR,01,0001,A,EA-ERC-PNG                                        ,0000001
07,1987,06,1,01,18,ALMUÑÉCAR,01,0001,A,CIU                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0001,A,PAR                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0001,B,POSI                                              ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0001,B,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0001,B,CIP                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0002,A,LV                                                ,0000002
07,1987,06,1,01,18,ALMUÑÉCAR,01,0002,A,PH                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0002,A,BNG                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0003,A,CIU                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0003,A,UV                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0004,A,PH                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0005,A,FE-JONS                                           ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0005,A,LV                                                ,0000002
07,1987,06,1,01,18,ALMUÑÉCAR,01,0006,A,PSOE                                              ,0000362
07,1987,06,1,01,18,ALMUÑÉCAR,01,0007,A,LV                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0005,A,AP                                                ,0000126
07,1987,06,1,01,18,ALMUÑÉCAR,01,0005,A,CIP                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0006,A,PANCAL                                            ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0006,A,CV                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0007,A,AIC                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,02,0001,A,IU                                                ,0000035
07,1987,06,1,01,18,ALMUÑÉCAR,02,0001,A,PDP                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,02,0001,A,FE-JONS                                           ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,02,0001,A,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,03,0001,A,LV                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,03,0001,A,LA                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,03,0001,A,FN                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,03,0001,A,CSD                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,03,0001,B,CIU                                               ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,03,0001,B,UCE                                               ,0000000
07,1987,06,1,01,18,ALQUIFE,01,0001,A,LA                                                ,0000004
07,1987,06,1,01,18,ALQUIFE,01,0001,A,FN                                                ,0000000
07,1987,06,1,01,18,ALQUIFE,01,0001,A,AS                                                ,0000005
07,1987,06,1,01,18,ARENAS DEL REY,01,0001,A,AS                                                ,0000001
07,1987,06,1,01,18,ARENAS DEL REY,01,0001,B,AP                                                ,0000124
07,1987,06,1,01,18,ARENAS DEL REY,01,0002,A,IU                                                ,0000010
07,1987,06,1,01,18,ARENAS DEL REY,01,0002,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,ARMILLA,01,0001,A,PSOE                                              ,0000395
07,1987,06,1,01,18,ARMILLA,01,0001,A,PTE-UC                                            ,0000031
07,1987,06,1,01,18,ARMILLA,01,0002,A,CDS                                               ,0000028
07,1987,06,1,01,18,ARMILLA,01,0002,A,POSI                                              ,0000000
07,1987,06,1,01,18,ARMILLA,01,0003,A,PSOE                                              ,0000472
07,1987,06,1,01,18,ARMILLA,01,0003,A,PED                                               ,0000000
07,1987,06,1,01,18,ARMILLA,01,0003,A,PORE                                              ,0000000
07,1987,06,1,01,18,ARMILLA,01,0003,A,AS                                                ,0000011
07,1987,06,1,01,18,ARMILLA,01,0004,A,PDP                                               ,0000000
07,1987,06,1,01,18,ARMILLA,01,0004,A,PANCAL                                            ,0000000
07,1987,06,1,01,18,ARMILLA,01,0004,A,LA                                                ,0000001
07,1987,06,1,01,18,ARMILLA,01,0005,A,LA                                                ,0000000
07,1987,06,1,01,18,ARMILLA,01,0005,B,PANCAL                                            ,0000000
07,1987,06,1,01,18,ARMILLA,01,0005,B,LA                                                ,0000001
07,1987,06,1,01,18,ARMILLA,01,0005,B,BNG                                               ,0000001
07,1987,06,1,01,18,ATARFE,01,0001,A,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ATARFE,01,0002,A,PSOE                                              ,0000433
07,1987,06,1,01,18,ATARFE,01,0002,A,FE-JONS                                           ,0000000
07,1987,06,1,01,18,ATARFE,01,0003,A,IU                                                ,0000059
07,1987,06,1,01,18,ATARFE,01,0003,A,UV                                                ,0000000
07,1987,06,1,01,18,ATARFE,01,0003,A,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ATARFE,01,0003,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ATARFE,01,0004,A,PSOE                                              ,0000349
07,1987,06,1,01,18,ATARFE,01,0004,A,IU                                                ,0000068
07,1987,06,1,01,18,ATARFE,01,0004,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,ATARFE,01,0004,A,AS                                                ,0000010
07,1987,06,1,01,18,ATARFE,01,0004,B,FE-JONS                                           ,0000000
07,1987,06,1,01,18,ATARFE,01,0004,B,UV                                                ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,01,0007,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,02,0001,A,PANCAL                                            ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,02,0001,A,PORE                                              ,0000003
07,1987,06,1,01,18,ALMUÑÉCAR,03,0001,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,03,0001,B,AP                                                ,0000040
07,1987,06,1,01,18,ALMUÑÉCAR,03,0001,B,FE-JONS                                           ,0000000
07,1987,06,1,01,18,ALMUÑÉCAR,03,0001,B,PST                                               ,0000000
07,1987,06,1,01,18,ALQUIFE,01,0001,A,FE-JONS                                           ,0000003
07,1987,06,1,01,18,ALQUIFE,01,0001,A,UV                                                ,0000000
07,1987,06,1,01,18,ARENAS DEL REY,01,0001,A,PST                                               ,0000000
07,1987,06,1,01,18,ARENAS DEL REY,01,0001,A,PH                                                ,0000000
07,1987,06,1,01,18,ARENAS DEL REY,01,0001,A,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ARENAS DEL REY,01,0001,B,PANCAL                                            ,0000000
07,1987,06,1,01,18,ARENAS DEL REY,01,0002,A,UV                                                ,0000000
07,1987,06,1,01,18,ARENAS DEL REY,01,0002,A,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ARENAS DEL REY,01,0002,A,CSD                                               ,0000000
07,1987,06,1,01,18,ARMILLA,01,0001,A,CDS                                               ,0000093
07,1987,06,1,01,18,ARMILLA,01,0001,A,FN                                                ,0000003
07,1987,06,1,01,18,ARMILLA,01,0001,A,PED                                               ,0000001
07,1987,06,1,01,18,ARMILLA,01,0001,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,ARMILLA,01,0002,A,PAR                                               ,0000000
07,1987,06,1,01,18,ARMILLA,01,0002,A,UCE                                               ,0000000
07,1987,06,1,01,18,ARMILLA,01,0002,A,UV                                                ,0000000
07,1987,06,1,01,18,ARMILLA,01,0002,A,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ARMILLA,01,0003,A,CIP                                               ,0000001
07,1987,06,1,01,18,ARMILLA,01,0004,A,PSOE                                              ,0000406
07,1987,06,1,01,18,ARMILLA,01,0004,A,PORE                                              ,0000000
07,1987,06,1,01,18,ARMILLA,01,0005,A,CSD                                               ,0000000
07,1987,06,1,01,18,ARMILLA,01,0005,B,CDS                                               ,0000035
07,1987,06,1,01,18,ARMILLA,01,0005,B,EU                                                ,0000000
07,1987,06,1,01,18,ATARFE,01,0001,A,CIU                                               ,0000000
07,1987,06,1,01,18,ATARFE,01,0002,A,HB                                                ,0000003
07,1987,06,1,01,18,ATARFE,01,0003,A,EU                                                ,0000000
07,1987,06,1,01,18,ATARFE,01,0003,A,PAR                                               ,0000000
07,1987,06,1,01,18,ATARFE,01,0004,A,EU                                                ,0000000
07,1987,06,1,01,18,ATARFE,01,0004,A,BNG                                               ,0000000
07,1987,06,1,01,18,ATARFE,01,0004,A,FN                                                ,0000001
07,1987,06,1,01,18,ATARFE,01,0004,B,PED                                               ,0000000
07,1987,06,1,01,18,ATARFE,02,0001,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,BAZA,01,0001,A,UV                                                ,0000000
07,1987,06,1,01,18,BAZA,01,0001,A,LA                                                ,0000000
07,1987,06,1,01,18,BAZA,01,0001,A,PORE                                              ,0000000
07,1987,06,1,01,18,BAZA,01,0002,A,IU                                                ,0000018
07,1987,06,1,01,18,BAZA,01,0002,A,UV                                                ,0000001
07,1987,06,1,01,18,BAZA,01,0002,A,CSD                                               ,0000000
07,1987,06,1,01,18,BAZA,01,0002,B,PSOE                                              ,0000260
07,1987,06,1,01,18,BAZA,01,0002,B,POSI                                              ,0000000
07,1987,06,1,01,18,BAZA,01,0002,B,LA                                                ,0000000
07,1987,06,1,01,18,BAZA,01,0003,A,LV                                                ,0000009
07,1987,06,1,01,18,ATARFE,01,0004,B,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,ATARFE,01,0004,B,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,ATARFE,02,0002,A,CDS                                               ,0000042
07,1987,06,1,01,18,ATARFE,02,0002,A,PAR                                               ,0000001
07,1987,06,1,01,18,BAZA,01,0001,A,CIU                                               ,0000000
07,1987,06,1,01,18,BAZA,01,0001,A,PST                                               ,0000002
07,1987,06,1,01,18,BAZA,01,0001,A,FN                                                ,0000000
07,1987,06,1,01,18,BAZA,01,0001,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,BAZA,01,0001,A,AS                                                ,0000004
07,1987,06,1,01,18,BAZA,01,0002,A,AP                                                ,0000098
07,1987,06,1,01,18,BAZA,01,0002,A,PAR                                               ,0000000
07,1987,06,1,01,18,BAZA,01,0002,A,PTE-UC                                            ,0000002
07,1987,06,1,01,18,BAZA,01,0002,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,BAZA,01,0002,A,PCV                                               ,0000000
07,1987,06,1,01,18,BAZA,01,0002,B,PST                                               ,0000003
07,1987,06,1,01,18,BAZA,01,0003,A,PAR                                               ,0000000
07,1987,06,1,01,18,BAZA,01,0004,A,CIU                                               ,0000000
07,1987,06,1,01,18,BAZA,01,0004,A,LV                                                ,0000007
07,1987,06,1,01,18,BAZA,01,0004,A,PAR                                               ,0000000
07,1987,06,1,01,18,BAZA,01,0004,A,PST                                               ,0000000
07,1987,06,1,01,18,BAZA,01,0004,A,UCE                                               ,0000000
07,1987,06,1,01,18,BAZA,01,0005,A,PCV                                               ,0000000
07,1987,06,1,01,18,BAZA,02,0002,B,IU                                                ,0000001
07,1987,06,1,01,18,BAZA,02,0002,B,PED                                               ,0000000
07,1987,06,1,01,18,BAZA,02,0002,B,PORE                                              ,0000000
07,1987,06,1,01,18,BAZA,02,0002,B,PCV                                               ,0000000
07,1987,06,1,01,18,BAZA,02,0003,A,LV                                                ,0000000
07,1987,06,1,01,18,BAZA,02,0004,A,EU                                                ,0000000
07,1987,06,1,01,18,BAZA,03,0001,A,AP                                                ,0000040
07,1987,06,1,01,18,BAZA,03,0001,A,PED                                               ,0000000
07,1987,06,1,01,18,BAZA,03,0002,A,HB                                                ,0000000
07,1987,06,1,01,18,BEAS DE GRANADA,01,0001,A,FN                                                ,0000000
07,1987,06,1,01,18,BEAS DE GRANADA,01,0001,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,BEAS DE GUADIX,01,0001,A,BNG                                               ,0000000
07,1987,06,1,01,18,BEAS DE GUADIX,01,0001,A,AS                                                ,0000001
07,1987,06,1,01,18,BENALÚA,01,0001,A,CV                                                ,0000000
07,1987,06,1,01,18,BENALÚA,01,0002,A,PH                                                ,0000008
07,1987,06,1,01,18,BENAMAUREL,01,0001,A,FE-JONS                                           ,0000002
07,1987,06,1,01,18,BENAMAUREL,02,0001,A,PCV                                               ,0000000
07,1987,06,1,01,18,BENAMAUREL,02,0001,A,CSD                                               ,0000002
07,1987,06,1,01,18,BÉRCHULES,01,0001,A,AIC                                               ,0000000
07,1987,06,1,01,18,BÉRCHULES,01,0001,A,PST                                               ,0000001
07,1987,06,1,01,18,BÉRCHULES,01,0001,A,FN                                                ,0000000
07,1987,06,1,01,18,BÉRCHULES,01,0001,B,CIU                                               ,0000000
07,1987,06,1,01,18,BÉRCHULES,01,0001,B,EU                                                ,0000000
07,1987,06,1,01,18,BÉRCHULES,01,0001,B,POSI                                              ,0000000
07,1987,06,1,01,18,BÉRCHULES,01,0001,B,CIP                                               ,0000000
07,1987,06,1,01,18,BUBIÓN,01,0001,A,LV                                                ,0000000
07,1987,06,1,01,18,BUSQUÍSTAR,01,0001,A,PST                                               ,0000000
07,1987,06,1,01,18,BAZA,01,0003,A,PA                                                ,0000029
07,1987,06,1,01,18,BAZA,01,0003,A,CSD                                               ,0000001
07,1987,06,1,01,18,BAZA,01,0005,A,PDP                                               ,0000002
07,1987,06,1,01,18,BAZA,01,0005,A,PH                                                ,0000000
07,1987,06,1,01,18,BAZA,02,0001,A,CDS                                               ,0000039
