"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1)","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Municipio","Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito).","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Siglas.","Votos obtenidos por la candidatura o el Senador."
07,1994,06,1,01,18,ALBOLOTE,01,005 ,B,HB                                                ,0000001
07,1994,06,1,01,18,ALBOLOTE,01,005 ,B,ADN                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,005 ,B,CPNT                                              ,0000001
07,1994,06,1,01,18,ALBOLOTE,01,006 ,U,ADN                                               ,0000000
07,1994,06,1,01,18,ALBONDÓN,01,001 ,B,BNG                                               ,0000000
07,1994,06,1,01,18,ALBONDÓN,01,001 ,B,CIU                                               ,0000000
07,1994,06,1,01,18,ALBUÑÁN,01,001 ,U,PREPAL                                            ,0000000
07,1994,06,1,01,18,ALBUÑOL,01,001 ,A,AG                                                ,0000000
07,1994,06,1,01,18,ALBUÑOL,01,001 ,B,PSOE                                              ,0000270
07,1994,06,1,01,18,ALBUÑOL,01,002 ,U,CEC                                               ,0000000
07,1994,06,1,01,18,ALBUÑOL,01,002 ,U,PCPE                                              ,0000000
07,1994,06,1,01,18,ALBUÑOL,02,001 ,A,CIU                                               ,0000000
07,1994,06,1,01,18,ALBUÑOL,02,001 ,A,FE-JONS                                           ,0000001
07,1994,06,1,01,18,ALBUÑOL,02,001 ,B,CNPS                                              ,0000000
07,1994,06,1,01,18,ALBUÑOL,02,001 ,B,GPOR-PST                                          ,0000000
07,1994,06,1,01,18,ALBUÑOL,03,001 ,U,LVRM                                              ,0000000
07,1994,06,1,01,18,ALBUÑOL,03,001 ,U,PA-PAP                                            ,0000002
07,1994,06,1,01,18,ALBUÑUELAS,01,001 ,B,PCPE                                              ,0000004
07,1994,06,1,01,18,ALBUÑUELAS,01,001 ,B,JYB                                               ,0000000
07,1994,06,1,01,18,ALDEIRE,01,001 ,U,ADN                                               ,0000000
07,1994,06,1,01,18,ALDEIRE,01,001 ,U,GPOR-PST                                          ,0000000
07,1994,06,1,01,18,ALFACAR,01,001 ,A,RUIZ-MATEOS                                       ,0000001
07,1994,06,1,01,18,ALGARINEJO,01,001 ,U,PAS                                               ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,001 ,U,LVRM                                              ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,001 ,U,GPOR-PST                                          ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,002 ,U,EU                                                ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,003 ,U,CNPS                                              ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,004 ,A,IU-CA                                             ,0000018
07,1994,06,1,01,18,ALGARINEJO,01,004 ,B,PSOE                                              ,0000104
07,1994,06,1,01,18,ALGARINEJO,01,004 ,B,IU-CA                                             ,0000001
07,1994,06,1,01,18,ALGARINEJO,01,005 ,A,PLN                                               ,0000000
07,1994,06,1,01,18,AGRÓN,01,001 ,U,PREX                                              ,0000000
07,1994,06,1,01,18,AGRÓN,01,001 ,U,ADN                                               ,0000000
07,1994,06,1,01,18,ALAMEDILLA,01,001 ,U,GV                                                ,0000002
07,1994,06,1,01,18,ALAMEDILLA,01,001 ,U,FE-JONS                                           ,0000000
07,1994,06,1,01,18,ALAMEDILLA,01,001 ,U,ADN                                               ,0000000
07,1994,06,1,01,18,ALAMEDILLA,01,001 ,U,IU-CA                                             ,0000017
07,1994,06,1,01,18,ALBOLOTE,01,001 ,A,BNG                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,001 ,A,FORO Y CDS                                        ,0000001
07,1994,06,1,01,18,ALBOLOTE,01,001 ,B,PAS                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,001 ,B,LVRM                                              ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,002 ,A,PLN                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,002 ,A,PCAR                                              ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,002 ,A,IU-CA                                             ,0000143
07,1994,06,1,01,18,ALBOLOTE,01,002 ,B,CN                                                ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,002 ,B,CTC                                               ,0000000
07,1994,06,1,01,18,ALBUÑUELAS,01,001 ,A,ADN                                               ,0000000
07,1994,06,1,01,18,ALBUÑUELAS,01,001 ,A,IU-CA                                             ,0000028
07,1994,06,1,01,18,ALDEIRE,01,001 ,U,EU                                                ,0000000
07,1994,06,1,01,18,ALDEIRE,01,001 ,U,CEC                                               ,0000000
07,1994,06,1,01,18,ALDEIRE,01,001 ,U,IU-CA                                             ,0000065
07,1994,06,1,01,18,ALFACAR,01,001 ,B,GPOR-PST                                          ,0000000
07,1994,06,1,01,18,ALFACAR,01,002 ,U,CIU                                               ,0000001
07,1994,06,1,01,18,ALFACAR,01,002 ,U,FORO Y CDS                                        ,0000001
07,1994,06,1,01,18,ALFACAR,01,002 ,U,GPOR-PST                                          ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,001 ,U,PLN                                               ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,001 ,U,PSOE                                              ,0000345
07,1994,06,1,01,18,ALGARINEJO,01,001 ,U,CPNT                                              ,0000004
07,1994,06,1,01,18,ALGARINEJO,01,001 ,U,IU-CA                                             ,0000034
07,1994,06,1,01,18,ALGARINEJO,01,002 ,U,POR                                               ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,002 ,U,CTC                                               ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,002 ,U,FE-JONS                                           ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,002 ,U,ADN                                               ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,003 ,U,EU                                                ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,003 ,U,FEI                                               ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,003 ,U,LVRM                                              ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,003 ,U,PA-PAP                                            ,0000004
07,1994,06,1,01,18,ALGARINEJO,01,004 ,A,CN                                                ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,004 ,A,HB                                                ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,004 ,B,CN                                                ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,004 ,B,HB                                                ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,004 ,B,FORO Y CDS                                        ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,005 ,A,PCPE                                              ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,005 ,B,CEC                                               ,0000002
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,001 ,U,PAS                                               ,0000002
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,001 ,U,PREPAL                                            ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,002 ,U,FEI                                               ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,003 ,U,JYB                                               ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,003 ,U,ADN                                               ,0000001
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,004 ,U,FEI                                               ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,004 ,U,CTC                                               ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,005 ,U,EU                                                ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,005 ,U,GPOR-PST                                          ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,001 ,A,PH                                                ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,001 ,A,FE-JONS                                           ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,001 ,A,GPOR-PST                                          ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,002 ,A,FEI                                               ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,002 ,A,URCL                                              ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,002 ,A,JYB                                               ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,002 ,A,FORO Y CDS                                        ,0000003
07,1994,06,1,01,18,ALHENDÍN,01,002 ,A,LVRM                                              ,0000000
07,1994,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,POR                                               ,0000001
07,1994,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,AG                                                ,0000000
07,1994,06,1,01,18,ALMEGÍJAR,01,001 ,U,JYB                                               ,0000000
07,1994,06,1,01,18,ALMEGÍJAR,01,001 ,U,PREPAL                                            ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,001 ,A,PLN                                               ,0000000
07,1994,06,1,01,18,AGRÓN,01,001 ,U,CTC                                               ,0000000
07,1994,06,1,01,18,ALAMEDILLA,01,001 ,U,PEP                                               ,0000000
07,1994,06,1,01,18,ALAMEDILLA,01,001 ,U,CPNT                                              ,0000001
07,1994,06,1,01,18,ALBOLOTE,01,004 ,B,EU                                                ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,004 ,B,PLN                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,004 ,B,URCL                                              ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,005 ,A,FEI                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,005 ,B,PAS                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,005 ,B,JYB                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,006 ,U,PEP                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,006 ,U,URCL                                              ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,006 ,U,PCAR                                              ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,006 ,U,PP                                                ,0000165
07,1994,06,1,01,18,ALBONDÓN,01,001 ,A,PREX                                              ,0000000
07,1994,06,1,01,18,ALBONDÓN,01,001 ,A,PP                                                ,0000183
07,1994,06,1,01,18,ALBONDÓN,01,001 ,A,CNPS                                              ,0000000
07,1994,06,1,01,18,ALBUÑÁN,01,001 ,U,EU                                                ,0000000
07,1994,06,1,01,18,ALBUÑÁN,01,001 ,U,CEC                                               ,0000001
07,1994,06,1,01,18,ALBUÑÁN,01,001 ,U,PCAR                                              ,0000000
07,1994,06,1,01,18,ALBUÑÁN,01,001 ,U,LVRM                                              ,0000000
07,1994,06,1,01,18,ALBUÑÁN,01,001 ,U,AG                                                ,0000000
07,1994,06,1,01,18,ALBUÑOL,01,001 ,A,PREX                                              ,0000000
07,1994,06,1,01,18,ALBUÑOL,01,001 ,A,POR                                               ,0000000
07,1994,06,1,01,18,ALBUÑOL,01,001 ,A,PP                                                ,0000135
07,1994,06,1,01,18,ALBUÑOL,01,001 ,B,URCL                                              ,0000000
07,1994,06,1,01,18,ALBUÑOL,01,001 ,B,CEC                                               ,0000000
07,1994,06,1,01,18,ALBUÑOL,02,001 ,A,PCAR                                              ,0000000
07,1994,06,1,01,18,ALBUÑOL,02,001 ,A,CNPS                                              ,0000001
07,1994,06,1,01,18,ALBUÑOL,02,001 ,A,AG                                                ,0000000
07,1994,06,1,01,18,ALBUÑOL,02,001 ,A,IU-CA                                             ,0000070
07,1994,06,1,01,18,ALBUÑOL,02,001 ,B,CTC                                               ,0000000
07,1994,06,1,01,18,ALBUÑOL,03,001 ,U,HB                                                ,0000000
07,1994,06,1,01,18,ALBUÑOL,03,001 ,U,PREX                                              ,0000000
07,1994,06,1,01,18,ALBUÑUELAS,01,001 ,A,CTC                                               ,0000000
07,1994,06,1,01,18,ALBUÑUELAS,01,001 ,A,FORO Y CDS                                        ,0000001
07,1994,06,1,01,18,ALBUÑUELAS,01,001 ,B,PCAR                                              ,0000000
07,1994,06,1,01,18,ALBUÑUELAS,01,001 ,B,CIU                                               ,0000000
07,1994,06,1,01,18,ALBUÑUELAS,01,001 ,B,PSOE                                              ,0000229
07,1994,06,1,01,18,ALBUÑUELAS,01,001 ,B,PA-PAP                                            ,0000010
07,1994,06,1,01,18,ALDEIRE,01,001 ,U,RUIZ-MATEOS                                       ,0000000
07,1994,06,1,01,18,ALFACAR,01,001 ,A,PLN                                               ,0000000
07,1994,06,1,01,18,ALFACAR,01,001 ,A,GPOR-PST                                          ,0000000
07,1994,06,1,01,18,ALFACAR,01,001 ,B,CN                                                ,0000000
07,1994,06,1,01,18,ALFACAR,01,002 ,U,URCL                                              ,0000001
07,1994,06,1,01,18,ALGARINEJO,01,002 ,U,RUIZ-MATEOS                                       ,0000002
07,1994,06,1,01,18,ALGARINEJO,01,002 ,U,PP                                                ,0000182
07,1994,06,1,01,18,ALGARINEJO,01,002 ,U,LVRM                                              ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,003 ,U,FE-JONS                                           ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,003 ,U,CPNT                                              ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,004 ,A,ADN                                               ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,004 ,A,PSOE                                              ,0000225
07,1994,06,1,01,18,ALGARINEJO,01,004 ,A,AG                                                ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,004 ,B,CNPS                                              ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,005 ,A,RUIZ-MATEOS                                       ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,005 ,A,CPNT                                              ,0000000
07,1994,06,1,01,18,ALGARINEJO,01,005 ,B,CTC                                               ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,001 ,U,RUIZ-MATEOS                                       ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,001 ,U,POR                                               ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,002 ,U,URCL                                              ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,002 ,U,PCPE                                              ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,002 ,U,PREPAL                                            ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,003 ,U,GV                                                ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,003 ,U,PREPAL                                            ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,004 ,U,PREPAL                                            ,0000000
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,005 ,U,PAS                                               ,0000001
07,1994,06,1,01,18,ALHAMA DE GRANADA,01,005 ,U,URCL                                              ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,001 ,A,EU                                                ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,001 ,A,CPNT                                              ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,001 ,A,CNPS                                              ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,001 ,B,PAS                                               ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,001 ,B,BNG                                               ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,001 ,B,HB                                                ,0000001
07,1994,06,1,01,18,ALHENDÍN,01,002 ,A,PCAR                                              ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,002 ,A,CTC                                               ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,002 ,B,EU                                                ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,002 ,B,URCL                                              ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,002 ,B,JYB                                               ,0000000
07,1994,06,1,01,18,ALHENDÍN,01,002 ,B,PA-PAP                                            ,0000010
07,1994,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,BNG                                               ,0000000
07,1994,06,1,01,18,ALMEGÍJAR,01,001 ,U,EU                                                ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,001 ,B,POR                                               ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,001 ,B,AG                                                ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,002 ,B,CNPS                                              ,0000001
07,1994,06,1,01,18,ALMUÑÉCAR,01,003 ,A,CN                                                ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,003 ,A,GPOR-PST                                          ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,003 ,B,CEC                                               ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,003 ,B,CIU                                               ,0000001
07,1994,06,1,01,18,ALMUÑÉCAR,01,003 ,B,PCPE                                              ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,003 ,B,PA-PAP                                            ,0000197
07,1994,06,1,01,18,ALMUÑÉCAR,01,004 ,U,CN                                                ,0000001
07,1994,06,1,01,18,ALMUÑÉCAR,01,004 ,U,URCL                                              ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,004 ,U,JYB                                               ,0000001
07,1994,06,1,01,18,ALMUÑÉCAR,01,004 ,U,PREPAL                                            ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,005 ,A,BNG                                               ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,005 ,A,FEI                                               ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,005 ,A,GV                                                ,0000005
07,1994,06,1,01,18,ALMUÑÉCAR,01,005 ,A,POR                                               ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,005 ,B,EU                                                ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,005 ,B,JYB                                               ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,006 ,A,PCAR                                              ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,006 ,A,FORO Y CDS                                        ,0000002
07,1994,06,1,01,18,ALMUÑÉCAR,01,007 ,A,PCPE                                              ,0000000
07,1994,06,1,01,18,ALMUÑÉCAR,01,007 ,A,JYB                                               ,0000000
07,1994,06,1,01,18,ALAMEDILLA,01,001 ,U,PH                                                ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,001 ,A,PA-PAP                                            ,0000004
07,1994,06,1,01,18,ALBOLOTE,01,001 ,B,AG                                                ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,002 ,A,CN                                                ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,002 ,A,HB                                                ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,002 ,A,CIU                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,002 ,A,ADN                                               ,0000000
07,1994,06,1,01,18,ALBOLOTE,01,002 ,C,PEP                                               ,0000000
