"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1)","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Municipio","Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito).","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Siglas.","Votos obtenidos por la candidatura o el Senador."
07,2004,06,1,01,18,ALBOLOTE,01,004 ,B,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,B,PH                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,B,CL                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,B,LV-GV                                             ,0000001
07,2004,06,1,01,18,ALBOLOTE,01,005 ,B,PH                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,B,FE                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,B,DN                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,A,GALEUSCA                                          ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,A,LV-GV                                             ,0000001
07,2004,06,1,01,18,ALBOLOTE,01,006 ,B,PA                                                ,0000003
07,2004,06,1,01,18,ALBOLOTE,01,007 ,U,IULV-CA                                           ,0000015
07,2004,06,1,01,18,ALBOLOTE,01,007 ,U,PADE                                              ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,008 ,A,PA                                                ,0000005
07,2004,06,1,01,18,ALBOLOTE,01,008 ,A,CL                                                ,0000000
07,2004,06,1,01,18,ALBONDÓN,01,001 ,A,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALBONDÓN,01,001 ,B,PREPAL                                            ,0000000
07,2004,06,1,01,18,ALBONDÓN,01,001 ,B,PASOC                                             ,0000000
07,2004,06,1,01,18,ALBUÑÁN,01,001 ,U,N.I.V.                                            ,0000000
07,2004,06,1,01,18,ALBUÑÁN,01,001 ,U,PC                                                ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,A,PASOC                                             ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,B,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,B,PADE                                              ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,002 ,U,C.D.S.                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,002 ,U,TC-PNC                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,002 ,U,FA                                                ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,002 ,U,PC                                                ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,A,PSOE                                              ,0000146
07,2004,06,1,01,18,ALBUÑOL,02,001 ,A,TC-PNC                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,B,LV-GV                                             ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,B,CL                                                ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,C,UCL                                               ,0000000
07,2004,06,1,01,18,ALBUÑOL,03,001 ,U,PUM+J                                             ,0000000
07,2004,06,1,01,18,ALBUÑUELAS,01,001 ,A,PSOE                                              ,0000204
07,2004,06,1,01,18,ALBUÑUELAS,01,001 ,B,FE                                                ,0000000
07,2004,06,1,01,18,ALBUÑUELAS,01,001 ,B,PFYV                                              ,0000000
07,2004,06,1,01,18,ALDEIRE,01,001 ,U,LV-GV                                             ,0000000
07,2004,06,1,01,18,ALDEIRE,01,001 ,U,IULV-CA                                           ,0000021
07,2004,06,1,01,18,ALFACAR,01,001 ,A,UCL                                               ,0000000
07,2004,06,1,01,18,ALFACAR,01,001 ,A,CL                                                ,0000000
07,2004,06,1,01,18,ALFACAR,01,001 ,B,P.CANNABIS                                        ,0000000
07,2004,06,1,01,18,ALFACAR,01,002 ,A,A-IZ-PSA-ED                                       ,0000001
07,2004,06,1,01,18,ALFACAR,01,002 ,A,PADE                                              ,0000000
07,2004,06,1,01,18,ALFACAR,01,002 ,B,PH                                                ,0000000
07,2004,06,1,01,18,ALFACAR,01,002 ,B,FA                                                ,0000000
07,2004,06,1,01,18,ALFACAR,01,002 ,B,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALFACAR,01,002 ,B,P.CANNABIS                                        ,0000000
07,2004,06,1,01,18,ALFACAR,01,003 ,A,LOS PARADOS                                       ,0000000
07,2004,06,1,01,18,ALFACAR,01,003 ,A,CL                                                ,0000000
07,2004,06,1,01,18,ALFACAR,01,003 ,B,FE                                                ,0000000
07,2004,06,1,01,18,ALGARINEJO,01,001 ,U,PUM+J                                             ,0000000
07,2004,06,1,01,18,ALGARINEJO,01,002 ,U,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,ALGARINEJO,01,002 ,U,FE                                                ,0000000
07,2004,06,1,01,18,ALGARINEJO,01,002 ,U,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALGARINEJO,01,003 ,U,IULV-CA                                           ,0000002
07,2004,06,1,01,18,ALGARINEJO,01,004 ,U,N.I.V.                                            ,0000000
07,2004,06,1,01,18,ALGARINEJO,01,004 ,U,PFYV                                              ,0000000
07,2004,06,1,01,18,ALGARINEJO,01,004 ,U,PADE                                              ,0000000
07,2004,06,1,01,18,ALGARINEJO,01,005 ,U,A-IZ-PSA-ED                                       ,0000000
07,2004,06,1,01,18,ALGARINEJO,01,005 ,U,N.I.V.                                            ,0000000
07,2004,06,1,01,18,ALGARINEJO,01,005 ,U,PP                                                ,0000051
07,2004,06,1,01,18,ALHAMA DE GRANADA,01,001 ,U,C.D.S.                                            ,0000000
07,2004,06,1,01,18,AGRÓN,01,001 ,U,IULV-CA                                           ,0000004
07,2004,06,1,01,18,AGRÓN,01,001 ,U,PH                                                ,0000000
07,2004,06,1,01,18,AGRÓN,01,001 ,U,FE                                                ,0000000
07,2004,06,1,01,18,AGRÓN,01,001 ,U,PADE                                              ,0000000
07,2004,06,1,01,18,AGRÓN,01,001 ,U,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,A,A-IZ-PSA-ED                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,A,PP                                                ,0000091
07,2004,06,1,01,18,ALBOLOTE,01,001 ,B,GALEUSCA                                          ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,B,P.CANNABIS                                        ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,A,TC-PNC                                            ,0000000
07,2004,06,1,01,18,AGRÓN,01,001 ,U,PUM+J                                             ,0000000
07,2004,06,1,01,18,ALAMEDILLA,01,001 ,U,TC-PNC                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,A,N.I.V.                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,B,PA                                                ,0000003
07,2004,06,1,01,18,ALBOLOTE,01,001 ,B,EC                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,A,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,ALHAMA DE GRANADA,01,001 ,U,CUP                                               ,0000000
07,2004,06,1,01,18,ALHAMA DE GRANADA,01,002 ,U,GALEUSCA                                          ,0000000
07,2004,06,1,01,18,ALHAMA DE GRANADA,01,003 ,U,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALHAMA DE GRANADA,01,003 ,U,PADE                                              ,0000000
07,2004,06,1,01,18,ALHAMA DE GRANADA,01,003 ,U,P.CANNABIS                                        ,0000000
07,2004,06,1,01,18,ALHAMA DE GRANADA,01,004 ,A,FE                                                ,0000000
07,2004,06,1,01,18,ALHAMA DE GRANADA,01,004 ,A,PADE                                              ,0000000
07,2004,06,1,01,18,ALHAMA DE GRANADA,01,004 ,B,LV-GV                                             ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,001 ,A,PA                                                ,0000002
07,2004,06,1,01,18,ALHENDÍN,01,001 ,B,EC                                                ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,001 ,C,LV-GV                                             ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,001 ,C,CUP                                               ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,001 ,C,PFYV                                              ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,001 ,C,PC                                                ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,001 ,D,LV-GV                                             ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,001 ,D,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,001 ,D,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,A,PA                                                ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,A,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,A,PFYV                                              ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,A,PC                                                ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,A,POSI                                              ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,B,PC                                                ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,C,C.D.S.                                            ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,C,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,C,POSI                                              ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,D,N.I.V.                                            ,0000000
07,2004,06,1,01,18,ALHENDÍN,01,002 ,D,EC                                                ,0000000
07,2004,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,A-IZ-PSA-ED                                       ,0000002
07,2004,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,LV-GV                                             ,0000000
07,2004,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,IULV-CA                                           ,0000053
07,2004,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,EC                                                ,0000000
07,2004,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,DN                                                ,0000000
07,2004,06,1,01,18,ALMEGÍJAR,01,001 ,U,PH                                                ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,001 ,A,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,001 ,A,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,001 ,A,PADE                                              ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,001 ,B,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,001 ,B,C.D.S.                                            ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,001 ,B,PUM+J                                             ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,002 ,A,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,002 ,A,UCL                                               ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,002 ,B,POSI                                              ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,003 ,A,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,003 ,B,C.D.S.                                            ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,003 ,B,PC                                                ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,003 ,B,POSI                                              ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,003 ,C,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,003 ,C,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,004 ,A,GALEUSCA                                          ,0000000
07,2004,06,1,01,18,AGRÓN,01,001 ,U,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,AGRÓN,01,001 ,U,CUP                                               ,0000000
07,2004,06,1,01,18,AGRÓN,01,001 ,U,DN                                                ,0000000
07,2004,06,1,01,18,ALAMEDILLA,01,001 ,U,A-IZ-PSA-ED                                       ,0000000
07,2004,06,1,01,18,ALAMEDILLA,01,001 ,U,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALAMEDILLA,01,001 ,U,FE DE LAS J                                       ,0000001
07,2004,06,1,01,18,ALBOLOTE,01,001 ,A,TC-PNC                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,A,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,B,PSOE                                              ,0000191
07,2004,06,1,01,18,ALBOLOTE,01,001 ,B,TC-PNC                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,B,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,A,A-IZ-PSA-ED                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,A,N.I.V.                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,A,PASOC                                             ,0000000
07,2004,06,1,01,18,ALAMEDILLA,01,001 ,U,PSOE                                              ,0000273
07,2004,06,1,01,18,ALAMEDILLA,01,001 ,U,PUM+J                                             ,0000000
07,2004,06,1,01,18,ALAMEDILLA,01,001 ,U,CUP                                               ,0000000
07,2004,06,1,01,18,ALAMEDILLA,01,001 ,U,PREPAL                                            ,0000000
07,2004,06,1,01,18,ALAMEDILLA,01,001 ,U,PFYV                                              ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,A,PSOE                                              ,0000154
07,2004,06,1,01,18,ALBOLOTE,01,001 ,A,PUM+J                                             ,0000001
07,2004,06,1,01,18,ALBOLOTE,01,001 ,A,POSI                                              ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,B,N.I.V.                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,001 ,B,PADE                                              ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,A,GALEUSCA                                          ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,B,LV-GV                                             ,0000001
07,2004,06,1,01,18,ALBOLOTE,01,002 ,B,FA                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,A,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,A,EC                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,A,LOS PARADOS                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,B,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,C,PC                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,A,C.D.S.                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,A,PREPAL                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,A,P.CANNABIS                                        ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,C,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,C,FE                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,C,CL                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,A,PP                                                ,0000114
07,2004,06,1,01,18,ALBOLOTE,01,005 ,A,PADE                                              ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,A,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,A,CUP                                               ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,A,EC                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,B,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,B,PREPAL                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,A,LV-GV                                             ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,A,IULV-CA                                           ,0000013
07,2004,06,1,01,18,ALBOLOTE,01,003 ,A,PH                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,A,PASOC                                             ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,B,CUP                                               ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,C,PSOE                                              ,0000089
07,2004,06,1,01,18,ALBOLOTE,01,003 ,C,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,A,IULV-CA                                           ,0000024
07,2004,06,1,01,18,ALBOLOTE,01,004 ,A,PFYV                                              ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,A,LOS PARADOS                                       ,0000001
07,2004,06,1,01,18,ALBOLOTE,01,004 ,A,CL                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,B,UCL                                               ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,C,EC                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,B,A-IZ-PSA-ED                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,B,C.D.S.                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,B,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,C,IULV-CA                                           ,0000022
07,2004,06,1,01,18,ALBOLOTE,01,005 ,C,PP                                                ,0000091
07,2004,06,1,01,18,ALBOLOTE,01,006 ,A,A-IZ-PSA-ED                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,A,CUP                                               ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,B,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,B,FA                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,B,DN                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,007 ,U,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,008 ,A,PREPAL                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,008 ,A,EC                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,008 ,B,PP                                                ,0000047
07,2004,06,1,01,18,ALBOLOTE,01,008 ,B,PUM+J                                             ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,008 ,B,PFYV                                              ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,008 ,B,LOS PARADOS                                       ,0000000
07,2004,06,1,01,18,ALBONDÓN,01,001 ,A,A-IZ-PSA-ED                                       ,0000000
07,2004,06,1,01,18,ALBONDÓN,01,001 ,A,P.CANNABIS                                        ,0000000
07,2004,06,1,01,18,ALBONDÓN,01,001 ,B,A-IZ-PSA-ED                                       ,0000000
07,2004,06,1,01,18,ALBONDÓN,01,001 ,B,PH                                                ,0000000
07,2004,06,1,01,18,ALBUÑÁN,01,001 ,U,C.D.S.                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,A,C.D.S.                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,A,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,B,N.I.V.                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,B,PP                                                ,0000106
07,2004,06,1,01,18,ALBUÑOL,01,001 ,B,PREPAL                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,002 ,U,PREPAL                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,A,GALEUSCA                                          ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,A,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,A,FA                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,A,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,B,C.D.S.                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,002 ,B,LOS PARADOS                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,A,GALEUSCA                                          ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,A,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,003 ,B,C.D.S.                                            ,0000002
07,2004,06,1,01,18,ALBOLOTE,01,003 ,B,PP                                                ,0000214
07,2004,06,1,01,18,ALBOLOTE,01,003 ,C,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,A,A-IZ-PSA-ED                                       ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,A,PC                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,B,PASOC                                             ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,C,TC-PNC                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,C,PREPAL                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,004 ,C,POSI                                              ,0000001
07,2004,06,1,01,18,ALBOLOTE,01,004 ,C,P.CANNABIS                                        ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,A,PC                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,B,PP                                                ,0000056
07,2004,06,1,01,18,ALBOLOTE,01,005 ,B,FA                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,C,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,005 ,C,FE                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,A,C.D.S.                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,A,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,A,PH                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,A,PC                                                ,0000000
07,2004,06,1,01,18,ALBOLOTE,01,006 ,B,A-IZ-PSA-ED                                       ,0000001
07,2004,06,1,01,18,ALBOLOTE,01,008 ,B,GALEUSCA                                          ,0000000
07,2004,06,1,01,18,ALBONDÓN,01,001 ,A,IULV-CA                                           ,0000002
07,2004,06,1,01,18,ALBONDÓN,01,001 ,A,PFYV                                              ,0000000
07,2004,06,1,01,18,ALBONDÓN,01,001 ,A,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALBONDÓN,01,001 ,B,PSOE                                              ,0000115
07,2004,06,1,01,18,ALBONDÓN,01,001 ,B,TC-PNC                                            ,0000000
07,2004,06,1,01,18,ALBUÑÁN,01,001 ,U,LV-GV                                             ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,A,LV-GV                                             ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,A,PH                                                ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,B,FE                                                ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,001 ,B,FE DE LAS J                                       ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,002 ,U,N.I.V.                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,002 ,U,PUM+J                                             ,0000000
07,2004,06,1,01,18,ALBUÑOL,01,002 ,U,LOS PARADOS                                       ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,A,PP                                                ,0000107
07,2004,06,1,01,18,ALBUÑOL,02,001 ,B,IULV-CA                                           ,0000011
07,2004,06,1,01,18,ALBUÑOL,02,001 ,B,PP                                                ,0000116
07,2004,06,1,01,18,ALBUÑOL,02,001 ,B,PH                                                ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,B,NOS-UP                                            ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,C,GALEUSCA                                          ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,C,PUM+J                                             ,0000000
07,2004,06,1,01,18,ALBUÑOL,02,001 ,C,PASOC                                             ,0000000
07,2004,06,1,01,18,ALBUÑOL,03,001 ,U,UCL                                               ,0000000
07,2004,06,1,01,18,ALBUÑUELAS,01,001 ,A,N.I.V.                                            ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,004 ,B,PH                                                ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,004 ,B,PA                                                ,0000009
07,2004,06,1,01,18,ALMUÑÉCAR,01,004 ,B,UCL                                               ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,004 ,C,ARALAR                                            ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,004 ,C,DN                                                ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,005 ,A,PCPE-LI (LI                                       ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,005 ,A,TC-PNC                                            ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,005 ,A,CL                                                ,0000000
07,2004,06,1,01,18,ALMUÑÉCAR,01,005 ,B,LV-GV                                             ,0000001
07,2004,06,1,01,18,ALMUÑÉCAR,01,005 ,B,PREPAL                                            ,0000000
