"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1)","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Municipio","Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito).","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Siglas.","Votos obtenidos por la candidatura o el Senador."
07,1989,06,1,01,18,ALAMEDILLA,01,0001,A,LA                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,A,CDS                                               ,0000007
07,1989,06,1,01,18,ALBOLOTE,01,0001,B,PED                                               ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,B,FN                                                ,0000002
07,1989,06,1,01,18,ALBOLOTE,01,0002,A,CN                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,A,PCPE-PCC                                          ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,A,FN                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,LA                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0003,A,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0003,A,EPV                                               ,0000005
07,1989,06,1,01,18,ALBOLOTE,01,0004,A,PA                                                ,0000039
07,1989,06,1,01,18,ALBOLOTE,01,0004,A,CDS                                               ,0000011
07,1989,06,1,01,18,ALBOLOTE,01,0004,A,LV                                                ,0000003
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,FN                                                ,0000002
07,1989,06,1,01,18,ALBONDÓN,01,0001,A,PSOE                                              ,0000105
07,1989,06,1,01,18,ALBONDÓN,01,0001,A,FE-JONS                                           ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,A,VERDE                                             ,0000002
07,1989,06,1,01,18,ALBONDÓN,01,0001,A,LV                                                ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,AV-MEC                                            ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0004,A,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0004,A,EPV                                               ,0000003
07,1989,06,1,01,18,ALBOLOTE,01,0004,A,LA                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,PED                                               ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,EPV                                               ,0000001
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,VERDE                                             ,0000006
07,1989,06,1,01,18,ALBONDÓN,01,0001,A,UNA                                               ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,AR                                                ,0000000
07,1989,06,1,01,18,ALBUÑÁN,01,0001,A,CSD                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,IP                                                ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,RUIZ-MATEOS                                       ,0000005
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,PST-PORE                                          ,0000001
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,PED                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,AR                                                ,0000001
07,1989,06,1,01,18,ALBUÑOL,01,0002,A,BACTERIA                                          ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0002,A,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,PSOE                                              ,0000357
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,CIU                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,CDS                                               ,0000016
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,PSOE                                              ,0000075
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,PED                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,FN                                                ,0000001
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,BNG                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,CN                                                ,0000000
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,AV-MEC                                            ,0000000
07,1989,06,1,01,18,ALBUÑUELAS,01,0001,A,IP                                                ,0000000
07,1989,06,1,01,18,ALBUÑUELAS,01,0001,B,UNA                                               ,0000000
07,1989,06,1,01,18,ALDEIRE,01,0001,A,VERDE                                             ,0000002
07,1989,06,1,01,18,ALFACAR,01,0001,A,IDE                                               ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0001,A,RUIZ-MATEOS                                       ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0002,A,FPR                                               ,0000002
07,1989,06,1,01,18,ALGARINEJO,01,0002,A,CN                                                ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0002,A,EPV                                               ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0004,A,HB                                                ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0004,B,IP                                                ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0004,B,AV-MEC                                            ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0004,B,BACTERIA                                          ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0004,B,PP                                                ,0000043
07,1989,06,1,01,18,ALGARINEJO,01,0004,B,PED                                               ,0000001
07,1989,06,1,01,18,ALGARINEJO,01,0004,B,PH                                                ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0005,A,AV-MEC                                            ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0005,A,PH                                                ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0005,B,LVE                                               ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0005,B,LV                                                ,0000000
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0001,A,AV-MEC                                            ,0000002
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0001,A,IU-CA                                             ,0000038
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0002,A,BNG                                               ,0000001
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0002,A,PCPE-PCC                                          ,0000001
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0002,A,EPV                                               ,0000001
07,1989,06,1,01,18,AGRÓN,01,0001,A,FN                                                ,0000000
07,1989,06,1,01,18,ALAMEDILLA,01,0001,A,CN                                                ,0000000
07,1989,06,1,01,18,ALAMEDILLA,01,0001,A,PP                                                ,0000036
07,1989,06,1,01,18,ALBOLOTE,01,0001,A,PP                                                ,0000039
07,1989,06,1,01,18,ALBOLOTE,01,0001,A,PED                                               ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,A,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,A,LV                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,B,PP                                                ,0000039
07,1989,06,1,01,18,ALBOLOTE,01,0001,B,RUIZ-MATEOS                                       ,0000025
07,1989,06,1,01,18,ALBOLOTE,01,0001,B,LVE                                               ,0000002
07,1989,06,1,01,18,ALBOLOTE,01,0002,A,PH                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,PA                                                ,0000011
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,HB                                                ,0000001
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,RUIZ-MATEOS                                       ,0000014
07,1989,06,1,01,18,ALBOLOTE,01,0003,A,FN                                                ,0000001
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,BNG                                               ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,FE-JONS                                           ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,CDS                                               ,0000009
07,1989,06,1,01,18,ALBONDÓN,01,0001,A,BNG                                               ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,A,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,BACTERIA                                          ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,PSOE                                              ,0000127
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,PH                                                ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,FPR                                               ,0000002
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,HB                                                ,0000001
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,CIU                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,LV                                                ,0000001
07,1989,06,1,01,18,ALBUÑOL,01,0002,A,FE-JONS                                           ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,PTE-UC                                            ,0000002
07,1989,06,1,01,18,AGRÓN,01,0001,A,BNG                                               ,0000000
07,1989,06,1,01,18,AGRÓN,01,0001,A,AV-MEC                                            ,0000000
07,1989,06,1,01,18,AGRÓN,01,0001,A,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALAMEDILLA,01,0001,A,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,A,PA                                                ,0000020
07,1989,06,1,01,18,AGRÓN,01,0001,A,FPR                                               ,0000002
07,1989,06,1,01,18,ALAMEDILLA,01,0001,A,FE-JONS                                           ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,A,UNA                                               ,0000001
07,1989,06,1,01,18,ALBOLOTE,01,0001,A,IU-CA                                             ,0000054
07,1989,06,1,01,18,ALBOLOTE,01,0001,B,P.CAR.                                            ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,B,LA                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,B,IU-CA                                             ,0000092
07,1989,06,1,01,18,ALBOLOTE,01,0002,A,BACTERIA                                          ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,A,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,A,VERDE                                             ,0000002
07,1989,06,1,01,18,ALBOLOTE,01,0002,A,P.CAR.                                            ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,A,LV                                                ,0000002
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,PP                                                ,0000016
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,FN                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,P.CAR.                                            ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0003,A,PTE-UC                                            ,0000014
07,1989,06,1,01,18,ALBOLOTE,01,0003,A,CIU                                               ,0000001
07,1989,06,1,01,18,ALBOLOTE,01,0003,A,IDE                                               ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0004,A,IP                                                ,0000002
07,1989,06,1,01,18,ALBOLOTE,01,0004,A,BNG                                               ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,HB                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,A,RUIZ-MATEOS                                       ,0000010
07,1989,06,1,01,18,ALBONDÓN,01,0001,A,LA                                                ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,P.CAR.                                            ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,LV                                                ,0000001
07,1989,06,1,01,18,ALBUÑÁN,01,0001,A,BNG                                               ,0000000
07,1989,06,1,01,18,ALBUÑÁN,01,0001,A,PED                                               ,0000000
07,1989,06,1,01,18,ALBUÑÁN,01,0001,A,RUIZ-MATEOS                                       ,0000002
07,1989,06,1,01,18,ALBUÑÁN,01,0001,A,VERDE                                             ,0000000
07,1989,06,1,01,18,ALBUÑÁN,01,0001,A,P.CAR.                                            ,0000000
07,1989,06,1,01,18,ALBUÑÁN,01,0001,A,PH                                                ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,PTE-UC                                            ,0000003
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,PCPE-PCC                                          ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,BACTERIA                                          ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,PSOE                                              ,0000157
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,HB                                                ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,EPV                                               ,0000001
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,LV                                                ,0000002
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,PH                                                ,0000001
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,LVE                                               ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,VERDE                                             ,0000000
07,1989,06,1,01,18,ALBUÑÁN,01,0001,A,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,BNG                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,LVE                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,VERDE                                             ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,P.CAR.                                            ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,PCPE-PCC                                          ,0000001
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,EPV                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,B,UNA                                               ,0000001
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,IP                                                ,0000003
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,PH                                                ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,CN                                                ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,IDE                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,PSOE                                              ,0000161
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,CDS                                               ,0000004
07,1989,06,1,01,18,ALDEIRE,01,0001,A,IP                                                ,0000001
07,1989,06,1,01,18,ALDEIRE,01,0001,A,CN                                                ,0000001
07,1989,06,1,01,18,ALDEIRE,01,0001,A,CSD                                               ,0000001
07,1989,06,1,01,18,ALDEIRE,01,0001,A,IDE                                               ,0000000
07,1989,06,1,01,18,ALFACAR,01,0002,A,HB                                                ,0000013
07,1989,06,1,01,18,ALFACAR,01,0002,A,LVE                                               ,0000007
07,1989,06,1,01,18,ALGARINEJO,01,0001,A,LA                                                ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0002,A,PTE-UC                                            ,0000002
07,1989,06,1,01,18,ALGARINEJO,01,0002,A,LVE                                               ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0004,A,PCPE-PCC                                          ,0000001
07,1989,06,1,01,18,ALGARINEJO,01,0004,B,PA                                                ,0000005
07,1989,06,1,01,18,ALGARINEJO,01,0004,B,FN                                                ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0004,B,CIU                                               ,0000000
07,1989,06,1,01,18,ALGARINEJO,01,0005,A,PA                                                ,0000005
07,1989,06,1,01,18,ALGARINEJO,01,0005,B,VERDE                                             ,0000000
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0002,A,AV-MEC                                            ,0000000
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0003,A,PA                                                ,0000072
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0003,A,PH                                                ,0000000
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0004,A,FPR                                               ,0000001
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0004,A,PTE-UC                                            ,0000011
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0004,A,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0004,A,LV                                                ,0000002
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0005,A,AV-MEC                                            ,0000000
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0005,A,RUIZ-MATEOS                                       ,0000001
07,1989,06,1,01,18,ALHENDÍN,01,0001,A,CN                                                ,0000000
07,1989,06,1,01,18,ALHENDÍN,01,0001,A,FN                                                ,0000017
07,1989,06,1,01,18,ALHENDÍN,01,0001,A,EPV                                               ,0000002
07,1989,06,1,01,18,ALHENDÍN,01,0001,A,LV                                                ,0000006
07,1989,06,1,01,18,ALHENDÍN,01,0002,A,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALHENDÍN,01,0002,A,P.CAR.                                            ,0000000
07,1989,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,CN                                                ,0000000
07,1989,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,AV-MEC                                            ,0000000
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0002,A,CIU                                               ,0000001
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0003,A,VERDE                                             ,0000002
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0004,A,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0004,A,RUIZ-MATEOS                                       ,0000018
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0004,A,FN                                                ,0000002
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0005,A,HB                                                ,0000004
07,1989,06,1,01,18,ALHAMA DE GRANADA,01,0005,A,PP                                                ,0000087
07,1989,06,1,01,18,ALHENDÍN,01,0001,A,BNG                                               ,0000000
07,1989,06,1,01,18,ALHENDÍN,01,0001,A,PA                                                ,0000055
07,1989,06,1,01,18,ALHENDÍN,01,0001,A,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ALHENDÍN,01,0001,A,CIU                                               ,0000000
07,1989,06,1,01,18,ALHENDÍN,01,0002,A,HB                                                ,0000000
07,1989,06,1,01,18,ALHENDÍN,01,0002,A,EPV                                               ,0000004
07,1989,06,1,01,18,ALHENDÍN,01,0002,A,CDS                                               ,0000026
07,1989,06,1,01,18,ALICÚN DE ORTEGA,01,0001,A,CSD                                               ,0000000
07,1989,06,1,01,18,ALMEGÍJAR,01,0001,A,IU-CA                                             ,0000001
07,1989,06,1,01,18,ALMUÑÉCAR,01,0001,A,FPR                                               ,0000000
07,1989,06,1,01,18,ALMUÑÉCAR,01,0001,A,LA                                                ,0000000
07,1989,06,1,01,18,ALMUÑÉCAR,01,0001,B,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALMUÑÉCAR,01,0001,B,IU-CA                                             ,0000011
07,1989,06,1,01,18,ALMUÑÉCAR,01,0002,A,BNG                                               ,0000000
07,1989,06,1,01,18,ALMUÑÉCAR,01,0004,A,IP                                                ,0000000
07,1989,06,1,01,18,ALMUÑÉCAR,01,0004,A,FN                                                ,0000003
07,1989,06,1,01,18,ALMUÑÉCAR,01,0005,A,LVE                                               ,0000008
07,1989,06,1,01,18,ALMUÑÉCAR,01,0006,A,CDS                                               ,0000034
07,1989,06,1,01,18,ALMUÑÉCAR,01,0007,A,CN                                                ,0000000
07,1989,06,1,01,18,ALMUÑÉCAR,01,0007,A,BACTERIA                                          ,0000000
07,1989,06,1,01,18,ALMUÑÉCAR,02,0001,A,RUIZ-MATEOS                                       ,0000018
07,1989,06,1,01,18,ALMUÑÉCAR,02,0001,A,CIU                                               ,0000001
07,1989,06,1,01,18,ALMUÑÉCAR,03,0001,A,PSOE                                              ,0000229
07,1989,06,1,01,18,ALQUIFE,01,0001,A,VERDE                                             ,0000003
07,1989,06,1,01,18,ARENAS DEL REY,01,0001,A,PCPE-PCC                                          ,0000003
07,1989,06,1,01,18,ARENAS DEL REY,01,0001,B,VERDE                                             ,0000000
07,1989,06,1,01,18,ARENAS DEL REY,01,0002,A,FPR                                               ,0000000
07,1989,06,1,01,18,ARENAS DEL REY,01,0002,A,HB                                                ,0000000
07,1989,06,1,01,18,ARMILLA,01,0001,A,IP                                                ,0000000
07,1989,06,1,01,18,ARMILLA,01,0003,A,AV-MEC                                            ,0000000
07,1989,06,1,01,18,ARMILLA,01,0004,A,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ATARFE,01,0003,A,PCPE-PCC                                          ,0000006
07,1989,06,1,01,18,ATARFE,01,0004,A,IP                                                ,0000001
07,1989,06,1,01,18,ATARFE,01,0004,A,AV-MEC                                            ,0000000
07,1989,06,1,01,18,ATARFE,01,0004,A,BACTERIA                                          ,0000000
07,1989,06,1,01,18,ATARFE,01,0004,B,HB                                                ,0000000
07,1989,06,1,01,18,ATARFE,01,0004,B,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ATARFE,01,0004,B,VERDE                                             ,0000001
07,1989,06,1,01,18,ATARFE,02,0001,A,PED                                               ,0000000
07,1989,06,1,01,18,ATARFE,02,0002,A,AV-MEC                                            ,0000000
07,1989,06,1,01,18,ATARFE,02,0002,A,LV                                                ,0000004
07,1989,06,1,01,18,BAZA,01,0001,A,AV-MEC                                            ,0000000
07,1989,06,1,01,18,BAZA,01,0002,A,UNA                                               ,0000000
07,1989,06,1,01,18,AGRÓN,01,0001,A,LVE                                               ,0000000
07,1989,06,1,01,18,AGRÓN,01,0001,A,LV                                                ,0000000
07,1989,06,1,01,18,ALAMEDILLA,01,0001,A,IP                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,A,FPR                                               ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,A,AR                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0001,B,EPV                                               ,0000001
07,1989,06,1,01,18,ALBOLOTE,01,0002,A,FE-JONS                                           ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,CN                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,BACTERIA                                          ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0002,B,CIU                                               ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0003,A,LV                                                ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0003,A,LA                                                ,0000004
07,1989,06,1,01,18,ALBOLOTE,01,0004,A,IDE                                               ,0000000
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,PA                                                ,0000013
07,1989,06,1,01,18,ALBOLOTE,01,0005,A,BACTERIA                                          ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,A,IDE                                               ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,PCPE-PCC                                          ,0000000
07,1989,06,1,01,18,ALBONDÓN,01,0001,B,UNA                                               ,0000000
07,1989,06,1,01,18,ALBUÑÁN,01,0001,A,FPR                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,HB                                                ,0000001
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,AR                                                ,0000000
07,1989,06,1,01,18,ALBUÑOL,01,0001,A,LV                                                ,0000001
07,1989,06,1,01,18,ALBUÑOL,01,0002,A,PTE-UC                                            ,0000002
07,1989,06,1,01,18,ALBUÑOL,01,0002,A,BNG                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,RUIZ-MATEOS                                       ,0000006
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,LVE                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,P.CAR.                                            ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,LVE                                               ,0000001
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,AR                                                ,0000000
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,P.E.P.                                            ,0000000
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,EPV                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,AR                                                ,0000000
07,1989,06,1,01,18,ALBUÑUELAS,01,0001,A,PTE-UC                                            ,0000003
07,1989,06,1,01,18,ALBUÑUELAS,01,0001,A,CN                                                ,0000000
07,1989,06,1,01,18,ALBUÑUELAS,01,0001,A,HB                                                ,0000000
07,1989,06,1,01,18,ALBUÑUELAS,01,0001,B,BACTERIA                                          ,0000000
07,1989,06,1,01,18,ALDEIRE,01,0001,A,IU-CA                                             ,0000026
07,1989,06,1,01,18,ALFACAR,01,0001,A,CDS                                               ,0000035
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,PA                                                ,0000020
07,1989,06,1,01,18,ALBUÑOL,02,0001,A,AR                                                ,0000003
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,PCPE-PCC                                          ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,P.CAR.                                            ,0000000
07,1989,06,1,01,18,ALBUÑOL,02,0001,B,LV                                                ,0000000
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,PST-PORE                                          ,0000000
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,IDE                                               ,0000000
07,1989,06,1,01,18,ALBUÑOL,03,0001,A,UNA                                               ,0000001
07,1989,06,1,01,18,ALBUÑUELAS,01,0001,A,PCPE-PCC                                          ,0000000
07,1989,06,1,01,18,ALBUÑUELAS,01,0001,A,CSD                                               ,0000001
