"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1)","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Municipio","Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito).","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Siglas.","Votos obtenidos por la candidatura o el Senador."
07,2009,06,1,01,18,ALHAMA DE GRANADA,01,005 ,U,PH                                                ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,001 ,A,MSR                                               ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,001 ,B,PP                                                ,0000174
07,2009,06,1,01,18,ALHENDÍN,01,002 ,A,UV                                                ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,002 ,B,UPyD                                              ,0000001
07,2009,06,1,01,18,ALHENDÍN,01,002 ,B,PREPAL                                            ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,002 ,B,LV-GVE                                            ,0000001
07,2009,06,1,01,18,ALHENDÍN,01,002 ,B,UNA                                               ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,002 ,B,AA                                                ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,002 ,C,IZAN-RG                                           ,0000096
07,2009,06,1,01,18,ALHENDÍN,01,002 ,C,UNA                                               ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,002 ,C,DN                                                ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,002 ,C,IULV-CA                                           ,0000005
07,2009,06,1,01,18,ALHENDÍN,01,003 ,A,PFyV                                              ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,003 ,A,FN                                                ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,003 ,B,POSI                                              ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,004 ,A,PSA                                               ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,004 ,A,PACMA                                             ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,004 ,B,PUM+J                                             ,0000000
07,2009,06,1,01,18,ALHENDÍN,01,004 ,B,PH                                                ,0000000
07,2009,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,PFyV                                              ,0000001
07,2009,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,UPyD                                              ,0000001
07,2009,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,CDS                                               ,0000000
07,2009,06,1,01,18,ALICÚN DE ORTEGA,01,001 ,U,FN                                                ,0000000
07,2009,06,1,01,18,ALMEGÍJAR,01,001 ,U,PFyV                                              ,0000000
07,2009,06,1,01,18,ALMEGÍJAR,01,001 ,U,FA                                                ,0000000
07,2009,06,1,01,18,ALMEGÍJAR,01,001 ,U,MSR                                               ,0000000
07,2009,06,1,01,18,ALMEGÍJAR,01,001 ,U,AA                                                ,0000000
07,2009,06,1,01,18,ALMEGÍJAR,01,001 ,U,IULV-CA                                           ,0000002
07,2009,06,1,01,18,ALMUÑÉCAR,01,001 ,A,PFyV                                              ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,001 ,B,RC                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,001 ,B,II                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,001 ,B,UCE                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,002 ,A,SAIn                                              ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,002 ,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,002 ,B,PFyV                                              ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,002 ,B,FN                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,002 ,B,MSR                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,003 ,A,CDS                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,003 ,A,FN                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,003 ,A,PSOE                                              ,0000077
07,2009,06,1,01,18,ALMUÑÉCAR,01,003 ,B,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,003 ,B,UCE                                               ,0000001
07,2009,06,1,01,18,ALMUÑÉCAR,01,003 ,C,MSR                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,003 ,C,PH                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,004 ,A,CDS                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,004 ,A,PA                                                ,0000001
07,2009,06,1,01,18,ALMUÑÉCAR,01,004 ,B,PSA                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,004 ,B,PUM+J                                             ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,004 ,B,PREPAL                                            ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,004 ,B,II                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,004 ,C,UV                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,004 ,C,CDS                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,004 ,C,FN                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,004 ,C,IULV-CA                                           ,0000009
07,2009,06,1,01,18,ALMUÑÉCAR,01,005 ,A,SAIn                                              ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,005 ,A,PP                                                ,0000104
07,2009,06,1,01,18,ALMUÑÉCAR,01,005 ,A,PH                                                ,0000001
07,2009,06,1,01,18,ALMUÑÉCAR,01,005 ,B,II                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,006 ,A,FN                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,006 ,B,UV                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,006 ,B,II                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,006 ,B,DN                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,007 ,A,PH                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,007 ,A,LV                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,007 ,B,UV                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,007 ,C,PCPE                                              ,0000001
07,2009,06,1,01,18,ALMUÑÉCAR,01,007 ,C,POSI                                              ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,008 ,A,UCL                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,008 ,A,PH                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,008 ,A,IULV-CA                                           ,0000004
07,2009,06,1,01,18,ALMUÑÉCAR,01,008 ,A,LV                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,008 ,A,PA                                                ,0000001
07,2009,06,1,01,18,ALMUÑÉCAR,01,008 ,B,PSA                                               ,0000001
07,2009,06,1,01,18,ALMUÑÉCAR,01,008 ,B,PFyV                                              ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,009 ,A,iF                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,009 ,A,SAIn                                              ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,009 ,A,FA                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,009 ,B,UV                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,009 ,B,PUM+J                                             ,0000001
07,2009,06,1,01,18,ALMUÑÉCAR,01,009 ,B,LV-GVE                                            ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,009 ,B,DN                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,009 ,C,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,009 ,C,UPyD                                              ,0000003
07,2009,06,1,01,18,ALMUÑÉCAR,01,009 ,C,UCE                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,010 ,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,010 ,B,DN                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,010 ,B,AA                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,011 ,U,MSR                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,01,011 ,U,UNA                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,02,001 ,A,UCL                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,02,001 ,A,DN                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,02,001 ,A,UCE                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,02,001 ,B,SAIn                                              ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,02,001 ,B,RC                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,02,001 ,B,PUM+J                                             ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,02,002 ,A,iF                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,02,002 ,A,CDL                                               ,0000001
07,2009,06,1,01,18,ALMUÑÉCAR,02,002 ,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,02,002 ,B,FN                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,03,001 ,A,FA                                                ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,03,001 ,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,03,001 ,A,CDS                                               ,0000000
07,2009,06,1,01,18,ALMUÑÉCAR,03,001 ,B,FN                                                ,0000001
07,2009,06,1,01,18,ALQUIFE,01,001 ,U,CDL                                               ,0000000
07,2009,06,1,01,18,ARENAS DEL REY,01,001 ,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,ARENAS DEL REY,01,001 ,A,UCL                                               ,0000000
07,2009,06,1,01,18,ARENAS DEL REY,01,001 ,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,ARENAS DEL REY,01,001 ,A,FN                                                ,0000000
07,2009,06,1,01,18,ARENAS DEL REY,01,001 ,A,PH                                                ,0000000
07,2009,06,1,01,18,ARENAS DEL REY,01,002 ,U,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,ARMILLA,01,001 ,A,FA                                                ,0000000
07,2009,06,1,01,18,ARMILLA,01,001 ,A,LV-GVE                                            ,0000005
07,2009,06,1,01,18,ARMILLA,01,001 ,A,PSOE                                              ,0000200
07,2009,06,1,01,18,ARMILLA,01,001 ,A,PA                                                ,0000000
07,2009,06,1,01,18,ARMILLA,01,002 ,A,iF                                                ,0000000
07,2009,06,1,01,18,ARMILLA,01,002 ,A,UCL                                               ,0000000
07,2009,06,1,01,18,ARMILLA,01,002 ,A,PCPE                                              ,0000001
07,2009,06,1,01,18,ARMILLA,01,002 ,B,RC                                                ,0000000
07,2009,06,1,01,18,ARMILLA,01,002 ,B,FN                                                ,0000000
07,2009,06,1,01,18,ARMILLA,01,002 ,B,AA                                                ,0000000
07,2009,06,1,01,18,ARMILLA,01,002 ,C,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,ARMILLA,01,003 ,A,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,ARMILLA,01,003 ,A,PH                                                ,0000000
07,2009,06,1,01,18,ARMILLA,01,004 ,A,CDL                                               ,0000000
07,2009,06,1,01,18,ARMILLA,01,004 ,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,ARMILLA,01,004 ,A,LV-GVE                                            ,0000001
07,2009,06,1,01,18,ARMILLA,01,004 ,A,POSI                                              ,0000000
07,2009,06,1,01,18,ARMILLA,01,004 ,B,PSOE                                              ,0000196
07,2009,06,1,01,18,ARMILLA,01,004 ,B,POSI                                              ,0000000
07,2009,06,1,01,18,ARMILLA,01,005 ,A,PSA                                               ,0000000
07,2009,06,1,01,18,ARMILLA,01,005 ,A,LV-GVE                                            ,0000000
07,2009,06,1,01,18,ARMILLA,01,005 ,A,PA                                                ,0000001
07,2009,06,1,01,18,ARMILLA,01,005 ,B,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,ARMILLA,01,005 ,B,MSR                                               ,0000000
07,2009,06,1,01,18,ARMILLA,01,006 ,A,iF                                                ,0000000
07,2009,06,1,01,18,ARMILLA,01,006 ,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,ARMILLA,01,006 ,B,FE de las JONS                                    ,0000002
07,2009,06,1,01,18,ARMILLA,01,006 ,B,CDS                                               ,0000001
07,2009,06,1,01,18,ARMILLA,01,006 ,B,POSI                                              ,0000000
07,2009,06,1,01,18,ARMILLA,01,007 ,B,UCL                                               ,0000000
07,2009,06,1,01,18,ARMILLA,01,008 ,A,FA                                                ,0000000
07,2009,06,1,01,18,ARMILLA,01,009 ,A,PCPE                                              ,0000002
07,2009,06,1,01,18,ARMILLA,01,009 ,A,LV-GVE                                            ,0000002
07,2009,06,1,01,18,ARMILLA,01,009 ,A,UCE                                               ,0000000
07,2009,06,1,01,18,ARMILLA,01,009 ,B,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,ARMILLA,01,009 ,B,UCL                                               ,0000000
07,2009,06,1,01,18,ARMILLA,01,009 ,B,RC                                                ,0000000
07,2009,06,1,01,18,ARMILLA,01,010 ,U,PP                                                ,0000198
07,2009,06,1,01,18,ARMILLA,01,010 ,U,AES                                               ,0000000
07,2009,06,1,01,18,ARMILLA,01,010 ,U,UCE                                               ,0000000
07,2009,06,1,01,18,ARMILLA,01,011 ,U,PFyV                                              ,0000000
07,2009,06,1,01,18,ARMILLA,01,011 ,U,CDS                                               ,0000001
07,2009,06,1,01,18,ARMILLA,01,011 ,U,UCE                                               ,0000000
07,2009,06,1,01,18,ARMILLA,01,012 ,A,FN                                                ,0000000
07,2009,06,1,01,18,ATARFE,01,001 ,A,RC                                                ,0000000
07,2009,06,1,01,18,ATARFE,01,002 ,A,PFyV                                              ,0000000
07,2009,06,1,01,18,ATARFE,01,002 ,A,RC                                                ,0000000
07,2009,06,1,01,18,ATARFE,01,002 ,A,AES                                               ,0000001
07,2009,06,1,01,18,ATARFE,01,002 ,A,II                                                ,0000000
07,2009,06,1,01,18,ATARFE,01,002 ,A,POSI                                              ,0000000
07,2009,06,1,01,18,ATARFE,01,002 ,A,IULV-CA                                           ,0000019
07,2009,06,1,01,18,ATARFE,01,002 ,B,UNA                                               ,0000000
07,2009,06,1,01,18,ATARFE,01,002 ,B,IULV-CA                                           ,0000022
07,2009,06,1,01,18,ATARFE,01,003 ,U,LV                                                ,0000000
07,2009,06,1,01,18,ATARFE,01,004 ,A,UCL                                               ,0000000
07,2009,06,1,01,18,ATARFE,01,004 ,A,PCPE                                              ,0000000
07,2009,06,1,01,18,ATARFE,01,004 ,A,FN                                                ,0000000
07,2009,06,1,01,18,ATARFE,01,004 ,A,DN                                                ,0000000
07,2009,06,1,01,18,ATARFE,01,004 ,B,IULV-CA                                           ,0000032
07,2009,06,1,01,18,ATARFE,01,005 ,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,ATARFE,01,005 ,B,UV                                                ,0000000
07,2009,06,1,01,18,ATARFE,01,005 ,B,FN                                                ,0000000
07,2009,06,1,01,18,ATARFE,01,006 ,A,FA                                                ,0000000
07,2009,06,1,01,18,ATARFE,01,006 ,A,PACMA                                             ,0000000
07,2009,06,1,01,18,ATARFE,01,006 ,A,PA                                                ,0000001
07,2009,06,1,01,18,ATARFE,01,006 ,B,PP                                                ,0000073
07,2009,06,1,01,18,ATARFE,01,006 ,C,PACMA                                             ,0000001
07,2009,06,1,01,18,ATARFE,01,007 ,A,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,ATARFE,01,007 ,A,PREPAL                                            ,0000000
07,2009,06,1,01,18,ATARFE,01,007 ,B,LIBERTAS                                          ,0000000
07,2009,06,1,01,18,ATARFE,01,007 ,B,POSI                                              ,0000000
07,2009,06,1,01,18,ATARFE,01,007 ,B,LV                                                ,0000001
07,2009,06,1,01,18,ATARFE,02,001 ,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,ATARFE,02,001 ,A,LV                                                ,0000001
07,2009,06,1,01,18,ATARFE,02,001 ,B,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,ATARFE,02,001 ,B,DN                                                ,0000000
07,2009,06,1,01,18,ATARFE,02,001 ,B,UCE                                               ,0000000
07,2009,06,1,01,18,ATARFE,02,001 ,C,CDL                                               ,0000000
07,2009,06,1,01,18,ATARFE,02,002 ,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,ATARFE,02,002 ,A,PH                                                ,0000000
07,2009,06,1,01,18,ATARFE,02,002 ,B,PSA                                               ,0000000
07,2009,06,1,01,18,ATARFE,02,002 ,B,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,ATARFE,02,002 ,B,CDS                                               ,0000000
07,2009,06,1,01,18,ATARFE,02,002 ,B,MSR                                               ,0000000
07,2009,06,1,01,18,BAZA,01,002 ,A,PSA                                               ,0000000
07,2009,06,1,01,18,BAZA,01,002 ,A,PP                                                ,0000084
07,2009,06,1,01,18,BAZA,01,002 ,A,FA                                                ,0000000
07,2009,06,1,01,18,BAZA,01,002 ,A,LV-GVE                                            ,0000002
07,2009,06,1,01,18,BAZA,01,002 ,A,UNA                                               ,0000000
07,2009,06,1,01,18,BAZA,01,002 ,B,UV                                                ,0000000
07,2009,06,1,01,18,BAZA,01,002 ,B,AES                                               ,0000000
