AÃ±o,Mes,Tipo,Partido,Votos,Electos
2004, 03, Congreso, MSR, 6768,0
2004, 03, Congreso, LVRM, 7074,0
2004, 03, Congreso, POSI, 8003,0
2004, 03, Congreso, TC-PNC, 8866,0
2004, 03, Congreso, FE, 10311,0
2004, 03, Congreso, UM, 10558,0
2004, 03, Congreso, FE de las JONS, 12266,0
2004, 03, Congreso, LV-GV, 12749,0
2004, 03, Congreso, PCPC-PCPE, 12979,0
2004, 03, Congreso, UPL, 14160,0
2004, 03, Congreso, DN, 15180,0
2004, 03, Congreso, PFyV, 16699,0
2004, 03, Congreso, P.CANNABIS, 16918,0
2004, 03, Congreso, IR-PRE, 16993,0
2004, 03, Congreso, LVCM, 19600,0
2004, 03, Congreso, PHC, 21758,0
2004, 03, Congreso, PSA, 24127,0
2004, 03, Congreso, EV-AE, 30528,0
2004, 03, Congreso, CDS, 34101,0
2004, 03, Congreso, PAR, 36540,0
2004, 03, Congreso, LV-E, 37499,0
2004, 03, Congreso, ARALAR-ZUTIK, 38560,0
2004, 03, Congreso, CENB, 40208,0
2004, 03, Congreso, PSM-EN,EU,EV,ER, 40289,0
2004, 03, Congreso, BLOC-EV, 40759,0
2004, 03, Congreso, Na-Bai, 61045,1
2004, 03, Congreso, EA, 80905,1
2004, 03, Congreso, CHA, 94252,1
2004, 03, Congreso, PA, 181868,0
2004, 03, Congreso, BNG, 208688,2
2004, 03, Congreso, CC, 235221,3
2004, 03, Congreso, EAJ-PNV, 420980,7
2004, 03, Congreso, ERPV, 652196,8
2004, 03, Congreso, CiU, 835471,10
2004, 03, Congreso, VERDES-IUC-AC25, 1284081,5
2004, 03, Congreso, UPN-PP, 9763144,148
2004, 03, Congreso, PSdeG-PSOE, 11026163,164
2004, 06, Parlamento Europeo, UCL-PANCAL, 1544,0
2004, 06, Parlamento Europeo, PC, 1600,0
2004, 06, Parlamento Europeo, CL, 1719,0
2004, 06, Parlamento Europeo, FA, 2008,0
2004, 06, Parlamento Europeo, NOS-UP, 2516,0
2004, 06, Parlamento Europeo, EC, 2594,0
2004, 06, Parlamento Europeo, PREPAL, 3308,0
2004, 06, Parlamento Europeo, PADE, 3454,0
2004, 06, Parlamento Europeo, PH, 3923,0
2004, 06, Parlamento Europeo, PCPE-LI (LI, 4281,0
2004, 06, Parlamento Europeo, FE DE LAS J, 4484,0
2004, 06, Parlamento Europeo, LRC-CPE, 5267,0
2004, 06, Parlamento Europeo, LOS PARADOS, 5314,0
2004, 06, Parlamento Europeo, FE, 5935,0
2004, 06, Parlamento Europeo, DN, 6314,0
2004, 06, Parlamento Europeo, N.I.V., 6876,0
2004, 06, Parlamento Europeo, PFIV, 7958,0
2004, 06, Parlamento Europeo, POSI, 7976,0
2004, 06, Parlamento Europeo, CUP, 8180,0
2004, 06, Parlamento Europeo, PUM+J, 9202,0
2004, 06, Parlamento Europeo, C.D.S., 11820,0
2004, 06, Parlamento Europeo, PASOC, 13810,0
2004, 06, Parlamento Europeo, ARALAR, 19993,0
2004, 06, Parlamento Europeo, P.CANNABIS, 54460,0
2004, 06, Parlamento Europeo, EV-GV, 68536,0
2004, 06, Parlamento Europeo, UV, 197231,0
2004, 06, Parlamento Europeo, ERPV, 380709,1
2004, 06, Parlamento Europeo, IU-ICV-EUIA, 643136,2
2004, 06, Parlamento Europeo, BLOC, 798816,2
2004, 06, Parlamento Europeo, PP, 6393192,24
2004, 06, Parlamento Europeo, PSC (PSC-PS, 6741112,25
2007, 05, Municipales, ADEIZA-UPZ, 6705,63
2007, 05, Municipales, U.P.SA, 10179,85
2007, 05, Municipales, IPEX, 12693,85
2007, 05, Municipales, TC, 14331,93
2007, 05, Municipales, GIR-FIC, 17478,86
2007, 05, Municipales, C.I., 19885,149
2007, 05, Municipales, PDEAL, 22554,61
2007, 05, Municipales, M.A.S.U.P.L, 31851,161
2007, 05, Municipales, TEGA, 33626,66
2007, 05, Municipales, UM, 34300,96
2007, 05, Municipales, P.S.A, 48365,64
2007, 05, Municipales, NB, 52387,133
2007, 05, Municipales, CHA, 58463,228
2007, 05, Municipales, EB-B/A, 67325,91
2007, 05, Municipales, EA, 72590,255
2007, 05, Municipales, PR, 73657,303
2007, 05, Municipales, PAR, 94079,983
2007, 05, Municipales, EAE-ANV, 94253,432
2007, 05, Municipales, BLOC VERDS, 105754,277
2007, 05, Municipales, CC-AHI, 217407,404
2007, 05, Municipales, P.A, 234885,525
2007, 05, Municipales, EPG-EPPM, 258179,451
2007, 05, Municipales, EAJ-PNV, 310036,1043
2007, 05, Municipales, BNG, 315279,661
2007, 05, Municipales, VU-AM, 347601,1591
2007, 05, Municipales, FCIU, 723325,3387
2007, 05, Municipales, IR-EUPV-VER, 1217030,2034
2007, 05, Municipales, RESTO, 1382749,4947
2007, 05, Municipales, VITPASXXI-P, 7760865,24029
2007, 05, Municipales, PP, 7916075,23348
2008, 03, Congreso, PHache, 0,0
2008, 03, Congreso, M.F.E., 68,0
2008, 03, Congreso, AGRUCI, 79,0
2008, 03, Congreso, ixC, 100,0
2008, 03, Congreso, N som, 105,0
2008, 03, Congreso, I.C.Bur, 109,0
2008, 03, Congreso, AxB, 123,0
2008, 03, Congreso, UCL, 124,0
2008, 03, Congreso, AVE, 144,0
2008, 03, Congreso, ABA, 145,0
2008, 03, Congreso, P.R.GU., 152,0
2008, 03, Congreso, TD, 159,0
2008, 03, Congreso, PAIE, 174,0
2008, 03, Congreso, Ud. Ca., 198,0
2008, 03, Congreso, I.M.C., 202,0
2008, 03, Congreso, CDAS, 216,0
2008, 03, Congreso, CTC, 218,0
2008, 03, Congreso, PPCr, 300,0
2008, 03, Congreso, PIIB, 360,0
2008, 03, Congreso, PB-UB, 385,0
2008, 03, Congreso, PUEDE, 414,0
2008, 03, Congreso, U.R.C.L., 423,0
2008, 03, Congreso, IRV, 449,0
2008, 03, Congreso, UCPIC, 464,0
2008, 03, Congreso, pCUA, 475,0
2008, 03, Congreso, MUPC, 497,0
2008, 03, Congreso, PCTR, 509,0
2008, 03, Congreso, plRV, 645,0
2008, 03, Congreso, UNIDAD DEL PUEBLO, 699,0
2008, 03, Congreso, (LI(LIT-CI)), 722,0
2008, 03, Congreso, P.L.E.V.E., 786,0
2008, 03, Congreso, UNIDA, 848,0
2008, 03, Congreso, PLCI, 888,0
2008, 03, Congreso, ANC, 1017,0
2008, 03, Congreso, CDEs, 1047,0
2008, 03, Congreso, PREPAL, 1278,0
2008, 03, Congreso, AA, 1299,0
2008, 03, Congreso, CDS, 1362,0
2008, 03, Congreso, ONV, 1490,0
2008, 03, Congreso, CDL, 1503,0
2008, 03, Congreso, F.E, 1539,0
2008, 03, Congreso, ULEG, 1566,0
2008, 03, Congreso, PNF (NO-FUMADORES), 1616,0
2008, 03, Congreso, PxCat, 1919,0
2008, 03, Congreso, PCaC, 1956,0
2008, 03, Congreso, E.V.-A.V., 2028,0
2008, 03, Congreso, EXTREMADURA UNIDA, 2346,0
2008, 03, Congreso, aBla, 2460,0
2008, 03, Congreso, AuN, 2737,0
2008, 03, Congreso, PARTIDO RIOJANO, 2837,0
2008, 03, Congreso, IR-PRE, 2899,0
2008, 03, Congreso, PDLPEA, 3050,0
2008, 03, Congreso, A.M.D., 3829,0
2008, 03, Congreso, SAIn, 3885,0
2008, 03, Congreso, UPL, 4509,0
2008, 03, Congreso, FA, 4607,0
2008, 03, Congreso, TC, 4796,0
2008, 03, Congreso, Ei, 5035,0
2008, 03, Congreso, CVa, 5424,0
2008, 03, Congreso, RC, 6746,0
2008, 03, Congreso, E-2000, 6906,0
2008, 03, Congreso, AES, 7300,0
2008, 03, Congreso, POSI, 7386,0
2008, 03, Congreso, RCN-NOK, 7769,0
2008, 03, Congreso, LV-EV, 7824,0
2008, 03, Congreso, PdeAL, 8451,0
2008, 03, Congreso, PH, 9056,0
2008, 03, Congreso, PFiV, 9882,0
2008, 03, Congreso, EV-AE, 12561,0
2008, 03, Congreso, DN, 12836,0
2008, 03, Congreso, FE-JONS, 14023,0
2008, 03, Congreso, CNB, 14193,0
2008, 03, Congreso, PCPE, 20030,0
2008, 03, Congreso, PSD-FIA, 20126,0
2008, 03, Congreso, LVE, 20419,0
2008, 03, Congreso, PUM+J, 23318,0
2008, 03, Congreso, UNITAT PER LES ILLES, 25454,0
2008, 03, Congreso, BLOC-IdPV-EV-EE, 29760,0
2008, 03, Congreso, aralar, 29989,0
2008, 03, Congreso, OV, 30840,0
2008, 03, Congreso, NC-CCN, 38024,0
2008, 03, Congreso, CHA, 38202,0
2008, 03, Congreso, PAR, 40054,0
2008, 03, Congreso, EV-LV, 41531,0
2008, 03, Congreso, PACMA, 44795,0
2008, 03, Congreso, C's, 46313,0
2008, 03, Congreso, EA, 50371,0
2008, 03, Congreso, NA-BAI, 62398,1
2008, 03, Congreso, CA, 68679,0
2008, 03, Congreso, CC-PNC-PIL, 174629,2
2008, 03, Congreso, BNG, 212543,2
2008, 03, Congreso, esquerra, 298139,3
2008, 03, Congreso, UPyD, 306079,1
2008, 03, Congreso, EAJ-PNV, 306128,6
2008, 03, Congreso, CiU, 779425,10
2008, 03, Congreso, IU, 969946,2
2008, 03, Congreso, UPN-PP, 10278010,154
2008, 03, Congreso, PSC-PSOE, 11289335,169
2009, 06, Parlamento Europeo, UCL, 1991,0
2009, 06, Parlamento Europeo, AA, 2255,0
2009, 06, Parlamento Europeo, UNA, 3183,0
2009, 06, Parlamento Europeo, UCE, 3483,0
2009, 06, Parlamento Europeo, PREPAL, 4767,0
2009, 06, Parlamento Europeo, EXTREMADURA UNIDA, 5007,0
2009, 06, Parlamento Europeo, FA, 5165,0
2009, 06, Parlamento Europeo, CDL, 5733,0
2009, 06, Parlamento Europeo, SAIn, 5877,0
2009, 06, Parlamento Europeo, MSR, 6009,0
2009, 06, Parlamento Europeo, UV, 6072,0
2009, 06, Parlamento Europeo, PH, 7009,0
2009, 06, Parlamento Europeo, RC, 7547,0
2009, 06, Parlamento Europeo, FN, 7970,0
2009, 06, Parlamento Europeo, iF, 9721,0
2009, 06, Parlamento Europeo, DN, 9950,0
2009, 06, Parlamento Europeo, FE de las JONS, 10031,0
2009, 06, Parlamento Europeo, CDS, 10144,0
2009, 06, Parlamento Europeo, PFyV, 10456,0
2009, 06, Parlamento Europeo, POSI, 12344,0
2009, 06, Parlamento Europeo, PSA, 13993,0
2009, 06, Parlamento Europeo, PCPE-EK, 15221,0
2009, 06, Parlamento Europeo, AES, 19583,0
2009, 06, Parlamento Europeo, IZAN-RG, 19735,0
2009, 06, Parlamento Europeo, LIBERTAS, 22903,0
2009, 06, Parlamento Europeo, PUM+J, 24507,0
2009, 06, Parlamento Europeo, PACMA, 41913,0
2009, 06, Parlamento Europeo, LV-GVE, 89147,0
2009, 06, Parlamento Europeo, II, 178121,0
2009, 06, Parlamento Europeo, LV, 394938,1
2009, 06, Parlamento Europeo, UPyD, 451866,1
2009, 06, Parlamento Europeo, IU-ICV-EUiA-BA, 588248,2
2009, 06, Parlamento Europeo, UM-UMe, 808246,3
2009, 06, Parlamento Europeo, PSC-PSOE, 6141784,23
2009, 06, Parlamento Europeo, PP, 6670377,24
2011, 05, Municipales, COMPROMISO CON ARAGON, 4036,51
2011, 05, Municipales, AB, 4248,52
2011, 05, Municipales, ADEIZA-UPZ, 6233,86
2011, 05, Municipales, U.C.I.T., 6455,33
2011, 05, Municipales, SI, 6836,69
2011, 05, Municipales, I.P.E.X., 7421,59
2011, 05, Municipales, MASS, 8309,34
2011, 05, Municipales, PARTIDO RIOJANO, 9210,55
2011, 05, Municipales, PSM-EN-APIB, 10744,49
2011, 05, Municipales, IA FIC, 12607,86
2011, 05, Municipales, PCAL, 13650,101
2011, 05, Municipales, PCAL-CI, 14889,79
2011, 05, Municipales, CxI, 15194,58
2011, 05, Municipales, UPL, 19748,134
2011, 05, Municipales, C.D.L., 27220,52
2011, 05, Municipales, S.I., 31793,47
2011, 05, Municipales, ARALAR, 32660,42
2011, 05, Municipales, NABAI 2011, 36262,70
2011, 05, Municipales, NCa, 51220,53
2011, 05, Municipales, CHA, 53149,185
2011, 05, Municipales, CUP-PA, 62409,101
2011, 05, Municipales, PxC, 66007,67
2011, 05, Municipales, P.R.C., 70634,319
2011, 05, Municipales, PAR, 77593,991
2011, 05, Municipales, U.P.N., 88156,323
2011, 05, Municipales, FAC, 121713,158
2011, 05, Municipales, C.M.COMPROMÍS, 180832,344
2011, 05, Municipales, CC-VU, 202720,392
2011, 05, Municipales, CpL - EP-And, 230492,469
2011, 05, Municipales, AMI-E, 242021,400
2011, 05, Municipales, BNG, 261466,589
2011, 05, Municipales, +C-Esquerra-AM, 271503,1392
2011, 05, Municipales, BILDU, 313238,1139
2011, 05, Municipales, E.A.J.-P.N.V., 327184,882
2011, 05, Municipales, UPyD, 464824,152
2011, 05, Municipales, CiU, 779188,3867
2011, 05, Municipales, IU, 1437061,2249
2011, 05, Municipales, RESTO, 1674163,4728
2011, 05, Municipales, PSC-PM, 6275314,21766
2011, 05, Municipales, PP-EU, 8476138,26507
2011, 11, Congreso, DNE, 0,0
2011, 11, Congreso, SXT, 169,0
2011, 11, Congreso, H.D., 206,0
2011, 11, Congreso, LV-GV, 293,0
2011, 11, Congreso, PDYC, 304,0
2011, 11, Congreso, BASTA YA, 380,0
2011, 11, Congreso, PRE-R, 419,0
2011, 11, Congreso, INTERNET, 603,0
2011, 11, Congreso, P.R.D.E., 678,0
2011, 11, Congreso, U.R.C.L., 709,0
2011, 11, Congreso, CYD, 720,0
2011, 11, Congreso, DeC, 778,0
2011, 11, Congreso, U.C.I.T., 785,0
2011, 11, Congreso, +MAS+, 791,0
2011, 11, Congreso, PFyV, 829,0
2011, 11, Congreso, ACIMA, 966,0
2011, 11, Congreso, CCD, 1074,0
2011, 11, Congreso, ANDECHA, 1087,0
2011, 11, Congreso, CEx, 1090,0
2011, 11, Congreso, UNIDAD DEL PUEBLO, 1138,0
2011, 11, Congreso, CXXI, 1443,0
2011, 11, Congreso, Caballas, 1712,0
2011, 11, Congreso, PRAO, 1784,0
2011, 11, Congreso, D.N., 1867,0
2011, 11, Congreso, POSI, 2007,0
2011, 11, Congreso, PREPAL, 2058,0
2011, 11, Congreso, P-LIB, 2065,0
2011, 11, Congreso, UxV, 2210,0
2011, 11, Congreso, PCAL, 2431,0
2011, 11, Congreso, C.D.L., 2848,0
2011, 11, Congreso, FE de las JONS, 2898,0
2011, 11, Congreso, ANC, 3180,0
2011, 11, Congreso, PIRATA, 3426,0
2011, 11, Congreso, HARTOS.ORG, 3820,0
2011, 11, Congreso, RPS, 5430,0
2011, 11, Congreso, SAIn, 6863,0
2011, 11, Congreso, ESPAÑA 2000, 9266,0
2011, 11, Congreso, PH, 10132,0
2011, 11, Congreso, UCE, 15869,0
2011, 11, Congreso, PIRATA.CAT, 21876,0
2011, 11, Congreso, ANTICAPITALISTES, 22289,0
2011, 11, Congreso, P.C.P.E., 26254,0
2011, 11, Congreso, PUM+J, 27210,0
2011, 11, Congreso, GBAI, 42415,1
2011, 11, Congreso, P.R.C., 44010,0
2011, 11, Congreso, PxC, 59949,0
2011, 11, Congreso, PA, 76999,0
2011, 11, Congreso, Eb, 97673,0
2011, 11, Congreso, FAC, 99473,1
2011, 11, Congreso, PACMA, 102144,0
2011, 11, Congreso, COMPROMÍS-Q, 125306,1
2011, 11, Congreso, CC-NC-PNC, 143881,2
2011, 11, Congreso, BNG, 184037,2
2011, 11, Congreso, SSP-SxTF-EQUO, 216748,0
2011, 11, Congreso, ERPV, 256985,3
2011, 11, Congreso, EAJ-PNV, 324317,5
2011, 11, Congreso, AMAIUR, 334498,7
2011, 11, Congreso, CiU, 1015691,16
2011, 11, Congreso, UPyD, 1143225,5
2011, 11, Congreso, IU-V-SIEX: LA IZQUIERDA PLURAL, 1686040,11
2011, 11, Congreso, PSC-PSOE, 7003511,110
2011, 11, Congreso, UPN-PP, 10866566,186
2014, 05, Parlamento Europeo, M.C.R., 4980,0
2014, 05, Parlamento Europeo, IPEX-PREX-CREX, 5967,0
2014, 05, Parlamento Europeo, PREPAL, 6759,0
2014, 05, Parlamento Europeo, SAIn, 6929,0
2014, 05, Parlamento Europeo, R.R.U.E., 8309,0
2014, 05, Parlamento Europeo, ALTER, 8593,0
2014, 05, Parlamento Europeo, EXTREMADURA UNIDA, 8821,0
2014, 05, Parlamento Europeo, M.S.R., 8909,0
2014, 05, Parlamento Europeo, P-LIB, 9670,0
2014, 05, Parlamento Europeo, PT, 9940,0
2014, 05, Parlamento Europeo, PRAO, 11502,0
2014, 05, Parlamento Europeo, D.N., 13079,0
2014, 05, Parlamento Europeo, PH, 14896,0
2014, 05, Parlamento Europeo, LEM, 17035,0
2014, 05, Parlamento Europeo, ImpulsoSocial, 17879,0
2014, 05, Parlamento Europeo, CILUS, 18287,0
2014, 05, Parlamento Europeo, FE de las JONS, 21687,0
2014, 05, Parlamento Europeo, I.Fem, 23140,0
2014, 05, Parlamento Europeo, P.C.P.E., 29324,0
2014, 05, Parlamento Europeo, RECORTES CERO, 30827,0
2014, 05, Parlamento Europeo, DISCAPACITADOS Y ENFERMEDADES RARAS, 32833,0
2014, 05, Parlamento Europeo, F.A.C., 32962,0
2014, 05, Parlamento Europeo, PIRATAS, 38690,0
2014, 05, Parlamento Europeo, PARTIDO ANDALUCISTA, 49523,0
2014, 05, Parlamento Europeo, PARTIDO X, 100561,0
2014, 05, Parlamento Europeo, MOVIMIENTO RED, 105666,0
2014, 05, Parlamento Europeo, EB, 115682,0
2014, 05, Parlamento Europeo, PACMA, 177499,0
2014, 05, Parlamento Europeo, VOX, 246833,0
2014, 05, Parlamento Europeo, PRIMAVERA EUROPEA, 302266,1
2014, 05, Parlamento Europeo, EH BILDU-BNG, 326464,1
2014, 05, Parlamento Europeo, C's, 497146,2
2014, 05, Parlamento Europeo, EPDD, 630072,2
2014, 05, Parlamento Europeo, CiU, 851971,3
2014, 05, Parlamento Europeo, UPyD, 1022232,4
2014, 05, Parlamento Europeo, PODEMOS, 1253837,5
2014, 05, Parlamento Europeo, EUPV-EV, 1575308,6
2014, 05, Parlamento Europeo, PSC-PSOE, 3614232,14
2014, 05, Parlamento Europeo, P.P., 4098339,16
