"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1)","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Municipio","Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Colegio","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Siglas.","Votos obtenidos por la candidatura o el Senador."
07,1987,06,1,01,18,GRANADA,02,COLEGIO DE LA ASUNCION,A,CIP                                               ,0000004
07,1987,06,1,01,18,GRANADA,02,"PREESCOLAR ""SIERVAS DEL EVANGELIO"" PLAZA",A,IU                                                ,0000047
07,1987,06,1,01,18,GRANADA,02,"PREESCOLAR ""SIERVAS DEL EVANGELIO"" PLAZA",A,FE-JONS                                           ,0000000
07,1987,06,1,01,18,GRANADA,02,"PREESCOLAR ""SIERVAS DEL EVANGELIO"" PLAZA",A,AS                                                ,0000010
07,1987,06,1,01,18,GRANADA,02,COLEGIO REGINA MUNDI,A,LV                                                ,0000003
07,1987,06,1,01,18,GRANADA,02,COLEGIO REGINA MUNDI,A,PAR                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO REGINA MUNDI,A,UV                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,I.E.S. HERMENEGILDO LANZ,A,PAR                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,I.E.S. HERMENEGILDO LANZ,A,UV                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,I.E.S. HERMENEGILDO LANZ,A,PH                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,I.E.S. HERMENEGILDO LANZ,A,PED                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,,A,IU                                                ,0000034
07,1987,06,1,01,18,GRANADA,02,,A,PA                                                ,0000010
07,1987,06,1,01,18,GRANADA,02,,A,CIP                                               ,0000002
07,1987,06,1,01,18,GRANADA,02,,A,CSD                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,C.P. FUENTE NUEVA,A,CV                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,C.P. FUENTE NUEVA,A,PA                                                ,0000014
07,1987,06,1,01,18,GRANADA,02,C.P. FUENTE NUEVA,A,FN                                                ,0000025
07,1987,06,1,01,18,GRANADA,02,PARQUE BOMBEROS SUR,A,EU                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,PARQUE BOMBEROS SUR,A,BNG                                               ,0000001
07,1987,06,1,01,18,GRANADA,02,PARQUE BOMBEROS SUR,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,GRANADA,02,,A,PH                                                ,0000001
07,1987,06,1,01,18,GRANADA,02,COLEGIO GENIL,A,EU                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,,A,PED                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,CONSEJERIA IGUALDAD Y BIENESTAR,A,CV                                                ,0000005
07,1987,06,1,01,18,GRANADA,02,CONSEJERIA IGUALDAD Y BIENESTAR,A,ANEMYA                                            ,0000003
07,1987,06,1,01,18,GRANADA,02,C.P. TIERNO GALVAN,A,PCV                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,PARROQUIA SAN FRANCISCO,A,HB                                                ,0000001
07,1987,06,1,01,18,GRANADA,02,COLEGIO MAYOR CARDENAL CISNEROS,A,HB                                                ,0000001
07,1987,06,1,01,18,GRANADA,02,COLEGIO MAYOR CARDENAL CISNEROS,A,FE-JONS                                           ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO MAYOR CARDENAL CISNEROS,A,PH                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO MAYOR CARDENAL CISNEROS,A,ANEMYA                                            ,0000002
07,1987,06,1,01,18,GRANADA,02,,A,FN                                                ,0000005
07,1987,06,1,01,18,GRANADA,02,PARQUE BOMBEROS SUR,A,CV                                                ,0000003
07,1987,06,1,01,18,GRANADA,02,,A,PTE-UC                                            ,0000026
07,1987,06,1,01,18,GRANADA,02,,A,PA                                                ,0000021
07,1987,06,1,01,18,GRANADA,02,,A,PCV                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO GENIL,A,LV                                                ,0000004
07,1987,06,1,01,18,GRANADA,02,COLEGIO GENIL,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,GRANADA,02,,A,PA                                                ,0000023
07,1987,06,1,01,18,GRANADA,02,CONSEJERIA IGUALDAD Y BIENESTAR,A,FE-JONS                                           ,0000003
07,1987,06,1,01,18,GRANADA,02,CONSEJERIA IGUALDAD Y BIENESTAR,A,EA-ERC-PNG                                        ,0000000
07,1987,06,1,01,18,GRANADA,02,C.P. TIERNO GALVAN,A,PANCAL                                            ,0000000
07,1987,06,1,01,18,GRANADA,02,C.P. TIERNO GALVAN,A,PED                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,PARROQUIA SAN FRANCISCO,A,AP                                                ,0000366
07,1987,06,1,01,18,GRANADA,02,PARROQUIA SAN FRANCISCO,A,AIC                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,PARROQUIA SAN FRANCISCO,A,PTE-UC                                            ,0000015
07,1987,06,1,01,18,GRANADA,02,COLEGIO MAYOR CARDENAL CISNEROS,A,AP                                                ,0000186
07,1987,06,1,01,18,GRANADA,02,COLEGIO MAYOR CARDENAL CISNEROS,A,EU                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO MAYOR CARDENAL CISNEROS,A,LV                                                ,0000007
07,1987,06,1,01,18,GRANADA,02,COLEGIO CAJA DE AHORROS,A,FE-JONS                                           ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO CAJA DE AHORROS,A,LA                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,I.E.S. MARIANA PINEDA,A,HB                                                ,0000003
07,1987,06,1,01,18,GRANADA,02,I.E.S. MARIANA PINEDA,A,FE-JONS                                           ,0000004
07,1987,06,1,01,18,GRANADA,02,COLEGIO SANTA MARTA,A,CDS                                               ,0000030
07,1987,06,1,01,18,GRANADA,02,COLEGIO SANTA MARTA,A,IU                                                ,0000030
07,1987,06,1,01,18,GRANADA,02,COLEGIO SANTA MARTA,A,UV                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO SANTA MARTA,A,EA-ERC-PNG                                        ,0000001
07,1987,06,1,01,18,GRANADA,02,INSTITUTO ALHAMBRA,A,PH                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO ANDRES SEGOVIA,A,PDP                                               ,0000006
07,1987,06,1,01,18,GRANADA,02,COLEGIO ANDRES SEGOVIA,A,EU                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,CENTRO CIVICO DE DIA-ZAIDIN,A,CDS                                               ,0000093
07,1987,06,1,01,18,GRANADA,02,CENTRO CIVICO DE DIA-ZAIDIN,A,IU                                                ,0000054
07,1987,06,1,01,18,GRANADA,02,CENTRO CIVICO DE DIA-ZAIDIN,A,UV                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,I.E.S. ZAIDIN-VERGELES,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,GRANADA,02,I.E.S. ZAIDIN-VERGELES,A,PORE                                              ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO SIERRA NEVADA,A,CIU                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO SIERRA NEVADA,A,PTE-UC                                            ,0000007
07,1987,06,1,01,18,GRANADA,02,COLEGIO SIERRA NEVADA,A,CIP                                               ,0000002
07,1987,06,1,01,18,GRANADA,02,COLEGIO PREESCOLAR GENERALIFE,A,PA                                                ,0000017
07,1987,06,1,01,18,GRANADA,02,COLEGIO PREESCOLAR GENERALIFE,A,FN                                                ,0000001
07,1987,06,1,01,18,GRANADA,02,COLEGIO REYES CATOLICOS,A,POSI                                              ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO REYES CATOLICOS,A,CIP                                               ,0000004
07,1987,06,1,01,18,GRANADA,02,COLEGIO REYES CATOLICOS,A,PCV                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,CENTRO DE DIA PERSONAS,A,UCE                                               ,0000007
07,1987,06,1,01,18,GRANADA,02,COLEGIO JARDIN DE LA REINA,A,PDP                                               ,0000006
07,1987,06,1,01,18,GRANADA,02,COLEGIO JARDIN DE LA REINA,A,FE-JONS                                           ,0000001
07,1987,06,1,01,18,GRANADA,02,COLEGIO JARDIN DE LA REINA,A,PST                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO JARDIN DE LA REINA,A,PH                                                ,0000002
07,1987,06,1,01,18,GRANADA,02,COLEGIO JARDIN DE LA REINA,A,CV                                                ,0000001
07,1987,06,1,01,18,GRANADA,02,ESCUELA PROFESIONAL DON BOSCO,A,PSOE                                              ,0000154
07,1987,06,1,01,18,GRANADA,02,ESCUELA PROFESIONAL DON BOSCO,A,AP                                                ,0000370
07,1987,06,1,01,18,GRANADA,02,COLEGIO MAYOR CARDENAL CISNEROS,A,PORE                                              ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO CAJA DE AHORROS,A,PSOE                                              ,0000265
07,1987,06,1,01,18,GRANADA,02,COLEGIO CAJA DE AHORROS,A,PAR                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO CAJA DE AHORROS,A,UCE                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO CAJA DE AHORROS,A,PA                                                ,0000008
07,1987,06,1,01,18,GRANADA,02,COLEGIO CAJA DE AHORROS,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO CAJA DE AHORROS,A,CIP                                               ,0000003
07,1987,06,1,01,18,GRANADA,02,I.E.S. MARIANA PINEDA,A,UCE                                               ,0000019
07,1987,06,1,01,18,GRANADA,02,COLEGIO SANTA MARTA,A,UCE                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO SANTA MARTA,A,PTE-UC                                            ,0000012
07,1987,06,1,01,18,GRANADA,02,COLEGIO SANTA MARTA,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,GRANADA,02,INSTITUTO ALHAMBRA,A,UV                                                ,0000001
07,1987,06,1,01,18,GRANADA,02,INSTITUTO ALHAMBRA,A,PNV-PG-N                                          ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO ANDRES SEGOVIA,A,PAR                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO ANDRES SEGOVIA,A,PH                                                ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO ANDRES SEGOVIA,A,ANEMYA                                            ,0000000
07,1987,06,1,01,18,GRANADA,02,COLEGIO ANDRES SEGOVIA,A,CIP                                               ,0000000
07,1987,06,1,01,18,GRANADA,02,CENTRO CIVICO DE DIA-ZAIDIN,A,PST                                               ,0000000
