"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1)","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Municipio","Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Colegio","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Siglas.","Votos obtenidos por la candidatura o el Senador."
07,2009,06,1,01,18,GRANADA,01,,A,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,IULV-CA                                           ,0000011
07,2009,06,1,01,18,GRANADA,01,,B,PCPE                                              ,0000000
07,2009,06,1,01,18,GRANADA,01,,B,PACMA                                             ,0000003
07,2009,06,1,01,18,GRANADA,01,,C,PP                                                ,0000159
07,2009,06,1,01,18,GRANADA,01,,C,FA                                                ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,PSOE                                              ,0000080
07,2009,06,1,01,18,GRANADA,01,,B,UPyD                                              ,0000012
07,2009,06,1,01,18,GRANADA,01,,A,FN                                                ,0000000
07,2009,06,1,01,18,GRANADA,01,,B,CDS                                               ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,LV                                                ,0000001
07,2009,06,1,01,18,GRANADA,01,,U,PSA                                               ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,PP                                                ,0000331
07,2009,06,1,01,18,GRANADA,01,,U,UPyD                                              ,0000020
07,2009,06,1,01,18,GRANADA,01,,U,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,PFyV                                              ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,PREPAL                                            ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,FE de las JONS                                    ,0000001
07,2009,06,1,01,18,GRANADA,01,,U,CDS                                               ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,PFyV                                              ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,01,,B,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,PACMA                                             ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,II                                                ,0000001
07,2009,06,1,01,18,GRANADA,01,,B,UV                                                ,0000000
07,2009,06,1,01,18,GRANADA,01,,B,AES                                               ,0000002
07,2009,06,1,01,18,GRANADA,01,,B,PUM+J                                             ,0000001
07,2009,06,1,01,18,GRANADA,01,,B,PREPAL                                            ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,PFyV                                              ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,LIBERTAS                                          ,0000001
07,2009,06,1,01,18,GRANADA,01,,U,FN                                                ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,FA                                                ,0000002
07,2009,06,1,01,18,GRANADA,01,,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,GRANADA,01,,B,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,CDL                                               ,0000000
07,2009,06,1,01,18,GRANADA,01,,U,UPyD                                              ,0000011
07,2009,06,1,01,18,GRANADA,01,,U,FN                                                ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,PSA                                               ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,FA                                                ,0000000
07,2009,06,1,01,18,GRANADA,01,,A,UCE                                               ,0000000
07,2009,06,1,01,18,GRANADA,01,,B,PSA                                               ,0000000
07,2009,06,1,01,18,GRANADA,01,,B,UPyD                                              ,0000013
07,2009,06,1,01,18,GRANADA,01,,B,FN                                                ,0000001
07,2009,06,1,01,18,GRANADA,01,,B,PACMA                                             ,0000000
07,2009,06,1,01,18,GRANADA,01,,B,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,DN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,UPyD                                              ,0000009
07,2009,06,1,01,18,GRANADA,02,,A,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,UPyD                                              ,0000011
07,2009,06,1,01,18,GRANADA,02,,B,PSOE                                              ,0000099
07,2009,06,1,01,18,GRANADA,02,,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,UV                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,SAIn                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,IZAN-RG                                           ,0000002
07,2009,06,1,01,18,GRANADA,02,,A,LV-GVE                                            ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,UPyD                                              ,0000032
07,2009,06,1,01,18,GRANADA,02,,A,iF                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,POSI                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,IZAN-RG                                           ,0000001
07,2009,06,1,01,18,GRANADA,02,,B,PCPE                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,AES                                               ,0000001
07,2009,06,1,01,18,GRANADA,02,,U,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,LV-GVE                                            ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PFyV                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,FA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PFyV                                              ,0000001
07,2009,06,1,01,18,GRANADA,02,,A,UCL                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,AA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,IULV-CA                                           ,0000004
07,2009,06,1,01,18,GRANADA,02,,B,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,FA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,UCE                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,SAIn                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,PP                                                ,0000218
07,2009,06,1,01,18,GRANADA,02,,U,CDL                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,UCE                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PCPE                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PUM+J                                             ,0000002
07,2009,06,1,01,18,GRANADA,02,,A,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PA                                                ,0000001
07,2009,06,1,01,18,GRANADA,02,,B,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,AA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PSOE                                              ,0000052
07,2009,06,1,01,18,GRANADA,02,,B,CDL                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PACMA                                             ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,DN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PSA                                               ,0000002
07,2009,06,1,01,18,GRANADA,02,,U,FA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,AA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,iF                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PSA                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,POSI                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,UV                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PFyV                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,IULV-CA                                           ,0000009
07,2009,06,1,01,18,GRANADA,02,,B,PSOE                                              ,0000146
07,2009,06,1,01,18,GRANADA,02,,B,UNA                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PSOE                                              ,0000094
07,2009,06,1,01,18,GRANADA,02,,B,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PREPAL                                            ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,FN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,DN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,UCL                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,LV-GVE                                            ,0000002
07,2009,06,1,01,18,GRANADA,02,,A,UNA                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PREPAL                                            ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PSOE                                              ,0000132
07,2009,06,1,01,18,GRANADA,02,,B,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,SAIn                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,CDS                                               ,0000001
07,2009,06,1,01,18,GRANADA,02,,B,FN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,AA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PA                                                ,0000002
07,2009,06,1,01,18,GRANADA,02,,U,PSA                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,FN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,AA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PSA                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,CDL                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,FE de las JONS                                    ,0000001
07,2009,06,1,01,18,GRANADA,02,,U,DN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,FA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PACMA                                             ,0000001
07,2009,06,1,01,18,GRANADA,02,,B,DN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,LV-GVE                                            ,0000001
07,2009,06,1,01,18,GRANADA,02,,B,CDS                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,LV-GVE                                            ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,POSI                                              ,0000001
07,2009,06,1,01,18,GRANADA,02,,B,LV-GVE                                            ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,CDS                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,LV-GVE                                            ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PP                                                ,0000067
07,2009,06,1,01,18,GRANADA,02,,A,RC                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PSOE                                              ,0000114
07,2009,06,1,01,18,GRANADA,02,,B,PP                                                ,0000055
07,2009,06,1,01,18,GRANADA,02,,B,PREPAL                                            ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,CDS                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,DN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,C,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,C,PSOE                                              ,0000097
07,2009,06,1,01,18,GRANADA,02,,B,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,CDS                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,MSR                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,FA                                                ,0000001
07,2009,06,1,01,18,GRANADA,02,,A,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,CDL                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PSOE                                              ,0000067
07,2009,06,1,01,18,GRANADA,02,,B,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,IZAN-RG                                           ,0000001
07,2009,06,1,01,18,GRANADA,02,,C,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,C,PCPE                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,C,LV-GVE                                            ,0000002
07,2009,06,1,01,18,GRANADA,02,,A,CDL                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,FN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PFyV                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,MSR                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PUM+J                                             ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,MSR                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,POSI                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,C,PCPE                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,C,PREPAL                                            ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,PP                                                ,0000094
07,2009,06,1,01,18,GRANADA,02,,U,CDL                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,UPyD                                              ,0000001
07,2009,06,1,01,18,GRANADA,02,,U,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,U,PCPE                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,LV-GVE                                            ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,C,SAIn                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,C,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,FA                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,FN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,UCL                                               ,0000001
07,2009,06,1,01,18,GRANADA,02,,B,PSOE                                              ,0000132
07,2009,06,1,01,18,GRANADA,02,,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,CDS                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,POSI                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PA                                                ,0000001
07,2009,06,1,01,18,GRANADA,02,,B,UPyD                                              ,0000019
07,2009,06,1,01,18,GRANADA,02,,B,DN                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PSOE                                              ,0000067
07,2009,06,1,01,18,GRANADA,02,,B,RC                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,iF                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,UPyD                                              ,0000005
07,2009,06,1,01,18,GRANADA,02,,A,LIBERTAS                                          ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,POSI                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PCPE                                              ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,CDS                                               ,0000000
07,2009,06,1,01,18,GRANADA,02,,A,PACMA                                             ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,02,,B,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,iF                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,IULV-CA                                           ,0000018
07,2009,06,1,01,18,GRANADA,03,,A,iF                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,LV-GVE                                            ,0000002
07,2009,06,1,01,18,GRANADA,03,,A,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,FA                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,POSI                                              ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,IZAN-RG                                           ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,UCE                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,PACMA                                             ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,PFyV                                              ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,UPyD                                              ,0000014
07,2009,06,1,01,18,GRANADA,03,,A,PSOE                                              ,0000079
07,2009,06,1,01,18,GRANADA,03,,A,AA                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,IULV-CA                                           ,0000016
07,2009,06,1,01,18,GRANADA,03,,B,PSA                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,PFyV                                              ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,LV-GVE                                            ,0000002
07,2009,06,1,01,18,GRANADA,03,,B,PSOE                                              ,0000109
07,2009,06,1,01,18,GRANADA,03,,A,iF                                                ,0000001
07,2009,06,1,01,18,GRANADA,03,,A,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,PFyV                                              ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,PFyV                                              ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,UNA                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,PSOE                                              ,0000072
07,2009,06,1,01,18,GRANADA,03,,B,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,UV                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,MSR                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,PA                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,SAIn                                              ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,PP                                                ,0000109
07,2009,06,1,01,18,GRANADA,03,,B,CDL                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,PUM+J                                             ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,C,PSA                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,C,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,C,LV                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,UPyD                                              ,0000016
07,2009,06,1,01,18,GRANADA,03,,B,iF                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,FA                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,PUM+J                                             ,0000001
07,2009,06,1,01,18,GRANADA,03,,B,PACMA                                             ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,UCE                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,SAIn                                              ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,PREPAL                                            ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,LV-GVE                                            ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,FN                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,PSOE                                              ,0000138
07,2009,06,1,01,18,GRANADA,03,,A,SAIn                                              ,0000001
07,2009,06,1,01,18,GRANADA,03,,A,CDS                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,UCE                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,SAIn                                              ,0000001
07,2009,06,1,01,18,GRANADA,03,,B,PSOE                                              ,0000139
07,2009,06,1,01,18,GRANADA,03,,A,FA                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,II                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,DN                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,PP                                                ,0000039
07,2009,06,1,01,18,GRANADA,03,,A,AES                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,FN                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,MSR                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,POSI                                              ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,EXTREMADURA UNIDA                                 ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,CDS                                               ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,UV                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,PUM+J                                             ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,PACMA                                             ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,PH                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,U,IULV-CA                                           ,0000006
07,2009,06,1,01,18,GRANADA,03,,U,PA                                                ,0000001
07,2009,06,1,01,18,GRANADA,03,,U,FE de las JONS                                    ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,PUM+J                                             ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,PACMA                                             ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,PA                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,B,PSA                                               ,0000001
07,2009,06,1,01,18,GRANADA,03,,B,PA                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,iF                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,UV                                                ,0000000
07,2009,06,1,01,18,GRANADA,03,,A,PSOE                                              ,0000093
07,2009,06,1,01,18,GRANADA,03,,B,PACMA                                             ,0000000
