AÃ±o,Mes,Partido,Votos
2004, 03, UN, 318
2004, 03, PRGU, 330
2004, 03, LG, 378
2004, 03, PNT, 379
2004, 03, TD, 407
2004, 03, N, 410
2004, 03, UPB, 411
2004, 03, AMAGA, 468
2004, 03, PSDA, 583
2004, 03, Ud Ca, 601
2004, 03, FDE, 619
2004, 03, L.I. (LIT-CI), 668
2004, 03, UCM, 751
2004, 03, ZU, 754
2004, 03, PNCA, 757
2004, 03, UCL, 798
2004, 03, PSPC, 807
2004, 03, IAS, 854
2004, 03, PPCr, 892
2004, 03, A-IZ, 901
2004, 03, AUN, 923
2004, 03, AxGC, 957
2004, 03, PRF, 1051
2004, 03, PSICV, 1096
2004, 03, ASI, 1237
2004, 03, OtraDem, 1302
2004, 03, PREPAL, 1322
2004, 03, CNC, 1431
2004, 03, PMAR, 1561
2004, 03, PCA, 1813
2004, 03, EV-AV, 1836
2004, 03, UPSa, 1871
2004, 03, AA, 1970
2004, 03, PAE, 2082
2004, 03, IRV, 2111
2004, 03, PTPRE, 2115
2004, 03, ADN, 2215
2004, 03, CG, 2235
2004, 03, FPG, 2257
2004, 03, PKD, 2300
2004, 03, Ei, 2332
2004, 03, CI, 2421
2004, 03, GVE, 2662
2004, 03, APCa, 2715
2004, 03, A, 2930
2004, 03, I.DE.S., 2934
2004, 03, AU.TO.NO.MO, 3124
2004, 03, LV, 3133
2004, 03, EU, 3916
2004, 03, PNC, 4092
2004, 03, ESPAÑA 2000, 4231
2004, 03, PAS, 4292
2004, 03, FA, 4589
2004, 03, VERDES, 5013
2004, 03, CDN, 5573
2004, 03, PADE, 5677
2004, 03, MSR, 6768
2004, 03, LVRM, 7074
2004, 03, POSI, 8003
2004, 03, TC-PNC, 8866
2004, 03, FE, 10311
2004, 03, UM, 10558
2004, 03, FE de las JONS, 12266
2004, 03, LV-GV, 12749
2004, 03, PCPC-PCPE, 12979
2004, 03, UPL, 14160
2004, 03, DN, 15180
2004, 03, PFyV, 16699
2004, 03, P.CANNABIS, 16918
2004, 03, IR-PRE, 16993
2004, 03, LVCM, 19600
2004, 03, PHC, 21758
2004, 03, PSA, 24127
2004, 03, EV-AE, 30528
2004, 03, CDS, 34101
2004, 03, PAR, 36540
2004, 03, LV-E, 37499
2004, 03, ARALAR-ZUTIK, 38560
2004, 03, CENB, 40208
2004, 03, PSM-EN,EU,EV,ER, 40289
2004, 03, BLOC-EV, 40759
2004, 03, Na-Bai, 61045
2004, 03, EA, 80905
2004, 03, CHA, 94252
2004, 03, PA, 181868
2004, 03, BNG, 208688
2004, 03, CC, 235221
2004, 03, EAJ-PNV, 420980
2004, 03, ERPV, 652196
2004, 03, CiU, 835471
2004, 03, VERDES-IUC-AC25, 1284081
2004, 03, UPN-PP, 9763144
2004, 03, PSdeG-PSOE, 11026163
2004, 06, UCL-PANCAL, 1544
2004, 06, PC, 1600
2004, 06, CL, 1719
2004, 06, FA, 2008
2004, 06, NOS-UP, 2516
2004, 06, EC, 2594
2004, 06, PREPAL, 3308
2004, 06, PADE, 3454
2004, 06, PH, 3923
2004, 06, PCPE-LI (LI, 4281
2004, 06, FE DE LAS J, 4484
2004, 06, LRC-CPE, 5267
2004, 06, LOS PARADOS, 5314
2004, 06, FE, 5935
2004, 06, DN, 6314
2004, 06, N.I.V., 6876
2004, 06, PFIV, 7958
2004, 06, POSI, 7976
2004, 06, CUP, 8180
2004, 06, PUM+J, 9202
2004, 06, C.D.S., 11820
2004, 06, PASOC, 13810
2004, 06, ARALAR, 19993
2004, 06, P.CANNABIS, 54460
2004, 06, EV-GV, 68536
2004, 06, UV, 197231
2004, 06, ERPV, 380709
2004, 06, IU-ICV-EUIA, 643136
2004, 06, BLOC, 798816
2004, 06, PP, 6393192
2004, 06, PSC (PSC-PS, 6741112
2007, 05, ADEIZA-UPZ, 6705
2007, 05, U.P.SA, 10179
2007, 05, IPEX, 12693
2007, 05, TC, 14331
2007, 05, GIR-FIC, 17478
2007, 05, C.I., 19885
2007, 05, PDEAL, 22554
2007, 05, M.A.S.U.P.L, 31851
2007, 05, TEGA, 33626
2007, 05, UM, 34300
2007, 05, P.S.A, 48365
2007, 05, NB, 52387
2007, 05, CHA, 58463
2007, 05, EB-B/A, 67325
2007, 05, EA, 72590
2007, 05, PR, 73657
2007, 05, PAR, 94079
2007, 05, EAE-ANV, 94253
2007, 05, BLOC VERDS, 105754
2007, 05, CC-AHI, 217407
2007, 05, P.A, 234885
2007, 05, EPG-EPPM, 258179
2007, 05, EAJ-PNV, 310036
2007, 05, BNG, 315279
2007, 05, VU-AM, 347601
2007, 05, FCIU, 723325
2007, 05, IR-EUPV-VER, 1217030
2007, 05, RESTO, 1382749
2007, 05, VITPASXXI-P, 7760865
2007, 05, PP, 7916075
2008, 03, PHache, 0
2008, 03, M.F.E., 68
2008, 03, AGRUCI, 79
2008, 03, ixC, 100
2008, 03, N som, 105
2008, 03, I.C.Bur, 109
2008, 03, AxB, 123
2008, 03, UCL, 124
2008, 03, AVE, 144
2008, 03, ABA, 145
2008, 03, P.R.GU., 152
2008, 03, TD, 159
2008, 03, PAIE, 174
2008, 03, Ud. Ca., 198
2008, 03, I.M.C., 202
2008, 03, CDAS, 216
2008, 03, CTC, 218
2008, 03, PPCr, 300
2008, 03, PIIB, 360
2008, 03, PB-UB, 385
2008, 03, PUEDE, 414
2008, 03, U.R.C.L., 423
2008, 03, IRV, 449
2008, 03, UCPIC, 464
2008, 03, pCUA, 475
2008, 03, MUPC, 497
2008, 03, PCTR, 509
2008, 03, plRV, 645
2008, 03, UNIDAD DEL PUEBLO, 699
2008, 03, (LI(LIT-CI)), 722
2008, 03, P.L.E.V.E., 786
2008, 03, UNIDA, 848
2008, 03, PLCI, 888
2008, 03, ANC, 1017
2008, 03, CDEs, 1047
2008, 03, PREPAL, 1278
2008, 03, AA, 1299
2008, 03, CDS, 1362
2008, 03, ONV, 1490
2008, 03, CDL, 1503
2008, 03, F.E, 1539
2008, 03, ULEG, 1566
2008, 03, PNF (NO-FUMADORES), 1616
2008, 03, PxCat, 1919
2008, 03, PCaC, 1956
2008, 03, E.V.-A.V., 2028
2008, 03, EXTREMADURA UNIDA, 2346
2008, 03, aBla, 2460
2008, 03, AuN, 2737
2008, 03, PARTIDO RIOJANO, 2837
2008, 03, IR-PRE, 2899
2008, 03, PDLPEA, 3050
2008, 03, A.M.D., 3829
2008, 03, SAIn, 3885
2008, 03, UPL, 4509
2008, 03, FA, 4607
2008, 03, TC, 4796
2008, 03, Ei, 5035
2008, 03, CVa, 5424
2008, 03, RC, 6746
2008, 03, E-2000, 6906
2008, 03, AES, 7300
2008, 03, POSI, 7386
2008, 03, RCN-NOK, 7769
2008, 03, LV-EV, 7824
2008, 03, PdeAL, 8451
2008, 03, PH, 9056
2008, 03, PFiV, 9882
2008, 03, EV-AE, 12561
2008, 03, DN, 12836
2008, 03, FE-JONS, 14023
2008, 03, CNB, 14193
2008, 03, PCPE, 20030
2008, 03, PSD-FIA, 20126
2008, 03, LVE, 20419
2008, 03, PUM+J, 23318
2008, 03, UNITAT PER LES ILLES, 25454
2008, 03, BLOC-IdPV-EV-EE, 29760
2008, 03, aralar, 29989
2008, 03, OV, 30840
2008, 03, NC-CCN, 38024
2008, 03, CHA, 38202
2008, 03, PAR, 40054
2008, 03, EV-LV, 41531
2008, 03, PACMA, 44795
2008, 03, C's, 46313
2008, 03, EA, 50371
2008, 03, NA-BAI, 62398
2008, 03, CA, 68679
2008, 03, CC-PNC-PIL, 174629
2008, 03, BNG, 212543
2008, 03, esquerra, 298139
2008, 03, UPyD, 306079
2008, 03, EAJ-PNV, 306128
2008, 03, CiU, 779425
2008, 03, IU, 969946
2008, 03, UPN-PP, 10278010
2008, 03, PSC-PSOE, 11289335
2009, 06, UCL, 1991
2009, 06, AA, 2255
2009, 06, UNA, 3183
2009, 06, UCE, 3483
2009, 06, PREPAL, 4767
2009, 06, EXTREMADURA UNIDA, 5007
2009, 06, FA, 5165
2009, 06, CDL, 5733
2009, 06, SAIn, 5877
2009, 06, MSR, 6009
2009, 06, UV, 6072
2009, 06, PH, 7009
2009, 06, RC, 7547
2009, 06, FN, 7970
2009, 06, iF, 9721
2009, 06, DN, 9950
2009, 06, FE de las JONS, 10031
2009, 06, CDS, 10144
2009, 06, PFyV, 10456
2009, 06, POSI, 12344
2009, 06, PSA, 13993
2009, 06, PCPE-EK, 15221
2009, 06, AES, 19583
2009, 06, IZAN-RG, 19735
2009, 06, LIBERTAS, 22903
2009, 06, PUM+J, 24507
2009, 06, PACMA, 41913
2009, 06, LV-GVE, 89147
2009, 06, II, 178121
2009, 06, LV, 394938
2009, 06, UPyD, 451866
2009, 06, IU-ICV-EUiA-BA, 588248
2009, 06, UM-UMe, 808246
2009, 06, PSC-PSOE, 6141784
2009, 06, PP, 6670377
2011, 05, COMPROMISO CON ARAGON, 4036
2011, 05, AB, 4248
2011, 05, ADEIZA-UPZ, 6233
2011, 05, U.C.I.T., 6455
2011, 05, SI, 6836
2011, 05, I.P.E.X., 7421
2011, 05, MASS, 8309
2011, 05, PARTIDO RIOJANO, 9210
2011, 05, PSM-EN-APIB, 10744
2011, 05, IA FIC, 12607
2011, 05, PCAL, 13650
2011, 05, PCAL-CI, 14889
2011, 05, CxI, 15194
2011, 05, UPL, 19748
2011, 05, C.D.L., 27220
2011, 05, S.I., 31793
2011, 05, ARALAR, 32660
2011, 05, NABAI 2011, 36262
2011, 05, NCa, 51220
2011, 05, CHA, 53149
2011, 05, CUP-PA, 62409
2011, 05, PxC, 66007
2011, 05, P.R.C., 70634
2011, 05, PAR, 77593
2011, 05, U.P.N., 88156
2011, 05, FAC, 121713
2011, 05, C.M.COMPROMÍS, 180832
2011, 05, CC-VU, 202720
2011, 05, CpL - EP-And, 230492
2011, 05, AMI-E, 242021
2011, 05, BNG, 261466
2011, 05, +C-Esquerra-AM, 271503
2011, 05, BILDU, 313238
2011, 05, E.A.J.-P.N.V., 327184
2011, 05, UPyD, 464824
2011, 05, CiU, 779188
2011, 05, IU, 1437061
2011, 05, RESTO, 1674163
2011, 05, PSC-PM, 6275314
2011, 05, PP-EU, 8476138
2011, 11, DNE, 0
2011, 11, SXT, 169
2011, 11, H.D., 206
2011, 11, LV-GV, 293
2011, 11, PDYC, 304
2011, 11, BASTA YA, 380
2011, 11, PRE-R, 419
2011, 11, INTERNET, 603
2011, 11, P.R.D.E., 678
2011, 11, U.R.C.L., 709
2011, 11, CYD, 720
2011, 11, DeC, 778
2011, 11, U.C.I.T., 785
2011, 11, +MAS+, 791
2011, 11, PFyV, 829
2011, 11, ACIMA, 966
2011, 11, CCD, 1074
2011, 11, ANDECHA, 1087
2011, 11, CEx, 1090
2011, 11, UNIDAD DEL PUEBLO, 1138
2011, 11, CXXI, 1443
2011, 11, Caballas, 1712
2011, 11, PRAO, 1784
2011, 11, D.N., 1867
2011, 11, POSI, 2007
2011, 11, PREPAL, 2058
2011, 11, P-LIB, 2065
2011, 11, UxV, 2210
2011, 11, PCAL, 2431
2011, 11, C.D.L., 2848
2011, 11, FE de las JONS, 2898
2011, 11, ANC, 3180
2011, 11, PIRATA, 3426
2011, 11, HARTOS.ORG, 3820
2011, 11, RPS, 5430
2011, 11, SAIn, 6863
2011, 11, ESPAÑA 2000, 9266
2011, 11, PH, 10132
2011, 11, UCE, 15869
2011, 11, PIRATA.CAT, 21876
2011, 11, ANTICAPITALISTES, 22289
2011, 11, P.C.P.E., 26254
2011, 11, PUM+J, 27210
2011, 11, GBAI, 42415
2011, 11, P.R.C., 44010
2011, 11, PxC, 59949
2011, 11, PA, 76999
2011, 11, Eb, 97673
2011, 11, FAC, 99473
2011, 11, PACMA, 102144
2011, 11, COMPROMÍS-Q, 125306
2011, 11, CC-NC-PNC, 143881
2011, 11, BNG, 184037
2011, 11, SSP-SxTF-EQUO, 216748
2011, 11, ERPV, 256985
2011, 11, EAJ-PNV, 324317
2011, 11, AMAIUR, 334498
2011, 11, CiU, 1015691
2011, 11, UPyD, 1143225
2011, 11, IU-V-SIEX: LA IZQUIERDA PLURAL, 1686040
2011, 11, PSC-PSOE, 7003511
2011, 11, UPN-PP, 10866566
2014, 05, M.C.R., 4980
2014, 05, IPEX-PREX-CREX, 5967
2014, 05, PREPAL, 6759
2014, 05, SAIn, 6929
2014, 05, R.R.U.E., 8309
2014, 05, ALTER, 8593
2014, 05, EXTREMADURA UNIDA, 8821
2014, 05, M.S.R., 8909
2014, 05, P-LIB, 9670
2014, 05, PT, 9940
2014, 05, PRAO, 11502
2014, 05, D.N., 13079
2014, 05, PH, 14896
2014, 05, LEM, 17035
2014, 05, ImpulsoSocial, 17879
2014, 05, CILUS, 18287
2014, 05, FE de las JONS, 21687
2014, 05, I.Fem, 23140
2014, 05, P.C.P.E., 29324
2014, 05, RECORTES CERO, 30827
2014, 05, DISCAPACITADOS Y ENFERMEDADES RARAS, 32833
2014, 05, F.A.C., 32962
2014, 05, PIRATAS, 38690
2014, 05, PARTIDO ANDALUCISTA, 49523
2014, 05, PARTIDO X, 100561
2014, 05, MOVIMIENTO RED, 105666
2014, 05, EB, 115682
2014, 05, PACMA, 177499
2014, 05, VOX, 246833
2014, 05, PRIMAVERA EUROPEA, 302266
2014, 05, EH BILDU-BNG, 326464
2014, 05, C's, 497146
2014, 05, EPDD, 630072
2014, 05, CiU, 851971
2014, 05, UPyD, 1022232
2014, 05, PODEMOS, 1253837
2014, 05, EUPV-EV, 1575308
2014, 05, PSC-PSOE, 3614232
2014, 05, P.P., 4098339
