"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1) o Número de pregunta en Referéndum.","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Municipio","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito).","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Censo del I.N.E.","Censo de escrutinio o censo C.E.R.A.","Censo C.E.R.E. en escrutinio (Residentes Extranjeros).","Total votantes C.E.R.E. (Residentes Extranjeros).","Votantes del primer avance de participación.","Votantes del segundo avance de participación.","Votos en blanco.","Votos nulos.","Votos a candidaturas.","Votos afirmativos en Referéndum o ceros en otros procesos electorales.","Votos negativos en Referéndum o ceros en otros procesos electorales.","Datos oficiales (Si/No)."
07,1987,06,1,01,18,ALBUÑOL,01,0001,B,0000751,0000751,0000000,0000000,0000000,0000000,0000001,0000003,0000516,0000000,0000000,N
07,1987,06,1,01,18,ALGARINEJO,01,0003,A,0000726,0000726,0000000,0000000,0000000,0000000,0000015,0000003,0000373,0000000,0000000,N
07,1987,06,1,01,18,BEAS DE GRANADA,01,0001,A,0000643,0000643,0000000,0000000,0000000,0000000,0000003,0000002,0000418,0000000,0000000,N
07,1987,06,1,01,18,BENALÚA,01,0002,A,0001478,0001478,0000000,0000000,0000000,0000000,0000005,0000012,0001012,0000000,0000000,N
07,1987,06,1,01,18,CACÍN,01,0001,A,0000420,0000420,0000000,0000000,0000000,0000000,0000005,0000011,0000316,0000000,0000000,N
07,1987,06,1,01,18,CACÍN,01,0001,B,0000347,0000347,0000000,0000000,0000000,0000000,0000002,0000000,0000227,0000000,0000000,N
07,1987,06,1,01,18,CÁDIAR,01,0001,A,0000604,0000604,0000000,0000000,0000000,0000000,0000003,0000002,0000428,0000000,0000000,N
07,1987,06,1,01,18,CANILES,01,0004,A,0000781,0000781,0000000,0000000,0000000,0000000,0000006,0000002,0000314,0000000,0000000,N
07,1987,06,1,01,18,CÚLLAR,01,0003,B,0000352,0000352,0000000,0000000,0000000,0000000,0000000,0000004,0000230,0000000,0000000,N
07,1987,06,1,01,18,ALBOLOTE,01,0002,A,0001284,0001284,0000000,0000000,0000000,0000000,0000006,0000006,0000956,0000000,0000000,N
07,1987,06,1,01,18,ALMUÑÉCAR,01,0002,A,0001176,0001176,0000000,0000000,0000000,0000000,0000002,0000005,0000901,0000000,0000000,N
07,1987,06,1,01,18,ALMUÑÉCAR,01,0007,A,0001035,0001035,0000000,0000000,0000000,0000000,0000000,0000002,0000763,0000000,0000000,N
07,1987,06,1,01,18,ARMILLA,01,0001,A,0001668,0001668,0000000,0000000,0000000,0000000,0000006,0000009,0000833,0000000,0000000,N
07,1987,06,1,01,18,BAZA,01,0005,A,0000821,0000821,0000000,0000000,0000000,0000000,0000003,0000004,0000472,0000000,0000000,N
07,1987,06,1,01,18,CÁJAR,01,0001,B,0000592,0000592,0000000,0000000,0000000,0000000,0000001,0000001,0000462,0000000,0000000,N
07,1987,06,1,01,18,CORTES DE BAZA,01,0001,A,0001016,0001016,0000000,0000000,0000000,0000000,0000005,0000004,0000585,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,01,0005,A,0001262,0001262,0000000,0000000,0000000,0000000,0000003,0000012,0000855,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0006,A,0000888,0000888,0000000,0000000,0000000,0000000,0000002,0000010,0000560,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0016,A,0000926,0000926,0000000,0000000,0000000,0000000,0000003,0000039,0000534,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0021,A,0000798,0000798,0000000,0000000,0000000,0000000,0000004,0000013,0000543,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0029,A,0001448,0001448,0000000,0000000,0000000,0000000,0000004,0000010,0000889,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0033,A,0001140,0001140,0000000,0000000,0000000,0000000,0000009,0000015,0000755,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0005,A,0000886,0000886,0000000,0000000,0000000,0000000,0000008,0000006,0000535,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0006,A,0001165,0001165,0000000,0000000,0000000,0000000,0000005,0000036,0000724,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0014,A,0000930,0000930,0000000,0000000,0000000,0000000,0000007,0000018,0000607,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0015,A,0001287,0001287,0000000,0000000,0000000,0000000,0000003,0000001,0000740,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,07,0018,A,0001313,0001313,0000000,0000000,0000000,0000000,0000004,0000007,0000797,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,07,0023,A,0000853,0000853,0000000,0000000,0000000,0000000,0000002,0000010,0000605,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,07,0025,A,0001240,0001240,0000000,0000000,0000000,0000000,0000000,0000004,0000853,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,09,0001,A,0000811,0000811,0000000,0000000,0000000,0000000,0000001,0000004,0000514,0000000,0000000,N
07,1987,06,1,01,18,GUADIX,01,0002,A,0000722,0000722,0000000,0000000,0000000,0000000,0000003,0000003,0000472,0000000,0000000,N
07,1987,06,1,01,18,HUÉTOR TÁJAR,01,0001,A,0002001,0002001,0000000,0000000,0000000,0000000,0000012,0000010,0001412,0000000,0000000,N
07,1987,06,1,01,18,HUÉTOR VEGA,01,0002,B,0001008,0001008,0000000,0000000,0000000,0000000,0000003,0000003,0000638,0000000,0000000,N
07,1987,06,1,01,18,CÚLLAR VEGA,01,0001,A,0001069,0001069,0000000,0000000,0000000,0000000,0000010,0000009,0000859,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0005,A,0001308,0001308,0000000,0000000,0000000,0000000,0000005,0000009,0000885,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0028,A,0001283,0001283,0000000,0000000,0000000,0000000,0000000,0000009,0000802,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0039,A,0000761,0000761,0000000,0000000,0000000,0000000,0000004,0000014,0000489,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0040,A,0001074,0001074,0000000,0000000,0000000,0000000,0000000,0000045,0000580,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0011,A,0001051,0001051,0000000,0000000,0000000,0000000,0000000,0000018,0000642,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,06,0003,A,0000950,0000950,0000000,0000000,0000000,0000000,0000009,0000023,0000594,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,07,0022,A,0001057,0001057,0000000,0000000,0000000,0000000,0000006,0000007,0000707,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,09,0002,A,0000626,0000626,0000000,0000000,0000000,0000000,0000001,0000005,0000440,0000000,0000000,N
07,1987,06,1,01,18,GUADIX,01,0005,A,0001465,0001465,0000000,0000000,0000000,0000000,0000004,0000007,0001018,0000000,0000000,N
07,1987,06,1,01,18,GUALCHOS,01,0001,A,0000347,0000347,0000000,0000000,0000000,0000000,0000000,0000001,0000258,0000000,0000000,N
07,1987,06,1,01,18,GUALCHOS,01,0001,B,0000541,0000541,0000000,0000000,0000000,0000000,0000003,0000000,0000418,0000000,0000000,N
07,1987,06,1,01,18,HUÉSCAR,01,0005,B,0001058,0001058,0000000,0000000,0000000,0000000,0000006,0000012,0000684,0000000,0000000,N
07,1987,06,1,01,18,HUÉTOR DE SANTILLÁN,01,0001,A,0000999,0000999,0000000,0000000,0000000,0000000,0000005,0000010,0000785,0000000,0000000,N
07,1987,06,1,01,18,ILLORA,01,0002,A,0001329,0001329,0000000,0000000,0000000,0000000,0000003,0000006,0001030,0000000,0000000,N
07,1987,06,1,01,18,IZNALLOZ,01,0001,A,0001091,0001091,0000000,0000000,0000000,0000000,0000002,0000003,0000739,0000000,0000000,N
07,1987,06,1,01,18,JAYENA,01,0001,A,0001112,0001112,0000000,0000000,0000000,0000000,0000004,0000002,0000782,0000000,0000000,N
07,1987,06,1,01,18,JEREZ DEL MARQUESADO,01,0001,A,0001083,0001083,0000000,0000000,0000000,0000000,0000004,0000003,0000809,0000000,0000000,N
07,1987,06,1,01,18,ALBUÑOL,02,0001,A,0000962,0000962,0000000,0000000,0000000,0000000,0000000,0000011,0000738,0000000,0000000,N
07,1987,06,1,01,18,ALGARINEJO,01,0005,B,0000436,0000436,0000000,0000000,0000000,0000000,0000002,0000000,0000267,0000000,0000000,N
07,1987,06,1,01,18,ALMEGÍJAR,01,0001,A,0000449,0000449,0000000,0000000,0000000,0000000,0000002,0000003,0000340,0000000,0000000,N
07,1987,06,1,01,18,ALMUÑÉCAR,01,0003,A,0001226,0001226,0000000,0000000,0000000,0000000,0000000,0000008,0000977,0000000,0000000,N
07,1987,06,1,01,18,ALMUÑÉCAR,02,0001,A,0001349,0001349,0000000,0000000,0000000,0000000,0000002,0000009,0001074,0000000,0000000,N
07,1987,06,1,01,18,ARENAS DEL REY,01,0002,A,0000577,0000577,0000000,0000000,0000000,0000000,0000000,0000000,0000349,0000000,0000000,N
07,1987,06,1,01,18,CASTILLÉJAR,01,0001,A,0000663,0000663,0000000,0000000,0000000,0000000,0000002,0000006,0000342,0000000,0000000,N
07,1987,06,1,01,18,DÚRCAL,01,0002,A,0001261,0001261,0000000,0000000,0000000,0000000,0000008,0000006,0000893,0000000,0000000,N
07,1987,06,1,01,18,ESCÚZAR,01,0001,A,0000876,0000876,0000000,0000000,0000000,0000000,0000001,0000011,0000556,0000000,0000000,N
07,1987,06,1,01,18,FUENTE VAQUEROS,01,0001,A,0001000,0001000,0000000,0000000,0000000,0000000,0000004,0000007,0000816,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,01,0006,A,0001330,0001330,0000000,0000000,0000000,0000000,0000003,0000003,0000936,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,01,0011,A,0001457,0001457,0000000,0000000,0000000,0000000,0000008,0000004,0001009,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,01,0020,A,0000823,0000823,0000000,0000000,0000000,0000000,0000002,0000020,0000560,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0001,A,0001070,0001070,0000000,0000000,0000000,0000000,0000007,0000067,0000671,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0013,A,0001020,0001020,0000000,0000000,0000000,0000000,0000009,0000033,0000602,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0014,A,0001312,0001312,0000000,0000000,0000000,0000000,0000004,0000071,0000863,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0030,A,0001340,0001340,0000000,0000000,0000000,0000000,0000006,0000002,0000890,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0035,A,0001145,0001145,0000000,0000000,0000000,0000000,0000025,0000039,0000727,0000000,0000000,N
07,1987,06,1,01,18,CANILES,02,0001,A,0000350,0000350,0000000,0000000,0000000,0000000,0000001,0000001,0000110,0000000,0000000,N
07,1987,06,1,01,18,CANILES,02,0001,B,0000352,0000352,0000000,0000000,0000000,0000000,0000002,0000000,0000103,0000000,0000000,N
07,1987,06,1,01,18,CASTILLÉJAR,01,0002,A,0000552,0000552,0000000,0000000,0000000,0000000,0000002,0000002,0000321,0000000,0000000,N
07,1987,06,1,01,18,CHIMENEAS,01,0001,B,0000353,0000353,0000000,0000000,0000000,0000000,0000004,0000008,0000250,0000000,0000000,N
07,1987,06,1,01,18,DÚRCAL,01,0001,A,0001321,0001321,0000000,0000000,0000000,0000000,0000012,0000009,0000870,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0031,A,0000949,0000949,0000000,0000000,0000000,0000000,0000008,0000008,0000605,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0034,A,0000871,0000871,0000000,0000000,0000000,0000000,0000007,0000004,0000654,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0001,A,0000830,0000830,0000000,0000000,0000000,0000000,0000004,0000004,0000541,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0027,A,0001586,0001586,0000000,0000000,0000000,0000000,0000009,0000005,0000839,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,06,0012,A,0001385,0001385,0000000,0000000,0000000,0000000,0000012,0000022,0000834,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,07,0007,A,0000684,0000684,0000000,0000000,0000000,0000000,0000002,0000002,0000501,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,07,0021,A,0000972,0000972,0000000,0000000,0000000,0000000,0000004,0000005,0000634,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,07,0024,A,0001330,0001330,0000000,0000000,0000000,0000000,0000007,0000009,0000917,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,08,0005,A,0000852,0000852,0000000,0000000,0000000,0000000,0000000,0000019,0000432,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,09,0005,A,0000799,0000799,0000000,0000000,0000000,0000000,0000002,0000003,0000529,0000000,0000000,N
07,1987,06,1,01,18,GUADAHORTUNA,01,0002,A,0000684,0000684,0000000,0000000,0000000,0000000,0000002,0000003,0000491,0000000,0000000,N
07,1987,06,1,01,18,GUADIX,03,0001,A,0000709,0000709,0000000,0000000,0000000,0000000,0000002,0000001,0000432,0000000,0000000,N
07,1987,06,1,01,18,HUÉNEJA,02,0001,A,0000546,0000546,0000000,0000000,0000000,0000000,0000008,0000007,0000351,0000000,0000000,N
07,1987,06,1,01,18,LOJA,05,0002,C,0000420,0000420,0000000,0000000,0000000,0000000,0000000,0000003,0000218,0000000,0000000,N
07,1987,06,1,01,18,MONTILLANA,01,0001,A,0001070,0001070,0000000,0000000,0000000,0000000,0000001,0000005,0000782,0000000,0000000,N
07,1987,06,1,01,18,MOTRIL,01,0003,A,0000708,0000708,0000000,0000000,0000000,0000000,0000003,0000002,0000426,0000000,0000000,N
07,1987,06,1,01,18,MOTRIL,04,0001,A,0001332,0001332,0000000,0000000,0000000,0000000,0000012,0000018,0000788,0000000,0000000,N
07,1987,06,1,01,18,MOTRIL,04,0006,A,0000345,0000345,0000000,0000000,0000000,0000000,0000001,0000002,0000240,0000000,0000000,N
07,1987,06,1,01,18,PAMPANEIRA,01,0001,A,0000301,0000301,0000000,0000000,0000000,0000000,0000005,0000000,0000199,0000000,0000000,N
07,1987,06,1,01,18,PELIGROS,01,0002,A,0000813,0000813,0000000,0000000,0000000,0000000,0000003,0000005,0000637,0000000,0000000,N
07,1987,06,1,01,18,PINOS PUENTE,03,0003,A,0001363,0001363,0000000,0000000,0000000,0000000,0000000,0000004,0001082,0000000,0000000,N
07,1987,06,1,01,18,POLOPOS,01,0001,B,0000487,0000487,0000000,0000000,0000000,0000000,0000000,0000000,0000433,0000000,0000000,N
07,1987,06,1,01,18,PURULLENA,01,0001,B,0000679,0000679,0000000,0000000,0000000,0000000,0000000,0000009,0000470,0000000,0000000,N
07,1987,06,1,01,18,RUBITE,01,0001,A,0000458,0000458,0000000,0000000,0000000,0000000,0000000,0000002,0000289,0000000,0000000,N
07,1987,06,1,01,18,SANTA FE,01,0001,A,0001422,0001422,0000000,0000000,0000000,0000000,0000002,0000009,0000957,0000000,0000000,N
07,1987,06,1,01,18,VÍZNAR,01,0001,A,0000556,0000556,0000000,0000000,0000000,0000000,0000004,0000000,0000334,0000000,0000000,N
07,1987,06,1,01,18,ZAFARRAYA,01,0001,C,0000286,0000286,0000000,0000000,0000000,0000000,0000000,0000006,0000243,0000000,0000000,N
07,1987,06,1,01,18,GUAJARES (LOS),01,0001,B,0000370,0000370,0000000,0000000,0000000,0000000,0000003,0000003,0000283,0000000,0000000,N
07,1987,06,1,01,18,VEGAS DEL GENIL,01,0002,A,0000569,0000569,0000000,0000000,0000000,0000000,0000000,0000010,0000402,0000000,0000000,N
07,1987,06,1,01,18,CUEVAS DEL CAMPO,01,0001,A,0000409,0000409,0000000,0000000,0000000,0000000,0000001,0000000,0000221,0000000,0000000,N
07,1987,06,1,01,18,ALAMEDILLA,01,0001,A,0000789,0000789,0000000,0000000,0000000,0000000,0000001,0000000,0000545,0000000,0000000,N
07,1987,06,1,01,18,ALBOLOTE,01,0004,A,0001082,0001082,0000000,0000000,0000000,0000000,0000005,0000011,0000820,0000000,0000000,N
07,1987,06,1,01,18,ALHENDÍN,01,0002,A,0001175,0001175,0000000,0000000,0000000,0000000,0000013,0000000,0000845,0000000,0000000,N
07,1987,06,1,01,18,ARMILLA,01,0005,B,0001272,0001272,0000000,0000000,0000000,0000000,0000003,0000007,0000795,0000000,0000000,N
07,1987,06,1,01,18,BAZA,02,0002,A,0001092,0001092,0000000,0000000,0000000,0000000,0000010,0000007,0000490,0000000,0000000,N
07,1987,06,1,01,18,BENAMAUREL,01,0001,A,0001129,0001129,0000000,0000000,0000000,0000000,0000002,0000005,0000739,0000000,0000000,N
07,1987,06,1,01,18,DÍLAR,01,0001,A,0001049,0001049,0000000,0000000,0000000,0000000,0000006,0000001,0000715,0000000,0000000,N
07,1987,06,1,01,18,GORAFE,01,0001,A,0000576,0000576,0000000,0000000,0000000,0000000,0000002,0000001,0000351,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,01,0002,A,0001047,0001047,0000000,0000000,0000000,0000000,0000001,0000008,0000649,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,01,0018,A,0001157,0001157,0000000,0000000,0000000,0000000,0000006,0000058,0000694,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0009,A,0001064,0001064,0000000,0000000,0000000,0000000,0000006,0000001,0000723,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0018,A,0001377,0001377,0000000,0000000,0000000,0000000,0000005,0000021,0000859,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0036,A,0000937,0000937,0000000,0000000,0000000,0000000,0000005,0000022,0000669,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0018,A,0000909,0000909,0000000,0000000,0000000,0000000,0000002,0000006,0000512,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0020,A,0001095,0001095,0000000,0000000,0000000,0000000,0000003,0000035,0000626,0000000,0000000,N
07,1987,06,1,01,18,LOJA,03,0004,A,0000500,0000500,0000000,0000000,0000000,0000000,0000001,0000000,0000320,0000000,0000000,N
07,1987,06,1,01,18,LUGROS,01,0001,A,0000470,0000470,0000000,0000000,0000000,0000000,0000000,0000002,0000263,0000000,0000000,N
07,1987,06,1,01,18,MOTRIL,04,0005,A,0001270,0001270,0000000,0000000,0000000,0000000,0000000,0000013,0000773,0000000,0000000,N
07,1987,06,1,01,18,MOTRIL,05,0003,B,0000889,0000889,0000000,0000000,0000000,0000000,0000002,0000010,0000414,0000000,0000000,N
07,1987,06,1,01,18,ÓRGIVA,01,0002,A,0000602,0000602,0000000,0000000,0000000,0000000,0000000,0000000,0000366,0000000,0000000,N
07,1987,06,1,01,18,VILLA DE OTURA,01,0001,B,0000937,0000937,0000000,0000000,0000000,0000000,0000001,0000011,0000762,0000000,0000000,N
07,1987,06,1,01,18,PEZA (LA),01,0001,A,0001273,0001273,0000000,0000000,0000000,0000000,0000007,0000002,0000815,0000000,0000000,N
07,1987,06,1,01,18,PULIANAS,01,0001,A,0000705,0000705,0000000,0000000,0000000,0000000,0000002,0000005,0000529,0000000,0000000,N
07,1987,06,1,01,18,PULIANAS,01,0001,B,0000871,0000871,0000000,0000000,0000000,0000000,0000003,0000001,0000648,0000000,0000000,N
07,1987,06,1,01,18,PURULLENA,01,0001,A,0000351,0000351,0000000,0000000,0000000,0000000,0000000,0000010,0000239,0000000,0000000,N
07,1987,06,1,01,18,SANTA FE,01,0005,A,0001307,0001307,0000000,0000000,0000000,0000000,0000000,0000009,0000904,0000000,0000000,N
07,1987,06,1,01,18,SOPORTÚJAR,01,0001,A,0000235,0000235,0000000,0000000,0000000,0000000,0000002,0000001,0000160,0000000,0000000,N
07,1987,06,1,01,18,VILLANUEVA DE LAS TORRES,01,0001,A,0000782,0000782,0000000,0000000,0000000,0000000,0000002,0000006,0000459,0000000,0000000,N
07,1987,06,1,01,18,ZÚJAR,01,0001,B,0001015,0001015,0000000,0000000,0000000,0000000,0000000,0000004,0000678,0000000,0000000,N
07,1987,06,1,01,18,GUAJARES (LOS),01,0001,A,0000635,0000635,0000000,0000000,0000000,0000000,0000002,0000004,0000443,0000000,0000000,N
07,1987,06,1,01,18,VALLE DEL ZALABÍ,01,0002,B,0000478,0000478,0000000,0000000,0000000,0000000,0000001,0000002,0000339,0000000,0000000,N
07,1987,06,1,01,18,VILLAMENA,01,0001,A,0000547,0000547,0000000,0000000,0000000,0000000,0000001,0000002,0000400,0000000,0000000,N
07,1987,06,1,01,18,CUEVAS DEL CAMPO,01,0001,B,0000711,0000711,0000000,0000000,0000000,0000000,0000007,0000001,0000424,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,02,0042,A,0000996,0000996,0000000,0000000,0000000,0000000,0000002,0000006,0000607,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0007,A,0001050,0001050,0000000,0000000,0000000,0000000,0000006,0000017,0000662,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,03,0013,A,0001493,0001493,0000000,0000000,0000000,0000000,0000009,0000023,0001004,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,06,0005,A,0001558,0001558,0000000,0000000,0000000,0000000,0000004,0000002,0000844,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,06,0018,A,0000983,0000983,0000000,0000000,0000000,0000000,0000003,0000027,0000656,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,07,0001,A,0000736,0000736,0000000,0000000,0000000,0000000,0000002,0000003,0000456,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,07,0010,A,0001298,0001298,0000000,0000000,0000000,0000000,0000007,0000001,0000834,0000000,0000000,N
07,1987,06,1,01,18,GRANADA,07,0028,A,0000936,0000936,0000000,0000000,0000000,0000000,0000014,0000007,0000581,0000000,0000000,N
07,1987,06,1,01,18,GUADIX,01,0008,A,0001048,0001048,0000000,0000000,0000000,0000000,0000002,0000001,0000710,0000000,0000000,N
07,1987,06,1,01,18,GUADIX,02,0004,A,0000879,0000879,0000000,0000000,0000000,0000000,0000000,0000004,0000632,0000000,0000000,N
07,1987,06,1,01,18,HUÉSCAR,01,0004,A,0000828,0000828,0000000,0000000,0000000,0000000,0000001,0000004,0000408,0000000,0000000,N
07,1987,06,1,01,18,HUÉTOR VEGA,01,0001,B,0001142,0001142,0000000,0000000,0000000,0000000,0000004,0000009,0000802,0000000,0000000,N
07,1987,06,1,01,18,JETE,01,0001,A,0000549,0000549,0000000,0000000,0000000,0000000,0000000,0000002,0000485,0000000,0000000,N
07,1987,06,1,01,18,LECRÍN,01,0002,B,0000280,0000280,0000000,0000000,0000000,0000000,0000001,0000002,0000198,0000000,0000000,N
07,1987,06,1,01,18,LOJA,03,0003,A,0000332,0000332,0000000,0000000,0000000,0000000,0000001,0000002,0000217,0000000,0000000,N
07,1987,06,1,01,18,MARACENA,01,0002,A,0000850,0000850,0000000,0000000,0000000,0000000,0000001,0000005,0000616,0000000,0000000,N
07,1987,06,1,01,18,MOTRIL,04,0002,A,0001065,0001065,0000000,0000000,0000000,0000000,0000002,0000006,0000683,0000000,0000000,N
07,1987,06,1,01,18,MOTRIL,04,0011,A,0000629,0000629,0000000,0000000,0000000,0000000,0000005,0000004,0000386,0000000,0000000,N
07,1987,06,1,01,18,SALOBREÑA,01,0004,A,0000679,0000679,0000000,0000000,0000000,0000000,0000003,0000000,0000484,0000000,0000000,N
07,1987,06,1,01,18,HUÉSCAR,01,0001,B,0000693,0000693,0000000,0000000,0000000,0000000,0000005,0000001,0000451,0000000,0000000,N
07,1987,06,1,01,18,HUÉTOR TÁJAR,01,0004,A,0000672,0000672,0000000,0000000,0000000,0000000,0000004,0000014,0000442,0000000,0000000,N
07,1987,06,1,01,18,ILLORA,02,0003,B,0000402,0000402,0000000,0000000,0000000,0000000,0000000,0000004,0000311,0000000,0000000,N
07,1987,06,1,01,18,IZNALLOZ,01,0003,A,0000942,0000942,0000000,0000000,0000000,0000000,0000005,0000000,0000626,0000000,0000000,N
07,1987,06,1,01,18,IZNALLOZ,02,0001,A,0000687,0000687,0000000,0000000,0000000,0000000,0000000,0000003,0000502,0000000,0000000,N
07,1987,06,1,01,18,LÁCHAR,01,0001,B,0000400,0000400,0000000,0000000,0000000,0000000,0000001,0000001,0000325,0000000,0000000,N
07,1987,06,1,01,18,LOJA,04,0002,B,0000212,0000212,0000000,0000000,0000000,0000000,0000001,0000000,0000149,0000000,0000000,N
07,1987,06,1,01,18,MALAHÁ (LA),01,0001,A,0001186,0001186,0000000,0000000,0000000,0000000,0000000,0000005,0000874,0000000,0000000,N
07,1987,06,1,01,18,MOCLÍN,02,0001,A,0000762,0000762,0000000,0000000,0000000,0000000,0000002,0000004,0000575,0000000,0000000,N
07,1987,06,1,01,18,MONACHIL,02,0001,A,0001944,0001944,0000000,0000000,0000000,0000000,0000013,0000008,0001173,0000000,0000000,N
07,1987,06,1,01,18,MOTRIL,01,0001,A,0001370,0001370,0000000,0000000,0000000,0000000,0000010,0000007,0000818,0000000,0000000,N
