"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1) o Número de pregunta en Referéndum.","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Municipio","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito).","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Censo del I.N.E.","Censo de escrutinio o censo C.E.R.A.","Censo C.E.R.E. en escrutinio (Residentes Extranjeros).","Total votantes C.E.R.E. (Residentes Extranjeros).","Votantes del primer avance de participación.","Votantes del segundo avance de participación.","Votos en blanco.","Votos nulos.","Votos a candidaturas.","Votos afirmativos en Referéndum o ceros en otros procesos electorales.","Votos negativos en Referéndum o ceros en otros procesos electorales.","Datos oficiales (Si/No)."
07,1999,06,1,01,18,GRANADA,07,005 ,A,0000431,0000431,0000000,0000000,0000151,0000234,0000002,0000002,0000279,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,008 ,A,0000493,0000493,0000000,0000000,0000493,0000493,0000007,0000000,0000305,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,010 ,B,0000674,0000674,0000000,0000000,0000243,0000324,0000005,0000001,0000417,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,012 ,B,0000784,0000784,0000000,0000000,0000283,0000418,0000010,0000004,0000514,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,013 ,A,0000729,0000729,0000000,0000000,0000246,0000330,0000007,0000003,0000423,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,09,007 ,A,0000557,0000557,0000000,0000000,0000200,0000268,0000001,0000001,0000344,0000000,0000000,N
07,1999,06,1,01,18,GUADIX,01,002 ,U,0000626,0000626,0000000,0000000,0000204,0000295,0000005,0000004,0000361,0000000,0000000,N
07,1999,06,1,01,18,GUADIX,01,007 ,B,0000461,0000461,0000000,0000000,0000134,0000222,0000005,0000008,0000269,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,032 ,A,0000645,0000645,0000000,0000000,0000244,0000317,0000002,0000002,0000378,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,033 ,A,0000536,0000536,0000000,0000000,0000189,0000287,0000007,0000001,0000343,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,037 ,A,0000750,0000750,0000000,0000000,0000245,0000358,0000017,0000001,0000472,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,043 ,A,0000742,0000742,0000000,0000000,0000278,0000366,0000012,0000002,0000466,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,015 ,A,0000672,0000674,0000000,0000000,0000225,0000309,0000004,0000002,0000360,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,024 ,B,0000527,0000527,0000000,0000000,0000155,0000206,0000000,0000003,0000252,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,028 ,A,0000623,0000623,0000000,0000000,0000230,0000307,0000006,0000000,0000368,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,032 ,A,0000702,0000702,0000000,0000000,0000213,0000297,0000007,0000003,0000389,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,015 ,A,0000482,0000482,0000000,0000000,0000168,0000222,0000003,0000000,0000283,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,006 ,B,0000707,0000707,0000000,0000000,0000250,0000338,0000005,0000004,0000427,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,016 ,U,0000761,0000761,0000000,0000000,0000251,0000340,0000008,0000004,0000448,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,023 ,B,0000613,0000613,0000000,0000000,0000231,0000315,0000002,0000001,0000392,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,08,002 ,A,0000462,0000462,0000000,0000000,0000175,0000245,0000017,0000005,0000272,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,09,005 ,U,0000734,0000734,0000000,0000000,0000265,0000373,0000005,0000001,0000461,0000000,0000000,N
07,1999,06,1,01,18,GUADIX,01,006 ,U,0000575,0000575,0000000,0000000,0000227,0000281,0000003,0000006,0000355,0000000,0000000,N
07,1999,06,1,01,18,HUÉSCAR,01,004 ,A,0000701,0000701,0000000,0000000,0000174,0000249,0000002,0000002,0000325,0000000,0000000,N
07,1999,06,1,01,18,HUÉTOR DE SANTILLÁN,01,001 ,A,0000657,0000657,0000000,0000000,0000300,0000410,0000003,0000009,0000491,0000000,0000000,N
07,1999,06,1,01,18,HUÉTOR TÁJAR,01,001 ,A,0000712,0000712,0000000,0000000,0000366,0000460,0000002,0000003,0000542,0000000,0000000,N
07,1999,06,1,01,18,ALBOLOTE,01,003 ,A,0000536,0000536,0000000,0000000,0000161,0000239,0000011,0000009,0000299,0000000,0000000,N
07,1999,06,1,01,18,ALBOLOTE,01,003 ,B,0000665,0000665,0000000,0000000,0000239,0000332,0000010,0000024,0000401,0000000,0000000,N
07,1999,06,1,01,18,ALBUÑOL,01,001 ,A,0000514,0000514,0000000,0000000,0000255,0000306,0000001,0000002,0000400,0000000,0000000,N
07,1999,06,1,01,18,ALBUÑOL,01,001 ,B,0000805,0000805,0000000,0000000,0000309,0000445,0000003,0000008,0000624,0000000,0000000,N
07,1999,06,1,01,18,ALDEIRE,01,001 ,U,0000692,0000692,0000000,0000000,0000240,0000400,0000003,0000007,0000555,0000000,0000000,N
07,1999,06,1,01,18,ALGARINEJO,01,004 ,B,0000275,0000275,0000000,0000000,0000092,0000131,0000004,0000000,0000161,0000000,0000000,N
07,1999,06,1,01,18,ALMUÑÉCAR,02,001 ,B,0000573,0000573,0000000,0000000,0000275,0000368,0000003,0000003,0000445,0000000,0000000,N
07,1999,06,1,01,18,ARMILLA,01,002 ,B,0000783,0000783,0000000,0000000,0000309,0000405,0000006,0000005,0000496,0000000,0000000,N
07,1999,06,1,01,18,ATARFE,01,002 ,B,0000489,0000489,0000000,0000000,0000179,0000240,0000001,0000003,0000295,0000000,0000000,N
07,1999,06,1,01,18,BAZA,01,001 ,B,0000620,0000628,0000000,0000000,0000160,0000236,0000005,0000003,0000284,0000000,0000000,N
07,1999,06,1,01,18,CACÍN,01,001 ,B,0000301,0000301,0000000,0000000,0000151,0000171,0000001,0000000,0000224,0000000,0000000,N
07,1999,06,1,01,18,CANILES,02,001 ,C,0000207,0000207,0000000,0000000,0000048,0000106,0000000,0000000,0000118,0000000,0000000,N
07,1999,06,1,01,18,CÁÑAR,01,001 ,U,0000279,0000279,0000000,0000000,0000125,0000168,0000002,0000000,0000209,0000000,0000000,N
07,1999,06,1,01,18,CIJUELA,01,001 ,B,0000729,0000729,0000000,0000000,0000666,0000579,0000002,0000004,0000592,0000000,0000000,N
07,1999,06,1,01,18,COLOMERA,01,001 ,U,0000594,0000594,0000000,0000000,0000257,0000362,0000002,0000005,0000470,0000000,0000000,N
07,1999,06,1,01,18,CÚLLAR,01,002 ,B,0000694,0000694,0000000,0000000,0000324,0000456,0000006,0000000,0000565,0000000,0000000,N
07,1999,06,1,01,18,DÓLAR,01,001 ,U,0000553,0000553,0000000,0000000,0000275,0000366,0000014,0000005,0000438,0000000,0000000,N
07,1999,06,1,01,18,GORAFE,01,001 ,U,0000491,0000491,0000000,0000000,0000234,0000326,0000001,0000002,0000416,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,027 ,U,0000793,0000793,0000000,0000000,0000341,0000412,0000001,0000002,0000482,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,003 ,A,0000797,0000797,0000000,0000000,0000300,0000415,0000003,0000001,0000504,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,006 ,B,0000659,0000659,0000000,0000000,0000223,0000350,0000015,0000001,0000393,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,010 ,A,0000626,0000626,0000000,0000000,0000205,0000275,0000010,0000000,0000326,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,027 ,B,0000654,0000654,0000000,0000000,0000279,0000340,0000006,0000001,0000410,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,033 ,B,0000956,0000956,0000000,0000000,0000280,0000380,0000009,0000006,0000487,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,034 ,A,0000681,0000681,0000000,0000000,0000149,0000219,0000003,0000003,0000305,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,014 ,A,0000490,0000490,0000000,0000000,0000207,0000251,0000004,0000000,0000304,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,014 ,B,0000592,0000592,0000000,0000000,0000252,0000302,0000003,0000000,0000353,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,015 ,B,0000632,0000632,0000000,0000000,0000229,0000305,0000004,0000003,0000365,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,017 ,B,0000528,0000528,0000000,0000000,0000194,0000265,0000008,0000000,0000335,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,020 ,B,0000987,0000987,0000000,0000000,0000350,0000504,0000015,0000000,0000622,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,024 ,B,0000339,0000339,0000000,0000000,0000135,0000162,0000006,0000000,0000217,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,009 ,A,0000551,0000552,0000000,0000000,0000221,0000294,0000015,0000000,0000366,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,013 ,B,0000589,0000589,0000000,0000000,0000222,0000297,0000004,0000002,0000367,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,032 ,B,0000711,0000711,0000000,0000000,0000298,0000367,0000006,0000002,0000439,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,08,002 ,B,0000529,0000529,0000000,0000000,0000209,0000279,0000008,0000005,0000327,0000000,0000000,N
07,1999,06,1,01,18,GUADIX,02,001 ,B,0000787,0000787,0000000,0000000,0000275,0000388,0000000,0000000,0000465,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,01,005 ,A,0000569,0000569,0000000,0000000,0000198,0000273,0000003,0000001,0000347,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,01,007 ,B,0000762,0000762,0000000,0000000,0000309,0000423,0000006,0000000,0000507,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,01,008 ,U,0000889,0000889,0000000,0000000,0000354,0000469,0000011,0000000,0000589,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,01,012 ,A,0000451,0000451,0000000,0000000,0000143,0000197,0000004,0000004,0000249,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,002 ,A,0000646,0000646,0000000,0000000,0000243,0000324,0000010,0000002,0000375,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,007 ,A,0000554,0000554,0000000,0000000,0000184,0000282,0000013,0000000,0000337,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,010 ,B,0000716,0000716,0000000,0000000,0000258,0000356,0000006,0000006,0000425,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,015 ,A,0000588,0000588,0000000,0000000,0000214,0000292,0000008,0000000,0000349,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,022 ,B,0000553,0000553,0000000,0000000,0000204,0000269,0000009,0000009,0000315,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,024 ,U,0000820,0000820,0000000,0000000,0000303,0000370,0000005,0000000,0000470,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,025 ,C,0000751,0000751,0000000,0000000,0000259,0000340,0000005,0000000,0000422,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,028 ,A,0000539,0000539,0000000,0000000,0000227,0000269,0000007,0000002,0000297,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,030 ,A,0000597,0000597,0000000,0000000,0000228,0000322,0000014,0000000,0000403,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,031 ,A,0000658,0000658,0000000,0000000,0000232,0000319,0000009,0000001,0000386,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,043 ,B,0000532,0000533,0000000,0000000,0000191,0000267,0000002,0000000,0000347,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,043 ,C,0000634,0000634,0000000,0000000,0000233,0000314,0000005,0000003,0000391,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,015 ,B,0000773,0000774,0000000,0000000,0000260,0000361,0000003,0000005,0000445,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,023 ,A,0000779,0000779,0000000,0000000,0000204,0000274,0000003,0000000,0000346,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,002 ,A,0000644,0000644,0000000,0000000,0000227,0000320,0000009,0000002,0000393,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,029 ,B,0000871,0000872,0000000,0000000,0000295,0000411,0000006,0000000,0000529,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,033 ,A,0000875,0000875,0000000,0000000,0000229,0000304,0000009,0000000,0000419,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,003 ,A,0000438,0000438,0000000,0000000,0000159,0000211,0000011,0000005,0000259,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,016 ,A,0000587,0000587,0000000,0000000,0000202,0000295,0000006,0000000,0000358,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,021 ,U,0000841,0000841,0000000,0000000,0000358,0000445,0000010,0000006,0000522,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,023 ,A,0000521,0000521,0000000,0000000,0000181,0000269,0000003,0000003,0000331,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,025 ,A,0000878,0000878,0000000,0000000,0000314,0000408,0000010,0000004,0000514,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,026 ,B,0000820,0000820,0000000,0000000,0000289,0000370,0000008,0000000,0000462,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,08,004 ,A,0000937,0000937,0000000,0000000,0000274,0000375,0000009,0000000,0000458,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,09,001 ,U,0000720,0000720,0000000,0000000,0000254,0000332,0000009,0000001,0000405,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,09,003 ,A,0000437,0000437,0000000,0000000,0000166,0000201,0000000,0000001,0000256,0000000,0000000,N
07,1999,06,1,01,18,GUADIX,01,001 ,U,0000872,0000872,0000000,0000000,0000301,0000390,0000003,0000001,0000464,0000000,0000000,N
07,1999,06,1,01,18,HUÉTOR VEGA,01,003 ,B,0000803,0000803,0000000,0000000,0000302,0000411,0000012,0000003,0000540,0000000,0000000,N
07,1999,06,1,01,18,ILLORA,02,004 ,A,0000838,0000839,0000000,0000000,0000440,0000520,0000006,0000020,0000585,0000000,0000000,N
07,1999,06,1,01,18,IZNALLOZ,01,003 ,B,0000598,0000598,0000000,0000000,0000200,0000324,0000001,0000008,0000464,0000000,0000000,N
07,1999,06,1,01,18,CALAHORRA (LA),01,001 ,U,0000828,0000828,0000000,0000000,0000242,0000437,0000004,0000005,0000578,0000000,0000000,N
07,1999,06,1,01,18,LANJARÓN,01,002 ,U,0000805,0000805,0000000,0000000,0000347,0000508,0000011,0000006,0000597,0000000,0000000,N
07,1999,06,1,01,18,ARMILLA,01,001 ,B,0000978,0000978,0000000,0000000,0000361,0000474,0000011,0000007,0000588,0000000,0000000,N
07,1999,06,1,01,18,ARMILLA,01,004 ,B,0000736,0000736,0000000,0000000,0000325,0000420,0000004,0000002,0000503,0000000,0000000,N
07,1999,06,1,01,18,ATARFE,01,001 ,A,0000492,0000492,0000000,0000000,0000173,0000257,0000004,0000005,0000311,0000000,0000000,N
07,1999,06,1,01,18,ATARFE,01,002 ,A,0000767,0000767,0000000,0000000,0000272,0000382,0000004,0000015,0000454,0000000,0000000,N
07,1999,06,1,01,18,ATARFE,02,001 ,A,0000539,0000539,0000000,0000000,0000231,0000308,0000003,0000000,0000359,0000000,0000000,N
07,1999,06,1,01,18,BAZA,01,003 ,B,0000886,0000886,0000000,0000000,0000291,0000387,0000006,0000003,0000508,0000000,0000000,N
07,1999,06,1,01,18,BAZA,01,004 ,B,0000796,0000796,0000000,0000000,0000229,0000330,0000005,0000004,0000445,0000000,0000000,N
07,1999,06,1,01,18,BAZA,02,001 ,A,0000469,0000469,0000000,0000000,0000125,0000197,0000006,0000001,0000249,0000000,0000000,N
07,1999,06,1,01,18,BENALÚA,01,002 ,A,0000660,0000660,0000000,0000000,0000234,0000365,0000006,0000002,0000428,0000000,0000000,N
07,1999,06,1,01,18,CASTRIL,01,001 ,U,0000888,0000888,0000000,0000000,0000344,0000507,0000001,0000003,0000582,0000000,0000000,N
07,1999,06,1,01,18,CENES DE LA VEGA,01,002 ,A,0000829,0000829,0000000,0000000,0000260,0000360,0000005,0000001,0000475,0000000,0000000,N
07,1999,06,1,01,18,CORTES Y GRAENA,01,001 ,U,0000898,0000898,0000000,0000000,0000372,0000584,0000004,0000002,0000729,0000000,0000000,N
07,1999,06,1,01,18,CHAUCHINA,01,002 ,C,0000417,0000417,0000000,0000000,0000194,0000241,0000000,0000000,0000280,0000000,0000000,N
07,1999,06,1,01,18,CHURRIANA DE LA VEGA,01,002 ,B,0000897,0000897,0000000,0000000,0000361,0000581,0000003,0000006,0000702,0000000,0000000,N
07,1999,06,1,01,18,CHURRIANA DE LA VEGA,01,003 ,A,0000657,0000657,0000000,0000000,0000268,0000461,0000007,0000002,0000588,0000000,0000000,N
07,1999,06,1,01,18,DÚDAR,01,001 ,U,0000247,0000247,0000000,0000000,0000129,0000158,0000000,0000001,0000196,0000000,0000000,N
07,1999,06,1,01,18,GOR,01,001 ,B,0000543,0000543,0000000,0000000,0000186,0000281,0000001,0000001,0000365,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,01,011 ,C,0000396,0000396,0000000,0000000,0000144,0000202,0000001,0000003,0000256,0000000,0000000,N
07,1999,06,1,01,18,ALMUÑÉCAR,01,004 ,B,0000768,0000768,0000000,0000000,0000361,0000506,0000005,0000006,0000597,0000000,0000000,N
07,1999,06,1,01,18,ARMILLA,01,001 ,A,0000684,0000684,0000000,0000000,0000266,0000355,0000009,0000007,0000431,0000000,0000000,N
07,1999,06,1,01,18,ATARFE,01,004 ,A,0000749,0000749,0000000,0000000,0000247,0000349,0000002,0000010,0000430,0000000,0000000,N
07,1999,06,1,01,18,ATARFE,01,005 ,U,0000910,0000910,0000000,0000000,0000353,0000478,0000008,0000008,0000573,0000000,0000000,N
07,1999,06,1,01,18,ATARFE,02,002 ,U,0000982,0000982,0000000,0000000,0000401,0000525,0000003,0000005,0000626,0000000,0000000,N
07,1999,06,1,01,18,BAZA,01,002 ,B,0000929,0000929,0000000,0000000,0000215,0000290,0000002,0000006,0000374,0000000,0000000,N
07,1999,06,1,01,18,BAZA,02,001 ,B,0000808,0000808,0000000,0000000,0000243,0000349,0000001,0000004,0000433,0000000,0000000,N
07,1999,06,1,01,18,CAPILEIRA,01,001 ,U,0000444,0000444,0000000,0000000,0000163,0000254,0000002,0000000,0000354,0000000,0000000,N
07,1999,06,1,01,18,CHURRIANA DE LA VEGA,01,003 ,B,0000893,0000893,0000000,0000000,0000216,0000339,0000003,0000002,0000443,0000000,0000000,N
07,1999,06,1,01,18,DARRO,01,001 ,A,0000440,0000440,0000000,0000000,0000155,0000243,0000001,0000001,0000262,0000000,0000000,N
07,1999,06,1,01,18,DARRO,01,001 ,B,0000836,0000836,0000000,0000000,0000319,0000498,0000004,0000006,0000579,0000000,0000000,N
07,1999,06,1,01,18,DEIFONTES,01,001 ,B,0000700,0000700,0000000,0000000,0000258,0000383,0000001,0000001,0000515,0000000,0000000,N
07,1999,06,1,01,18,DÚRCAL,01,003 ,A,0000446,0000446,0000000,0000000,0000186,0000250,0000002,0000007,0000314,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,01,006 ,A,0000615,0000615,0000000,0000000,0000259,0000357,0000009,0000001,0000422,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,01,021 ,B,0000871,0000871,0000000,0000000,0000312,0000436,0000015,0000008,0000519,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,015 ,B,0000811,0000811,0000000,0000000,0000264,0000358,0000006,0000001,0000452,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,036 ,A,0000513,0000513,0000000,0000000,0000167,0000263,0000006,0000001,0000333,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,036 ,B,0000560,0000561,0000000,0000000,0000199,0000285,0000002,0000001,0000371,0000000,0000000,N
07,1999,06,1,01,18,ALHENDÍN,01,001 ,C,0000606,0000606,0000000,0000000,0000261,0000369,0000008,0000001,0000478,0000000,0000000,N
07,1999,06,1,01,18,ALMUÑÉCAR,01,002 ,B,0000771,0000772,0000000,0000000,0000335,0000469,0000006,0000003,0000571,0000000,0000000,N
07,1999,06,1,01,18,BAZA,03,001 ,A,0000460,0000460,0000000,0000000,0000140,0000200,0000000,0000001,0000250,0000000,0000000,N
07,1999,06,1,01,18,CÁSTARAS,01,001 ,U,0000293,0000293,0000000,0000000,0000088,0000143,0000004,0000002,0000177,0000000,0000000,N
07,1999,06,1,01,18,CÚLLAR,01,002 ,A,0000423,0000423,0000000,0000000,0000190,0000270,0000004,0000004,0000330,0000000,0000000,N
07,1999,06,1,01,18,CHAUCHINA,01,002 ,A,0000702,0000702,0000000,0000000,0000303,0000410,0000004,0000000,0000519,0000000,0000000,N
07,1999,06,1,01,18,DÍLAR,01,001 ,A,0000706,0000707,0000000,0000000,0000314,0000461,0000006,0000002,0000534,0000000,0000000,N
07,1999,06,1,01,18,DÚRCAL,01,001 ,B,0000740,0000740,0000000,0000000,0000318,0000430,0000007,0000013,0000532,0000000,0000000,N
07,1999,06,1,01,18,FREILA,01,001 ,U,0000849,0000849,0000000,0000000,0000351,0000480,0000002,0000002,0000625,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,004 ,U,0000877,0000878,0000000,0000000,0000350,0000479,0000001,0000001,0000593,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,007 ,B,0000637,0000637,0000000,0000000,0000236,0000319,0000007,0000003,0000411,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,017 ,A,0000599,0000599,0000000,0000000,0000205,0000278,0000008,0000005,0000348,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,017 ,B,0000860,0000860,0000000,0000000,0000333,0000414,0000015,0000004,0000512,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,020 ,A,0000487,0000487,0000000,0000000,0000188,0000251,0000007,0000000,0000293,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,013 ,A,0000739,0000739,0000000,0000000,0000258,0000351,0000006,0000005,0000430,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,020 ,B,0000675,0000675,0000000,0000000,0000207,0000276,0000002,0000002,0000337,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,032 ,B,0000437,0000437,0000000,0000000,0000117,0000164,0000005,0000002,0000215,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,01,023 ,B,0000585,0000585,0000000,0000000,0000215,0000279,0000008,0000002,0000327,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,001 ,B,0000511,0000511,0000000,0000000,0000195,0000252,0000003,0000002,0000310,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,002 ,B,0000895,0000896,0000000,0000000,0000327,0000456,0000011,0000004,0000540,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,013 ,B,0000788,0000788,0000000,0000000,0000271,0000374,0000006,0000005,0000451,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,016 ,U,0000915,0000915,0000000,0000000,0000346,0000444,0000004,0000001,0000543,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,033 ,B,0000627,0000627,0000000,0000000,0000248,0000328,0000009,0000002,0000419,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,044 ,B,0000646,0000646,0000000,0000000,0000233,0000297,0000010,0000002,0000360,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,006 ,A,0000574,0000574,0000000,0000000,0000204,0000260,0000006,0000003,0000327,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,023 ,B,0000861,0000861,0000000,0000000,0000253,0000330,0000006,0000000,0000417,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,025 ,B,0000563,0000563,0000000,0000000,0000209,0000278,0000007,0000001,0000336,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,030 ,B,0000713,0000713,0000000,0000000,0000184,0000229,0000005,0000004,0000296,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,031 ,B,0000544,0000544,0000000,0000000,0000130,0000172,0000002,0000002,0000238,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,005 ,B,0000877,0000877,0000000,0000000,0000273,0000380,0000013,0000003,0000463,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,017 ,A,0000482,0000483,0000000,0000000,0000157,0000237,0000002,0000001,0000299,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,023 ,B,0000524,0000524,0000000,0000000,0000200,0000261,0000005,0000001,0000349,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,001 ,B,0000567,0000567,0000000,0000000,0000208,0000276,0000005,0000003,0000321,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,008 ,B,0000575,0000575,0000000,0000000,0000183,0000261,0000007,0000001,0000351,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,07,011 ,B,0000780,0000780,0000000,0000000,0000307,0000436,0000003,0000005,0000513,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,028 ,B,0000570,0000570,0000000,0000000,0000247,0000289,0000002,0000000,0000327,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,032 ,C,0000536,0000536,0000000,0000000,0000203,0000271,0000002,0000001,0000323,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,02,034 ,U,0000828,0000830,0000000,0000000,0000299,0000455,0000011,0000000,0000569,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,008 ,A,0000616,0000616,0000000,0000000,0000220,0000311,0000008,0000003,0000392,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,009 ,C,0000573,0000574,0000000,0000000,0000175,0000254,0000004,0000000,0000329,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,026 ,A,0000736,0000736,0000000,0000000,0000251,0000321,0000006,0000002,0000399,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,03,031 ,C,0000330,0000330,0000000,0000000,0000069,0000106,0000000,0000000,0000139,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,001 ,B,0000738,0000739,0000000,0000000,0000245,0000329,0000010,0000001,0000410,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,003 ,B,0000551,0000553,0000000,0000000,0000195,0000276,0000006,0000004,0000328,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,004 ,U,0000781,0000781,0000000,0000000,0000270,0000350,0000009,0000003,0000422,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,006 ,C,0000466,0000466,0000000,0000000,0000166,0000239,0000004,0000001,0000284,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,007 ,A,0000562,0000562,0000000,0000000,0000191,0000258,0000006,0000003,0000327,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,007 ,B,0000675,0000675,0000000,0000000,0000269,0000329,0000015,0000004,0000400,0000000,0000000,N
07,1999,06,1,01,18,GRANADA,06,008 ,U,0000919,0000919,0000000,0000000,0000325,0000474,0000013,0000005,0000555,0000000,0000000,N
