"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1)","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Código I.N.E. del municipio (999 = C.E.R.A.).","Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito).","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Código de la candidatura o del Senador en elecciones al Senado.","Votos obtenidos por la candidatura o el Senador."
07,2004,06,1,01,18,014,01,002 ,C,000074,0000000
07,2004,06,1,01,18,014,01,002 ,D,000012,0000000
07,2004,06,1,01,18,014,01,002 ,D,000062,0000000
07,2004,06,1,01,18,015,01,001 ,U,000002,0000002
07,2004,06,1,01,18,015,01,001 ,U,000019,0000000
07,2004,06,1,01,18,015,01,001 ,U,000024,0000053
07,2004,06,1,01,18,015,01,001 ,U,000062,0000000
07,2004,06,1,01,18,015,01,001 ,U,000075,0000000
07,2004,06,1,01,18,016,01,001 ,U,000046,0000000
07,2004,06,1,01,18,017,01,001 ,A,000036,0000000
07,2004,06,1,01,18,017,01,001 ,A,000045,0000000
07,2004,06,1,01,18,017,01,001 ,A,000072,0000000
07,2004,06,1,01,18,017,01,001 ,B,000036,0000000
07,2004,06,1,01,18,017,01,001 ,B,000041,0000000
07,2004,06,1,01,18,017,01,001 ,B,000047,0000000
07,2004,06,1,01,18,017,01,002 ,A,000045,0000000
07,2004,06,1,01,18,017,01,002 ,A,000057,0000000
07,2004,06,1,01,18,017,01,002 ,B,000074,0000000
07,2004,06,1,01,18,017,01,003 ,A,000073,0000000
07,2004,06,1,01,18,017,01,003 ,B,000041,0000000
07,2004,06,1,01,18,017,01,003 ,B,000068,0000000
07,2004,06,1,01,18,017,01,003 ,B,000074,0000000
07,2004,06,1,01,18,017,01,003 ,C,000059,0000000
07,2004,06,1,01,18,017,01,003 ,C,000073,0000000
07,2004,06,1,01,18,017,01,004 ,A,000013,0000000
07,2004,06,1,01,18,001,01,001 ,U,000036,0000000
07,2004,06,1,01,18,001,01,001 ,U,000056,0000000
07,2004,06,1,01,18,001,01,001 ,U,000075,0000000
07,2004,06,1,01,18,002,01,001 ,U,000002,0000000
07,2004,06,1,01,18,002,01,001 ,U,000045,0000000
07,2004,06,1,01,18,002,01,001 ,U,000073,0000001
07,2004,06,1,01,18,003,01,001 ,A,000044,0000000
07,2004,06,1,01,18,003,01,001 ,A,000059,0000000
07,2004,06,1,01,18,003,01,001 ,B,000042,0000191
07,2004,06,1,01,18,003,01,001 ,B,000044,0000000
07,2004,06,1,01,18,003,01,001 ,B,000073,0000000
07,2004,06,1,01,18,003,01,002 ,A,000002,0000000
07,2004,06,1,01,18,003,01,002 ,A,000012,0000000
07,2004,06,1,01,18,003,01,002 ,A,000070,0000000
07,2004,06,1,01,18,002,01,001 ,U,000042,0000273
07,2004,06,1,01,18,002,01,001 ,U,000047,0000000
07,2004,06,1,01,18,002,01,001 ,U,000056,0000000
07,2004,06,1,01,18,002,01,001 ,U,000060,0000000
07,2004,06,1,01,18,002,01,001 ,U,000064,0000000
07,2004,06,1,01,18,003,01,001 ,A,000042,0000154
07,2004,06,1,01,18,003,01,001 ,A,000047,0000001
07,2004,06,1,01,18,003,01,001 ,A,000074,0000000
07,2004,06,1,01,18,003,01,001 ,B,000012,0000000
07,2004,06,1,01,18,003,01,001 ,B,000072,0000000
07,2004,06,1,01,18,003,01,002 ,A,000013,0000000
07,2004,06,1,01,18,003,01,002 ,B,000019,0000001
07,2004,06,1,01,18,003,01,002 ,B,000067,0000000
07,2004,06,1,01,18,003,01,003 ,A,000036,0000000
07,2004,06,1,01,18,003,01,003 ,A,000062,0000000
07,2004,06,1,01,18,003,01,003 ,A,000069,0000000
07,2004,06,1,01,18,003,01,003 ,B,000045,0000000
07,2004,06,1,01,18,003,01,003 ,C,000068,0000000
07,2004,06,1,01,18,003,01,004 ,A,000041,0000000
07,2004,06,1,01,18,003,01,004 ,A,000060,0000000
07,2004,06,1,01,18,003,01,004 ,A,000077,0000000
07,2004,06,1,01,18,003,01,004 ,C,000045,0000000
07,2004,06,1,01,18,003,01,004 ,C,000058,0000000
07,2004,06,1,01,18,003,01,004 ,C,000076,0000000
07,2004,06,1,01,18,003,01,005 ,A,000043,0000114
07,2004,06,1,01,18,003,01,005 ,A,000072,0000000
07,2004,06,1,01,18,003,01,002 ,A,000045,0000000
07,2004,06,1,01,18,003,01,002 ,A,000056,0000000
07,2004,06,1,01,18,003,01,002 ,A,000062,0000000
07,2004,06,1,01,18,003,01,002 ,B,000059,0000000
07,2004,06,1,01,18,003,01,002 ,B,000060,0000000
07,2004,06,1,01,18,003,01,003 ,A,000019,0000000
07,2004,06,1,01,18,003,01,003 ,A,000024,0000013
07,2004,06,1,01,18,003,01,003 ,A,000046,0000000
07,2004,06,1,01,18,003,01,003 ,A,000070,0000000
07,2004,06,1,01,18,003,01,003 ,B,000056,0000000
07,2004,06,1,01,18,003,01,003 ,C,000042,0000089
07,2004,06,1,01,18,003,01,003 ,C,000073,0000000
07,2004,06,1,01,18,003,01,004 ,A,000024,0000024
07,2004,06,1,01,18,003,01,004 ,A,000064,0000000
07,2004,06,1,01,18,003,01,004 ,A,000069,0000001
07,2004,06,1,01,18,003,01,004 ,A,000076,0000000
07,2004,06,1,01,18,003,01,004 ,B,000057,0000000
07,2004,06,1,01,18,003,01,004 ,C,000062,0000000
07,2004,06,1,01,18,003,01,005 ,B,000002,0000000
07,2004,06,1,01,18,003,01,005 ,B,000041,0000000
07,2004,06,1,01,18,003,01,005 ,B,000059,0000000
07,2004,06,1,01,18,003,01,005 ,C,000024,0000022
07,2004,06,1,01,18,003,01,005 ,C,000043,0000091
07,2004,06,1,01,18,003,01,006 ,A,000002,0000000
07,2004,06,1,01,18,003,01,006 ,A,000056,0000000
07,2004,06,1,01,18,003,01,006 ,B,000036,0000000
07,2004,06,1,01,18,003,01,006 ,B,000067,0000000
07,2004,06,1,01,18,003,01,006 ,B,000075,0000000
07,2004,06,1,01,18,003,01,007 ,U,000045,0000000
07,2004,06,1,01,18,003,01,008 ,A,000060,0000000
07,2004,06,1,01,18,003,01,008 ,A,000062,0000000
07,2004,06,1,01,18,003,01,008 ,B,000043,0000047
07,2004,06,1,01,18,003,01,008 ,B,000047,0000000
07,2004,06,1,01,18,003,01,008 ,B,000064,0000000
07,2004,06,1,01,18,003,01,008 ,B,000069,0000000
07,2004,06,1,01,18,004,01,001 ,A,000002,0000000
07,2004,06,1,01,18,004,01,001 ,A,000077,0000000
07,2004,06,1,01,18,004,01,001 ,B,000002,0000000
07,2004,06,1,01,18,004,01,001 ,B,000046,0000000
07,2004,06,1,01,18,005,01,001 ,U,000041,0000000
07,2004,06,1,01,18,006,01,001 ,A,000041,0000000
07,2004,06,1,01,18,006,01,001 ,A,000073,0000000
07,2004,06,1,01,18,006,01,001 ,B,000012,0000000
07,2004,06,1,01,18,006,01,001 ,B,000043,0000106
07,2004,06,1,01,18,006,01,001 ,B,000060,0000000
07,2004,06,1,01,18,006,01,002 ,U,000060,0000000
07,2004,06,1,01,18,006,02,001 ,A,000013,0000000
07,2004,06,1,01,18,006,02,001 ,A,000036,0000000
07,2004,06,1,01,18,006,02,001 ,A,000067,0000000
07,2004,06,1,01,18,003,01,002 ,A,000073,0000000
07,2004,06,1,01,18,003,01,002 ,B,000041,0000000
07,2004,06,1,01,18,003,01,002 ,B,000069,0000000
07,2004,06,1,01,18,003,01,003 ,A,000013,0000000
07,2004,06,1,01,18,003,01,003 ,A,000059,0000000
07,2004,06,1,01,18,003,01,003 ,B,000041,0000002
07,2004,06,1,01,18,003,01,003 ,B,000043,0000214
07,2004,06,1,01,18,003,01,003 ,C,000036,0000000
07,2004,06,1,01,18,003,01,004 ,A,000002,0000000
07,2004,06,1,01,18,003,01,004 ,A,000068,0000000
07,2004,06,1,01,18,003,01,004 ,B,000070,0000000
07,2004,06,1,01,18,003,01,004 ,C,000044,0000000
07,2004,06,1,01,18,003,01,004 ,C,000060,0000000
07,2004,06,1,01,18,003,01,004 ,C,000074,0000001
07,2004,06,1,01,18,003,01,004 ,C,000077,0000000
07,2004,06,1,01,18,003,01,005 ,A,000068,0000000
07,2004,06,1,01,18,003,01,005 ,B,000043,0000056
07,2004,06,1,01,18,003,01,005 ,B,000067,0000000
07,2004,06,1,01,18,003,01,005 ,C,000045,0000000
07,2004,06,1,01,18,003,01,005 ,C,000058,0000000
07,2004,06,1,01,18,003,01,006 ,A,000041,0000000
07,2004,06,1,01,18,003,01,006 ,A,000045,0000000
07,2004,06,1,01,18,003,01,006 ,A,000046,0000000
07,2004,06,1,01,18,003,01,006 ,A,000068,0000000
07,2004,06,1,01,18,003,01,006 ,B,000002,0000001
07,2004,06,1,01,18,003,01,008 ,B,000013,0000000
07,2004,06,1,01,18,004,01,001 ,A,000024,0000002
07,2004,06,1,01,18,004,01,001 ,A,000064,0000000
07,2004,06,1,01,18,004,01,001 ,A,000073,0000000
07,2004,06,1,01,18,004,01,001 ,B,000042,0000115
07,2004,06,1,01,18,004,01,001 ,B,000044,0000000
07,2004,06,1,01,18,005,01,001 ,U,000019,0000000
07,2004,06,1,01,18,006,01,001 ,A,000019,0000000
07,2004,06,1,01,18,006,01,001 ,A,000046,0000000
07,2004,06,1,01,18,006,01,001 ,B,000058,0000000
07,2004,06,1,01,18,006,01,001 ,B,000073,0000000
07,2004,06,1,01,18,006,01,002 ,U,000012,0000000
07,2004,06,1,01,18,006,01,002 ,U,000047,0000000
07,2004,06,1,01,18,006,01,002 ,U,000069,0000000
07,2004,06,1,01,18,006,02,001 ,A,000043,0000107
07,2004,06,1,01,18,006,02,001 ,B,000024,0000011
07,2004,06,1,01,18,006,02,001 ,B,000043,0000116
07,2004,06,1,01,18,006,02,001 ,B,000046,0000000
07,2004,06,1,01,18,006,02,001 ,B,000059,0000000
07,2004,06,1,01,18,006,02,001 ,C,000013,0000000
07,2004,06,1,01,18,006,02,001 ,C,000047,0000000
07,2004,06,1,01,18,006,02,001 ,C,000070,0000000
07,2004,06,1,01,18,006,03,001 ,U,000057,0000000
07,2004,06,1,01,18,007,01,001 ,A,000012,0000000
07,2004,06,1,01,18,017,01,004 ,B,000046,0000000
07,2004,06,1,01,18,017,01,004 ,B,000048,0000009
07,2004,06,1,01,18,017,01,004 ,B,000057,0000000
07,2004,06,1,01,18,017,01,004 ,C,000045,0000000
07,2004,06,1,01,18,017,01,004 ,C,000075,0000000
07,2004,06,1,01,18,017,01,005 ,A,000036,0000000
07,2004,06,1,01,18,017,01,005 ,A,000044,0000000
07,2004,06,1,01,18,017,01,005 ,A,000076,0000000
07,2004,06,1,01,18,017,01,005 ,B,000019,0000001
07,2004,06,1,01,18,017,01,005 ,B,000060,0000000
07,2004,06,1,01,18,017,01,005 ,B,000068,0000000
07,2004,06,1,01,18,017,01,005 ,B,000077,0000000
07,2004,06,1,01,18,017,01,006 ,A,000012,0000000
07,2004,06,1,01,18,017,01,006 ,A,000041,0000000
07,2004,06,1,01,18,017,01,006 ,A,000062,0000000
07,2004,06,1,01,18,017,01,006 ,B,000013,0000000
07,2004,06,1,01,18,017,01,006 ,B,000057,0000000
07,2004,06,1,01,18,017,01,006 ,B,000060,0000000
07,2004,06,1,01,18,017,01,006 ,C,000019,0000000
07,2004,06,1,01,18,017,01,006 ,C,000042,0000060
07,2004,06,1,01,18,017,01,006 ,C,000067,0000000
07,2004,06,1,01,18,017,01,006 ,C,000069,0000000
07,2004,06,1,01,18,017,01,007 ,B,000064,0000000
07,2004,06,1,01,18,017,01,008 ,A,000012,0000000
07,2004,06,1,01,18,017,01,008 ,A,000041,0000000
07,2004,06,1,01,18,017,01,008 ,B,000076,0000000
07,2004,06,1,01,18,017,01,009 ,A,000019,0000001
07,2004,06,1,01,18,017,01,009 ,B,000069,0000000
07,2004,06,1,01,18,017,01,010 ,A,000058,0000000
07,2004,06,1,01,18,017,01,010 ,B,000012,0000000
07,2004,06,1,01,18,017,02,001 ,B,000060,0000000
07,2004,06,1,01,18,017,02,002 ,A,000024,0000005
07,2004,06,1,01,18,017,02,002 ,A,000042,0000130
07,2004,06,1,01,18,017,02,002 ,B,000045,0000000
07,2004,06,1,01,18,017,02,002 ,B,000073,0000000
07,2004,06,1,01,18,017,03,001 ,A,000067,0000000
07,2004,06,1,01,18,017,03,001 ,B,000057,0000000
07,2004,06,1,01,18,017,03,001 ,B,000077,0000001
07,2004,06,1,01,18,018,01,001 ,U,000043,0000130
07,2004,06,1,01,18,018,01,001 ,U,000069,0000000
07,2004,06,1,01,18,018,01,001 ,U,000077,0000011
07,2004,06,1,01,18,020,01,001 ,A,000058,0000000
07,2004,06,1,01,18,020,01,002 ,U,000013,0000000
07,2004,06,1,01,18,020,01,002 ,U,000019,0000000
07,2004,06,1,01,18,020,01,002 ,U,000047,0000000
07,2004,06,1,01,18,020,01,002 ,U,000062,0000000
07,2004,06,1,01,18,021,01,001 ,B,000062,0000000
07,2004,06,1,01,18,021,01,001 ,B,000077,0000001
07,2004,06,1,01,18,021,01,001 ,C,000076,0000000
07,2004,06,1,01,18,001,01,001 ,U,000074,0000000
07,2004,06,1,01,18,002,01,001 ,U,000067,0000000
07,2004,06,1,01,18,002,01,001 ,U,000068,0000000
07,2004,06,1,01,18,003,01,001 ,A,000058,0000000
07,2004,06,1,01,18,003,01,001 ,B,000060,0000000
07,2004,06,1,01,18,003,01,002 ,A,000075,0000000
07,2004,06,1,01,18,003,01,002 ,B,000024,0000033
07,2004,06,1,01,18,003,01,002 ,B,000058,0000000
07,2004,06,1,01,18,003,01,002 ,B,000062,0000000
07,2004,06,1,01,18,003,01,002 ,B,000068,0000000
07,2004,06,1,01,18,003,01,003 ,B,000046,0000000
07,2004,06,1,01,18,003,01,003 ,C,000047,0000001
07,2004,06,1,01,18,003,01,003 ,C,000059,0000000
07,2004,06,1,01,18,003,01,003 ,C,000070,0000000
07,2004,06,1,01,18,003,01,004 ,A,000036,0000000
07,2004,06,1,01,18,003,01,004 ,A,000062,0000000
07,2004,06,1,01,18,003,01,004 ,C,000057,0000000
07,2004,06,1,01,18,003,01,004 ,C,000067,0000000
07,2004,06,1,01,18,003,01,005 ,A,000056,0000000
07,2004,06,1,01,18,003,01,005 ,B,000036,0000000
07,2004,06,1,01,18,003,01,005 ,C,000076,0000000
07,2004,06,1,01,18,003,01,006 ,B,000043,0000067
07,2004,06,1,01,18,003,01,006 ,B,000072,0000000
07,2004,06,1,01,18,003,01,007 ,U,000046,0000000
07,2004,06,1,01,18,003,01,007 ,U,000062,0000000
07,2004,06,1,01,18,003,01,007 ,U,000068,0000000
07,2004,06,1,01,18,003,01,008 ,A,000024,0000028
07,2004,06,1,01,18,003,01,008 ,A,000047,0000000
07,2004,06,1,01,18,003,01,008 ,A,000058,0000000
07,2004,06,1,01,18,003,01,008 ,A,000067,0000000
07,2004,06,1,01,18,003,01,008 ,B,000036,0000000
07,2004,06,1,01,18,004,01,001 ,A,000041,0000000
07,2004,06,1,01,18,004,01,001 ,A,000047,0000000
07,2004,06,1,01,18,004,01,001 ,A,000056,0000000
07,2004,06,1,01,18,004,01,001 ,B,000048,0000002
07,2004,06,1,01,18,006,01,001 ,A,000002,0000002
07,2004,06,1,01,18,006,01,001 ,A,000077,0000001
07,2004,06,1,01,18,006,01,001 ,B,000013,0000000
07,2004,06,1,01,18,006,01,001 ,B,000077,0000000
07,2004,06,1,01,18,006,02,001 ,A,000060,0000000
07,2004,06,1,01,18,006,02,001 ,B,000070,0000000
07,2004,06,1,01,18,006,02,001 ,B,000075,0000000
07,2004,06,1,01,18,007,01,001 ,A,000068,0000000
07,2004,06,1,01,18,007,01,001 ,B,000057,0000001
07,2004,06,1,01,18,007,01,001 ,B,000059,0000000
07,2004,06,1,01,18,010,01,001 ,U,000046,0000000
07,2004,06,1,01,18,001,01,001 ,U,000064,0000000
07,2004,06,1,01,18,002,01,001 ,U,000058,0000000
07,2004,06,1,01,18,002,01,001 ,U,000059,0000000
07,2004,06,1,01,18,002,01,001 ,U,000072,0000000
07,2004,06,1,01,18,003,01,001 ,A,000024,0000020
07,2004,06,1,01,18,003,01,001 ,A,000056,0000000
07,2004,06,1,01,18,003,01,001 ,A,000060,0000000
07,2004,06,1,01,18,003,01,001 ,A,000075,0000000
07,2004,06,1,01,18,003,01,001 ,B,000019,0000000
07,2004,06,1,01,18,003,01,001 ,B,000076,0000000
07,2004,06,1,01,18,003,01,002 ,A,000069,0000000
07,2004,06,1,01,18,003,01,002 ,B,000013,0000000
07,2004,06,1,01,18,003,01,002 ,B,000043,0000072
07,2004,06,1,01,18,003,01,002 ,B,000045,0000000
07,2004,06,1,01,18,003,01,002 ,B,000072,0000000
07,2004,06,1,01,18,003,01,003 ,A,000043,0000130
07,2004,06,1,01,18,003,01,003 ,A,000044,0000000
07,2004,06,1,01,18,003,01,003 ,A,000064,0000000
07,2004,06,1,01,18,003,01,003 ,A,000073,0000001
07,2004,06,1,01,18,003,01,003 ,B,000047,0000001
07,2004,06,1,01,18,003,01,003 ,C,000045,0000001
07,2004,06,1,01,18,003,01,003 ,C,000056,0000000
07,2004,06,1,01,18,003,01,004 ,A,000070,0000001
07,2004,06,1,01,18,003,01,004 ,B,000044,0000000
07,2004,06,1,01,18,003,01,004 ,B,000077,0000000
07,2004,06,1,01,18,003,01,005 ,A,000002,0000000
07,2004,06,1,01,18,003,01,005 ,A,000059,0000000
07,2004,06,1,01,18,003,01,005 ,B,000062,0000000
07,2004,06,1,01,18,003,01,005 ,C,000075,0000000
07,2004,06,1,01,18,003,01,006 ,B,000062,0000000
07,2004,06,1,01,18,003,01,007 ,U,000047,0000001
07,2004,06,1,01,18,003,01,007 ,U,000060,0000000
07,2004,06,1,01,18,003,01,008 ,A,000036,0000000
07,2004,06,1,01,18,003,01,008 ,A,000044,0000000
07,2004,06,1,01,18,003,01,008 ,A,000059,0000000
07,2004,06,1,01,18,003,01,003 ,A,000042,0000120
07,2004,06,1,01,18,003,01,003 ,A,000057,0000000
07,2004,06,1,01,18,003,01,003 ,A,000068,0000000
07,2004,06,1,01,18,003,01,003 ,B,000013,0000000
07,2004,06,1,01,18,003,01,003 ,B,000068,0000000
07,2004,06,1,01,18,003,01,004 ,A,000013,0000000
07,2004,06,1,01,18,003,01,004 ,A,000019,0000001
07,2004,06,1,01,18,003,01,004 ,A,000073,0000000
07,2004,06,1,01,18,003,01,004 ,B,000024,0000010
07,2004,06,1,01,18,003,01,004 ,B,000060,0000000
07,2004,06,1,01,18,003,01,004 ,B,000064,0000000
07,2004,06,1,01,18,003,01,004 ,B,000072,0000000
07,2004,06,1,01,18,003,01,004 ,C,000036,0000000
07,2004,06,1,01,18,003,01,004 ,C,000041,0000001
07,2004,06,1,01,18,003,01,004 ,C,000059,0000000
07,2004,06,1,01,18,003,01,005 ,A,000013,0000000
07,2004,06,1,01,18,003,01,005 ,A,000019,0000001
07,2004,06,1,01,18,003,01,005 ,A,000077,0000000
07,2004,06,1,01,18,003,01,005 ,B,000024,0000010
07,2004,06,1,01,18,003,01,005 ,B,000068,0000000
