"Tipo de elección.","Año del proceso electoral.","Mes del proceso electoral.","Número de vuelta (en procesos a una sola vuelta = 1)","Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.","Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.","Código I.N.E. del municipio (999 = C.E.R.A.).","Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito).","Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única).","Código de la candidatura o del Senador en elecciones al Senado.","Votos obtenidos por la candidatura o el Senador."
07,2009,06,1,01,18,003,01,009 ,B,000013,0000000
07,2009,06,1,01,18,003,01,009 ,B,000017,0000006
07,2009,06,1,01,18,003,01,009 ,B,000019,0000000
07,2009,06,1,01,18,003,01,009 ,B,000022,0000000
07,2009,06,1,01,18,003,01,010 ,A,000017,0000012
07,2009,06,1,01,18,003,01,010 ,A,000076,0000000
07,2009,06,1,01,18,004,01,001 ,A,000019,0000000
07,2009,06,1,01,18,004,01,001 ,B,000019,0000000
07,2009,06,1,01,18,005,01,001 ,U,000011,0000000
07,2009,06,1,01,18,006,01,001 ,A,000019,0000000
07,2009,06,1,01,18,006,01,001 ,B,000007,0000000
07,2009,06,1,01,18,006,01,001 ,B,000008,0000131
07,2009,06,1,01,18,006,01,001 ,B,000037,0000000
07,2009,06,1,01,18,006,01,002 ,B,000011,0000000
07,2009,06,1,01,18,006,01,002 ,B,000023,0000000
07,2009,06,1,01,18,006,02,001 ,A,000017,0000003
07,2009,06,1,01,18,006,02,001 ,A,000019,0000000
07,2009,06,1,01,18,006,02,001 ,A,000031,0000000
07,2009,06,1,01,18,006,02,001 ,A,000071,0000005
07,2009,06,1,01,18,006,02,001 ,A,000074,0000000
07,2009,06,1,01,18,006,02,001 ,B,000004,0000000
07,2009,06,1,01,18,006,02,001 ,B,000007,0000000
07,2009,06,1,01,18,006,02,001 ,B,000031,0000000
07,2009,06,1,01,18,006,02,001 ,B,000035,0000000
07,2009,06,1,01,18,006,02,001 ,C,000014,0000000
07,2009,06,1,01,18,006,02,001 ,C,000030,0000000
07,2009,06,1,01,18,006,02,001 ,C,000036,0000000
07,2009,06,1,01,18,007,01,001 ,A,000009,0000000
07,2009,06,1,01,18,007,01,001 ,A,000029,0000000
07,2009,06,1,01,18,007,01,001 ,B,000017,0000001
07,2009,06,1,01,18,007,01,001 ,B,000023,0000000
07,2009,06,1,01,18,010,01,001 ,U,000009,0000000
07,2009,06,1,01,18,010,01,001 ,U,000030,0000000
07,2009,06,1,01,18,010,01,001 ,U,000034,0000000
07,2009,06,1,01,18,010,01,001 ,U,000036,0000000
07,2009,06,1,01,18,011,01,001 ,A,000019,0000001
07,2009,06,1,01,18,011,01,001 ,B,000003,0000000
07,2009,06,1,01,18,011,01,001 ,B,000013,0000000
07,2009,06,1,01,18,011,01,001 ,B,000022,0000000
07,2009,06,1,01,18,011,01,002 ,A,000001,0000000
07,2009,06,1,01,18,011,01,002 ,A,000020,0000001
07,2009,06,1,01,18,011,01,002 ,A,000025,0000007
07,2009,06,1,01,18,011,01,002 ,A,000037,0000000
07,2009,06,1,01,18,011,01,002 ,B,000007,0000000
07,2009,06,1,01,18,011,01,002 ,B,000014,0000000
07,2009,06,1,01,18,011,01,002 ,B,000074,0000000
07,2009,06,1,01,18,011,01,002 ,C,000018,0000000
07,2009,06,1,01,18,011,01,003 ,A,000005,0000000
07,2009,06,1,01,18,011,01,003 ,B,000022,0000000
07,2009,06,1,01,18,011,01,003 ,B,000035,0000000
07,2009,06,1,01,18,012,01,001 ,U,000001,0000000
07,2009,06,1,01,18,012,01,001 ,U,000037,0000000
07,2009,06,1,01,18,012,01,002 ,U,000022,0000000
07,2009,06,1,01,18,012,01,002 ,U,000023,0000000
07,2009,06,1,01,18,012,01,002 ,U,000076,0000000
07,2009,06,1,01,18,012,01,003 ,A,000007,0000000
07,2009,06,1,01,18,012,01,004 ,U,000014,0000000
07,2009,06,1,01,18,012,01,004 ,U,000017,0000000
07,2009,06,1,01,18,012,01,004 ,U,000034,0000000
07,2009,06,1,01,18,013,01,001 ,U,000014,0000000
07,2009,06,1,01,18,013,01,001 ,U,000018,0000000
07,2009,06,1,01,18,013,01,001 ,U,000020,0000000
07,2009,06,1,01,18,013,01,001 ,U,000032,0000000
07,2009,06,1,01,18,013,01,002 ,U,000022,0000000
07,2009,06,1,01,18,013,01,003 ,U,000005,0000000
07,2009,06,1,01,18,013,01,004 ,A,000007,0000001
07,2009,06,1,01,18,013,01,004 ,A,000035,0000000
07,2009,06,1,01,18,013,01,004 ,B,000037,0000000
07,2009,06,1,01,18,013,01,005 ,U,000010,0000000
07,2009,06,1,01,18,013,01,005 ,U,000019,0000000
07,2009,06,1,01,18,013,01,005 ,U,000022,0000000
07,2009,06,1,01,18,013,01,005 ,U,000037,0000000
07,2009,06,1,01,18,014,01,001 ,A,000029,0000000
07,2009,06,1,01,18,014,01,001 ,B,000008,0000174
07,2009,06,1,01,18,014,01,002 ,A,000011,0000000
07,2009,06,1,01,18,014,01,002 ,B,000017,0000001
07,2009,06,1,01,18,014,01,002 ,B,000022,0000000
07,2009,06,1,01,18,014,01,002 ,B,000025,0000001
07,2009,06,1,01,18,014,01,002 ,B,000030,0000000
07,2009,06,1,01,18,014,01,002 ,B,000036,0000000
07,2009,06,1,01,18,014,01,002 ,C,000007,0000096
07,2009,06,1,01,18,014,01,002 ,C,000030,0000000
07,2009,06,1,01,18,014,01,002 ,C,000032,0000000
07,2009,06,1,01,18,014,01,002 ,C,000071,0000005
07,2009,06,1,01,18,014,01,003 ,A,000012,0000000
07,2009,06,1,01,18,014,01,003 ,A,000026,0000000
07,2009,06,1,01,18,014,01,003 ,B,000035,0000000
07,2009,06,1,01,18,014,01,004 ,A,000004,0000000
07,2009,06,1,01,18,014,01,004 ,A,000027,0000000
07,2009,06,1,01,18,014,01,004 ,B,000020,0000000
07,2009,06,1,01,18,014,01,004 ,B,000037,0000000
07,2009,06,1,01,18,015,01,001 ,U,000012,0000001
07,2009,06,1,01,18,015,01,001 ,U,000017,0000001
07,2009,06,1,01,18,015,01,001 ,U,000023,0000000
07,2009,06,1,01,18,015,01,001 ,U,000026,0000000
07,2009,06,1,01,18,016,01,001 ,U,000012,0000000
07,2009,06,1,01,18,016,01,001 ,U,000019,0000000
07,2009,06,1,01,18,016,01,001 ,U,000029,0000000
07,2009,06,1,01,18,016,01,001 ,U,000036,0000000
07,2009,06,1,01,18,016,01,001 ,U,000071,0000002
07,2009,06,1,01,18,017,01,001 ,A,000012,0000000
07,2009,06,1,01,18,017,01,001 ,B,000014,0000000
07,2009,06,1,01,18,017,01,001 ,B,000031,0000000
07,2009,06,1,01,18,017,01,001 ,B,000034,0000000
07,2009,06,1,01,18,017,01,002 ,A,000003,0000000
07,2009,06,1,01,18,017,01,002 ,A,000020,0000000
07,2009,06,1,01,18,017,01,002 ,B,000012,0000000
07,2009,06,1,01,18,017,01,002 ,B,000026,0000000
07,2009,06,1,01,18,017,01,002 ,B,000029,0000000
07,2009,06,1,01,18,017,01,003 ,A,000023,0000000
07,2009,06,1,01,18,017,01,003 ,A,000026,0000000
07,2009,06,1,01,18,017,01,003 ,A,000028,0000077
07,2009,06,1,01,18,017,01,003 ,B,000007,0000000
07,2009,06,1,01,18,017,01,003 ,B,000034,0000001
07,2009,06,1,01,18,017,01,003 ,C,000029,0000000
07,2009,06,1,01,18,017,01,003 ,C,000037,0000000
07,2009,06,1,01,18,017,01,004 ,A,000023,0000000
07,2009,06,1,01,18,017,01,004 ,A,000076,0000001
07,2009,06,1,01,18,017,01,004 ,B,000004,0000000
07,2009,06,1,01,18,017,01,004 ,B,000020,0000000
07,2009,06,1,01,18,017,01,004 ,B,000022,0000000
07,2009,06,1,01,18,017,01,004 ,B,000031,0000000
07,2009,06,1,01,18,017,01,004 ,C,000011,0000000
07,2009,06,1,01,18,017,01,004 ,C,000023,0000000
07,2009,06,1,01,18,017,01,004 ,C,000026,0000000
07,2009,06,1,01,18,017,01,004 ,C,000071,0000009
07,2009,06,1,01,18,017,01,005 ,A,000003,0000000
07,2009,06,1,01,18,017,01,005 ,A,000008,0000104
07,2009,06,1,01,18,017,01,005 ,A,000037,0000001
07,2009,06,1,01,18,017,01,005 ,B,000031,0000000
07,2009,06,1,01,18,017,01,006 ,A,000026,0000000
07,2009,06,1,01,18,017,01,006 ,B,000011,0000000
07,2009,06,1,01,18,017,01,006 ,B,000031,0000000
07,2009,06,1,01,18,017,01,006 ,B,000032,0000000
07,2009,06,1,01,18,017,01,007 ,A,000037,0000000
07,2009,06,1,01,18,017,01,007 ,A,000074,0000000
07,2009,06,1,01,18,017,01,007 ,B,000011,0000000
07,2009,06,1,01,18,017,01,007 ,C,000015,0000001
07,2009,06,1,01,18,017,01,007 ,C,000035,0000000
07,2009,06,1,01,18,017,01,008 ,A,000013,0000000
07,2009,06,1,01,18,017,01,008 ,A,000037,0000000
07,2009,06,1,01,18,017,01,008 ,A,000071,0000004
07,2009,06,1,01,18,017,01,008 ,A,000074,0000000
07,2009,06,1,01,18,017,01,008 ,A,000076,0000001
07,2009,06,1,01,18,017,01,008 ,B,000004,0000001
07,2009,06,1,01,18,017,01,008 ,B,000012,0000000
07,2009,06,1,01,18,017,01,009 ,A,000001,0000000
07,2009,06,1,01,18,017,01,009 ,A,000003,0000000
07,2009,06,1,01,18,017,01,009 ,A,000019,0000000
07,2009,06,1,01,18,017,01,009 ,B,000011,0000000
07,2009,06,1,01,18,017,01,009 ,B,000020,0000001
07,2009,06,1,01,18,017,01,009 ,B,000025,0000000
07,2009,06,1,01,18,017,01,009 ,B,000032,0000000
07,2009,06,1,01,18,017,01,009 ,C,000009,0000000
07,2009,06,1,01,18,017,01,009 ,C,000017,0000003
07,2009,06,1,01,18,017,01,009 ,C,000034,0000000
07,2009,06,1,01,18,017,01,010 ,A,000005,0000000
07,2009,06,1,01,18,017,01,010 ,B,000032,0000000
07,2009,06,1,01,18,017,01,010 ,B,000036,0000000
07,2009,06,1,01,18,017,01,011 ,U,000029,0000000
07,2009,06,1,01,18,017,01,011 ,U,000030,0000000
07,2009,06,1,01,18,017,02,001 ,A,000013,0000000
07,2009,06,1,01,18,017,02,001 ,A,000032,0000000
07,2009,06,1,01,18,017,02,001 ,A,000034,0000000
07,2009,06,1,01,18,017,02,001 ,B,000003,0000000
07,2009,06,1,01,18,017,02,001 ,B,000014,0000000
07,2009,06,1,01,18,017,02,001 ,B,000020,0000000
07,2009,06,1,01,18,017,02,002 ,A,000001,0000000
07,2009,06,1,01,18,017,02,002 ,A,000010,0000001
07,2009,06,1,01,18,017,02,002 ,A,000020,0000000
07,2009,06,1,01,18,017,02,002 ,B,000026,0000000
07,2009,06,1,01,18,017,03,001 ,A,000019,0000000
07,2009,06,1,01,18,017,03,001 ,A,000020,0000000
07,2009,06,1,01,18,017,03,001 ,A,000023,0000000
07,2009,06,1,01,18,017,03,001 ,B,000026,0000001
07,2009,06,1,01,18,018,01,001 ,U,000010,0000000
07,2009,06,1,01,18,020,01,001 ,A,000005,0000000
07,2009,06,1,01,18,020,01,001 ,A,000013,0000000
07,2009,06,1,01,18,020,01,001 ,A,000020,0000000
07,2009,06,1,01,18,020,01,001 ,A,000026,0000000
07,2009,06,1,01,18,020,01,001 ,A,000037,0000000
07,2009,06,1,01,18,020,01,002 ,U,000007,0000000
07,2009,06,1,01,18,021,01,001 ,A,000019,0000000
07,2009,06,1,01,18,021,01,001 ,A,000025,0000005
07,2009,06,1,01,18,021,01,001 ,A,000028,0000200
07,2009,06,1,01,18,021,01,001 ,A,000076,0000000
07,2009,06,1,01,18,021,01,002 ,A,000001,0000000
07,2009,06,1,01,18,021,01,002 ,A,000013,0000000
07,2009,06,1,01,18,021,01,002 ,A,000015,0000001
07,2009,06,1,01,18,021,01,002 ,B,000014,0000000
07,2009,06,1,01,18,021,01,002 ,B,000026,0000000
07,2009,06,1,01,18,021,01,002 ,B,000036,0000000
07,2009,06,1,01,18,021,01,002 ,C,000005,0000000
07,2009,06,1,01,18,021,01,003 ,A,000007,0000000
07,2009,06,1,01,18,021,01,003 ,A,000037,0000000
07,2009,06,1,01,18,021,01,004 ,A,000010,0000000
07,2009,06,1,01,18,021,01,004 ,A,000020,0000000
07,2009,06,1,01,18,021,01,004 ,A,000025,0000001
07,2009,06,1,01,18,021,01,004 ,A,000035,0000000
07,2009,06,1,01,18,021,01,004 ,B,000028,0000196
07,2009,06,1,01,18,021,01,004 ,B,000035,0000000
07,2009,06,1,01,18,021,01,005 ,A,000004,0000000
07,2009,06,1,01,18,021,01,005 ,A,000025,0000000
07,2009,06,1,01,18,021,01,005 ,A,000076,0000001
07,2009,06,1,01,18,021,01,005 ,B,000007,0000000
07,2009,06,1,01,18,021,01,005 ,B,000029,0000000
07,2009,06,1,01,18,021,01,006 ,A,000001,0000000
07,2009,06,1,01,18,021,01,006 ,A,000005,0000000
07,2009,06,1,01,18,021,01,006 ,B,000005,0000002
07,2009,06,1,01,18,021,01,006 ,B,000023,0000001
07,2009,06,1,01,18,021,01,006 ,B,000035,0000000
07,2009,06,1,01,18,021,01,007 ,B,000013,0000000
07,2009,06,1,01,18,021,01,008 ,A,000019,0000000
07,2009,06,1,01,18,021,01,009 ,A,000015,0000002
07,2009,06,1,01,18,021,01,009 ,A,000025,0000002
07,2009,06,1,01,18,021,01,009 ,A,000034,0000000
07,2009,06,1,01,18,021,01,009 ,B,000009,0000000
07,2009,06,1,01,18,021,01,009 ,B,000013,0000000
07,2009,06,1,01,18,021,01,009 ,B,000014,0000000
07,2009,06,1,01,18,021,01,010 ,U,000008,0000198
07,2009,06,1,01,18,021,01,010 ,U,000018,0000000
07,2009,06,1,01,18,021,01,010 ,U,000034,0000000
07,2009,06,1,01,18,021,01,011 ,U,000012,0000000
07,2009,06,1,01,18,021,01,011 ,U,000023,0000001
07,2009,06,1,01,18,021,01,011 ,U,000034,0000000
07,2009,06,1,01,18,021,01,012 ,A,000026,0000000
07,2009,06,1,01,18,022,01,001 ,A,000014,0000000
07,2009,06,1,01,18,022,01,002 ,A,000012,0000000
07,2009,06,1,01,18,022,01,002 ,A,000014,0000000
07,2009,06,1,01,18,022,01,002 ,A,000018,0000001
07,2009,06,1,01,18,022,01,002 ,A,000031,0000000
07,2009,06,1,01,18,022,01,002 ,A,000035,0000000
07,2009,06,1,01,18,022,01,002 ,A,000071,0000019
07,2009,06,1,01,18,022,01,002 ,B,000030,0000000
07,2009,06,1,01,18,022,01,002 ,B,000071,0000022
07,2009,06,1,01,18,022,01,003 ,U,000074,0000000
07,2009,06,1,01,18,022,01,004 ,A,000013,0000000
07,2009,06,1,01,18,022,01,004 ,A,000015,0000000
07,2009,06,1,01,18,022,01,004 ,A,000026,0000000
07,2009,06,1,01,18,022,01,004 ,A,000032,0000000
07,2009,06,1,01,18,022,01,004 ,B,000071,0000032
07,2009,06,1,01,18,022,01,005 ,A,000005,0000000
07,2009,06,1,01,18,022,01,005 ,B,000011,0000000
07,2009,06,1,01,18,022,01,005 ,B,000026,0000000
07,2009,06,1,01,18,022,01,006 ,A,000019,0000000
07,2009,06,1,01,18,022,01,006 ,A,000027,0000000
07,2009,06,1,01,18,022,01,006 ,A,000076,0000001
07,2009,06,1,01,18,022,01,006 ,B,000008,0000073
07,2009,06,1,01,18,022,01,006 ,C,000027,0000001
07,2009,06,1,01,18,022,01,007 ,A,000009,0000000
07,2009,06,1,01,18,022,01,007 ,A,000022,0000000
07,2009,06,1,01,18,022,01,007 ,B,000024,0000000
07,2009,06,1,01,18,022,01,007 ,B,000035,0000000
07,2009,06,1,01,18,022,01,007 ,B,000074,0000001
07,2009,06,1,01,18,022,02,001 ,A,000005,0000000
07,2009,06,1,01,18,022,02,001 ,A,000074,0000001
07,2009,06,1,01,18,022,02,001 ,B,000009,0000000
07,2009,06,1,01,18,022,02,001 ,B,000032,0000000
07,2009,06,1,01,18,022,02,001 ,B,000034,0000000
07,2009,06,1,01,18,022,02,001 ,C,000010,0000000
07,2009,06,1,01,18,022,02,002 ,A,000020,0000000
07,2009,06,1,01,18,022,02,002 ,A,000037,0000000
07,2009,06,1,01,18,022,02,002 ,B,000004,0000000
07,2009,06,1,01,18,022,02,002 ,B,000009,0000000
07,2009,06,1,01,18,022,02,002 ,B,000023,0000000
07,2009,06,1,01,18,022,02,002 ,B,000029,0000000
07,2009,06,1,01,18,023,01,002 ,A,000004,0000000
07,2009,06,1,01,18,023,01,002 ,A,000008,0000084
07,2009,06,1,01,18,023,01,002 ,A,000019,0000000
07,2009,06,1,01,18,023,01,002 ,A,000025,0000002
07,2009,06,1,01,18,023,01,002 ,A,000030,0000000
07,2009,06,1,01,18,023,01,002 ,B,000011,0000000
07,2009,06,1,01,18,023,01,002 ,B,000018,0000000
07,2009,06,1,01,18,023,01,003 ,A,000027,0000000
07,2009,06,1,01,18,023,01,003 ,A,000029,0000000
07,2009,06,1,01,18,023,01,003 ,B,000010,0000000
07,2009,06,1,01,18,023,01,003 ,B,000014,0000000
07,2009,06,1,01,18,023,01,003 ,B,000032,0000000
07,2009,06,1,01,18,023,01,003 ,B,000074,0000000
07,2009,06,1,01,18,023,01,004 ,A,000008,0000114
07,2009,06,1,01,18,023,01,004 ,A,000017,0000001
07,2009,06,1,01,18,023,01,004 ,B,000005,0000000
07,2009,06,1,01,18,023,01,004 ,B,000037,0000000
07,2009,06,1,01,18,023,01,005 ,A,000009,0000000
07,2009,06,1,01,18,023,01,006 ,U,000028,0000127
07,2009,06,1,01,18,023,01,007 ,U,000008,0000167
07,2009,06,1,01,18,023,01,007 ,U,000019,0000000
07,2009,06,1,01,18,023,02,001 ,A,000029,0000000
07,2009,06,1,01,18,023,02,001 ,B,000005,0000001
07,2009,06,1,01,18,023,02,001 ,B,000017,0000007
07,2009,06,1,01,18,023,02,002 ,A,000023,0000000
07,2009,06,1,01,18,023,02,002 ,A,000031,0000000
07,2009,06,1,01,18,023,02,002 ,B,000014,0000000
07,2009,06,1,01,18,023,02,002 ,C,000025,0000001
07,2009,06,1,01,18,023,02,002 ,C,000076,0000002
07,2009,06,1,01,18,023,02,003 ,A,000017,0000003
07,2009,06,1,01,18,023,02,003 ,A,000028,0000076
07,2009,06,1,01,18,023,02,003 ,A,000037,0000000
07,2009,06,1,01,18,023,02,003 ,B,000007,0000000
07,2009,06,1,01,18,023,02,003 ,B,000014,0000000
07,2009,06,1,01,18,023,02,004 ,A,000011,0000000
07,2009,06,1,01,18,023,02,004 ,A,000028,0000105
07,2009,06,1,01,18,023,02,004 ,A,000031,0000000
07,2009,06,1,01,18,023,02,004 ,A,000035,0000000
07,2009,06,1,01,18,023,02,004 ,B,000004,0000000
07,2009,06,1,01,18,023,02,004 ,B,000012,0000000
07,2009,06,1,01,18,023,02,004 ,B,000024,0000000
07,2009,06,1,01,18,023,02,004 ,B,000036,0000000
07,2009,06,1,01,18,023,02,005 ,A,000005,0000001
07,2009,06,1,01,18,023,02,006 ,U,000011,0000000
07,2009,06,1,01,18,023,02,006 ,U,000013,0000000
07,2009,06,1,01,18,023,02,006 ,U,000019,0000001
07,2009,06,1,01,18,023,03,001 ,A,000012,0000000
07,2009,06,1,01,18,023,03,001 ,A,000019,0000000
07,2009,06,1,01,18,023,03,001 ,A,000020,0000001
07,2009,06,1,01,18,023,03,002 ,A,000010,0000000
07,2009,06,1,01,18,023,03,002 ,A,000028,0000045
07,2009,06,1,01,18,024,01,001 ,B,000005,0000000
07,2009,06,1,01,18,024,01,001 ,B,000009,0000000
07,2009,06,1,01,18,024,01,001 ,B,000027,0000000
07,2009,06,1,01,18,024,01,001 ,B,000035,0000000
07,2009,06,1,01,18,025,01,001 ,U,000036,0000000
07,2009,06,1,01,18,027,01,001 ,A,000005,0000000
07,2009,06,1,01,18,027,01,001 ,A,000008,0000021
07,2009,06,1,01,18,027,01,001 ,A,000012,0000000
07,2009,06,1,01,18,027,01,002 ,A,000005,0000000
07,2009,06,1,01,18,027,01,002 ,B,000012,0000000
07,2009,06,1,01,18,027,01,002 ,B,000017,0000007
07,2009,06,1,01,18,028,01,001 ,A,000011,0000000
07,2009,06,1,01,18,028,01,001 ,A,000032,0000000
07,2009,06,1,01,18,028,01,001 ,A,000074,0000000
07,2009,06,1,01,18,028,01,001 ,B,000008,0000178
07,2009,06,1,01,18,028,01,001 ,B,000037,0000000
07,2009,06,1,01,18,029,01,001 ,A,000003,0000000
07,2009,06,1,01,18,029,01,001 ,A,000029,0000000
07,2009,06,1,01,18,029,01,001 ,A,000030,0000001
07,2009,06,1,01,18,029,02,001 ,U,000010,0000000
07,2009,06,1,01,18,029,02,001 ,U,000015,0000000
07,2009,06,1,01,18,029,02,001 ,U,000019,0000001
07,2009,06,1,01,18,029,02,001 ,U,000029,0000000
07,2009,06,1,01,18,030,01,001 ,U,000003,0000000
07,2009,06,1,01,18,030,01,001 ,U,000010,0000000
07,2009,06,1,01,18,030,01,001 ,U,000024,0000000
07,2009,06,1,01,18,030,01,001 ,U,000036,0000000
07,2009,06,1,01,18,032,01,001 ,U,000024,0000000
07,2009,06,1,01,18,033,01,001 ,U,000030,0000000
07,2009,06,1,01,18,034,01,001 ,A,000031,0000000
07,2009,06,1,01,18,035,01,001 ,A,000030,0000000
07,2009,06,1,01,18,035,01,001 ,A,000076,0000001
07,2009,06,1,01,18,035,01,001 ,B,000030,0000001
07,2009,06,1,01,18,036,01,001 ,A,000005,0000000
07,2009,06,1,01,18,036,01,002 ,B,000003,0000000
07,2009,06,1,01,18,036,01,002 ,B,000004,0000000
07,2009,06,1,01,18,036,01,002 ,B,000023,0000000
07,2009,06,1,01,18,036,01,002 ,B,000034,0000000
07,2009,06,1,01,18,036,01,002 ,B,000071,0000016
07,2009,06,1,01,18,038,01,001 ,B,000011,0000000
07,2009,06,1,01,18,038,01,001 ,B,000012,0000000
07,2009,06,1,01,18,038,01,001 ,B,000076,0000000
07,2009,06,1,01,18,039,01,001 ,U,000015,0000000
07,2009,06,1,01,18,039,01,002 ,A,000005,0000000
07,2009,06,1,01,18,039,01,002 ,B,000036,0000000
07,2009,06,1,01,18,039,01,003 ,B,000022,0000000
07,2009,06,1,01,18,039,01,004 ,U,000071,0000002
07,2009,06,1,01,18,039,02,001 ,B,000008,0000029
07,2009,06,1,01,18,039,02,001 ,B,000019,0000000
07,2009,06,1,01,18,040,01,001 ,U,000001,0000000
07,2009,06,1,01,18,040,01,001 ,U,000007,0000001
07,2009,06,1,01,18,040,01,001 ,U,000010,0000000
07,2009,06,1,01,18,040,01,001 ,U,000027,0000000
07,2009,06,1,01,18,040,01,001 ,U,000031,0000000
07,2009,06,1,01,18,042,01,001 ,U,000003,0000000
07,2009,06,1,01,18,042,01,001 ,U,000010,0000000
07,2009,06,1,01,18,042,01,001 ,U,000037,0000000
07,2009,06,1,01,18,043,01,001 ,U,000005,0000000
07,2009,06,1,01,18,043,01,001 ,U,000019,0000000
07,2009,06,1,01,18,044,01,001 ,U,000004,0000000
07,2009,06,1,01,18,044,01,001 ,U,000035,0000000
07,2009,06,1,01,18,045,01,001 ,A,000001,0000000
07,2009,06,1,01,18,045,01,001 ,A,000024,0000000
07,2009,06,1,01,18,045,01,001 ,B,000020,0000000
07,2009,06,1,01,18,045,01,001 ,C,000001,0000000
07,2009,06,1,01,18,045,01,001 ,C,000076,0000000
07,2009,06,1,01,18,046,02,001 ,A,000017,0000000
07,2009,06,1,01,18,046,02,001 ,A,000018,0000001
07,2009,06,1,01,18,046,02,001 ,A,000019,0000000
07,2009,06,1,01,18,046,02,001 ,A,000023,0000000
07,2009,06,1,01,18,046,02,002 ,A,000008,0000058
07,2009,06,1,01,18,046,02,002 ,A,000024,0000000
07,2009,06,1,01,18,046,02,002 ,A,000035,0000000
07,2009,06,1,01,18,046,02,002 ,B,000007,0000000
07,2009,06,1,01,18,046,02,002 ,B,000011,0000000
07,2009,06,1,01,18,046,02,002 ,B,000031,0000000
07,2009,06,1,01,18,046,02,002 ,B,000076,0000000
07,2009,06,1,01,18,047,01,001 ,A,000008,0000077
07,2009,06,1,01,18,047,01,001 ,A,000013,0000000
07,2009,06,1,01,18,047,01,001 ,A,000019,0000000
07,2009,06,1,01,18,047,01,001 ,A,000029,0000000
07,2009,06,1,01,18,047,01,001 ,B,000014,0000000
07,2009,06,1,01,18,047,01,001 ,B,000019,0000000
07,2009,06,1,01,18,047,01,001 ,B,000022,0000000
07,2009,06,1,01,18,047,01,002 ,A,000008,0000095
07,2009,06,1,01,18,047,01,002 ,A,000018,0000000
